timestamp,safety_switch_available,safety_off,override_available,override_enabled
1973951193,1,1,0,0
1973970888,1,1,0,0
1973990903,1,1,0,0
1974014894,1,1,0,0
1974038887,1,1,0,0
1974059195,1,1,0,0
1974078888,1,1,0,0
1974102889,1,1,0,0
1974126896,1,1,0,0
1974146898,1,1,0,0
1974167919,1,1,0,0
1974187687,1,1,0,0
1974207687,1,1,0,0
1974227698,1,1,0,0
1974251697,1,1,0,0
1974275904,1,1,0,0
1974295687,1,1,0,0
1974319699,1,1,0,0
1974343690,1,1,0,0
1974367687,1,1,0,0
1974391686,1,1,0,0
1974415687,1,1,0,0
1974435688,1,1,0,0
1974459687,1,1,0,0
1974483688,1,1,0,0
1974507687,1,1,0,0
1974528008,1,1,0,0
1974551687,1,1,0,0
1974571688,1,1,0,0
1974591688,1,1,0,0
1974615688,1,1,0,0
1974636038,1,1,0,0
1974655687,1,1,0,0
1974679700,1,1,0,0
1974699690,1,1,0,0
1974720490,1,1,0,0
1974740487,1,1,0,0
1974764486,1,1,0,0
1974788487,1,1,0,0
1974808490,1,1,0,0
1974828492,1,1,0,0
1974852824,1,1,0,0
1974872487,1,1,0,0
1974892510,1,1,0,0
1974912515,1,1,0,0
1974936492,1,1,0,0
1974960810,1,1,0,0
1974980503,1,1,0,0
1975000595,1,1,0,0
1975024488,1,1,0,0
1975044499,1,1,0,0
1975064494,1,1,0,0
1975088488,1,1,0,0
1975112512,1,1,0,0
1975136493,1,1,0,0
1975160487,1,1,0,0
1975180488,1,1,0,0
1975204493,1,1,0,0
1975224587,1,1,0,0
1975248794,1,1,0,0
1975268498,1,1,0,0
1975288592,1,1,0,0
1975312493,1,1,0,0
1975336499,1,1,0,0
1975360488,1,1,0,0
1975380586,1,1,0,0
1975404486,1,1,0,0
1975424488,1,1,0,0
1975444602,1,1,0,0
1975468488,1,1,0,0
1975488488,1,1,0,0
1975508587,1,1,0,0
1975532499,1,1,0,0
1975557279,1,1,0,0
1975577311,1,1,0,0
1975601266,1,1,0,0
1975621269,1,1,0,0
1975645571,1,1,0,0
1975665278,1,1,0,0
1975689266,1,1,0,0
1975709282,1,1,0,0
1975729290,1,1,0,0
1975753580,1,1,0,0
1975773268,1,1,0,0
1975797267,1,1,0,0
1975821264,1,1,0,0
1975845276,1,1,0,0
1975869265,1,1,0,0
1975893277,1,1,0,0
1975917273,1,1,0,0
1975937304,1,1,0,0
1975961267,1,1,0,0
1975985266,1,1,0,0
1976005499,1,1,0,0
1976025279,1,1,0,0
1976049266,1,1,0,0
1976073278,1,1,0,0
1976093294,1,1,0,0
1976114410,1,1,0,0
1976134908,1,1,0,0
1976154896,1,1,0,0
1976178886,1,1,0,0
1976202890,1,1,0,0
1976226888,1,1,0,0
1976246888,1,1,0,0
1976266888,1,1,0,0
1976286887,1,1,0,0
1976310888,1,1,0,0
1976331230,1,1,0,0
1976354887,1,1,0,0
1976374896,1,1,0,0
1976398896,1,1,0,0
1976422887,1,1,0,0
1976442886,1,1,0,0
1976463688,1,1,0,0
1976487690,1,1,0,0
