timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
1973198883,0.258743,0.00434275,0.0476929
2118474354,0.264713,0.00430178,0.0477151
2118674171,0.253867,0.00446498,0.0569217
2118877885,0.261092,0.00545995,0.0512116
2119082196,0.262912,0.00492119,0.0517373
2119285864,0.262078,0.0054905,0.050124
