timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
2362811584,0.189254,-0.0522512,0.482412
2362826093,0.189695,-0.0512414,0.491069
2362842102,0.190726,-0.052107,0.483145
2362857993,0.189695,-0.0536938,0.481971
2362874060,0.189695,-0.0555692,0.479183
2362890148,0.188665,-0.0497989,0.47801
2362906046,0.186898,-0.0460481,0.48608
2362921993,0.186604,-0.0502316,0.485053
2362937996,0.18734,-0.0502316,0.481678
2362954160,0.188812,-0.0474907,0.480211
2362970046,0.188223,-0.0500874,0.481531
2362986046,0.192345,-0.047058,0.48564
2363001993,0.190726,-0.0466252,0.480211
2363018145,0.18999,-0.0477792,0.479037
2363034062,0.188518,-0.0499431,0.476542
2363050002,0.190284,-0.0505201,0.476249
2363066046,0.191756,-0.0495103,0.478597
2363082087,0.191462,-0.0497989,0.475222
2363097993,0.187929,-0.047058,0.483145
2363114062,0.193523,-0.0483563,0.480504
2363130058,0.190431,-0.0483563,0.482705
2363146152,0.189254,-0.048212,0.483439
2363161996,0.186604,-0.0460481,0.484906
2363178046,0.186162,-0.0473465,0.480064
2363193150,0.188959,-0.0510972,0.480064
2363208039,0.18469,-0.0477792,0.483145
2363224035,0.186309,-0.0502316,0.484613
2363239993,0.186457,-0.0443171,0.480357
2363255926,0.186015,-0.0479235,0.480064
2363270097,0.189548,-0.0487891,0.482998
2363286059,0.188812,-0.0457596,0.48608
2363301997,0.190873,-0.0464809,0.491215
2363318046,0.192198,-0.0480678,0.480797
2363333068,0.188959,-0.0495103,0.482265
2363348004,0.188665,-0.0505201,0.486227
2363363571,0.19102,-0.0473465,0.481825
2363379800,0.189548,-0.0508087,0.484172
2363395762,0.18837,-0.0495103,0.478597
2363411565,0.186604,-0.0496546,0.484466
2363427793,0.190726,-0.047058,0.471994
2363443719,0.188959,-0.0502316,0.482852
2363458087,0.185279,-0.0500874,0.489308
2363474060,0.189548,-0.0512414,0.48652
2363490051,0.192492,-0.0467694,0.483879
2363505993,0.186457,-0.0500874,0.482705
2363521054,0.183512,-0.0523955,0.486227
2363536152,0.186751,-0.0483563,0.489161
2363552042,0.186751,-0.048212,0.48652
2363567838,0.192787,-0.0542708,0.481531
2363583872,0.189695,-0.0483563,0.482118
2363600221,0.188959,-0.0515299,0.487694
2363615878,0.190137,-0.0519627,0.492536
2363630052,0.187193,-0.0525398,0.482998
2363645153,0.1947,-0.0551364,0.483732
2363659998,0.19102,-0.0493661,0.482118
2363675563,0.191756,-0.052684,0.48696
2363691780,0.18837,-0.0510972,0.482998
2363707715,0.191903,-0.0548479,0.475075
2363723568,0.190431,-0.0541266,0.483585
2363739801,0.191903,-0.0487891,0.483585
2363755721,0.193964,-0.0506644,0.484466
2363770087,0.193523,-0.0519627,0.483585
2363785993,0.190284,-0.0534053,0.482558
2363802050,0.192198,-0.0490776,0.482852
2363818051,0.192198,-0.0523955,0.483145
2363834127,0.194995,-0.0508087,0.482412
2363850052,0.19102,-0.0485005,0.479917
2363866108,0.191462,-0.0464809,0.47977
2363881993,0.188665,-0.0512414,0.47933
2363898087,0.188959,-0.0509529,0.478303
2363914061,0.185721,-0.0489333,0.481825
2363930054,0.185426,-0.0534053,0.477423
2363945997,0.186898,-0.0502316,0.481384
2363961041,0.188076,-0.0535496,0.489748
2363976184,0.187782,-0.0525398,0.489748
2363992353,0.190284,-0.0522512,0.489308
2364007953,0.191756,-0.0535496,0.481384
2364024338,0.18999,-0.0534053,0.491656
2364040958,0.185868,-0.0531168,0.479917
2364056001,0.186309,-0.0505201,0.483585
2364072576,0.185868,-0.0513857,0.481384
2364087917,0.188076,-0.0531168,0.480797
2364103953,0.189106,-0.0531168,0.476542
2364120194,0.190578,-0.0534053,0.487107
2364135876,0.185721,-0.0495103,0.480504
2364150099,0.187634,-0.0515299,0.482852
2364168189,0.18734,-0.0505201,0.488134
2364183905,0.187634,-0.0485005,0.489601
2364200168,0.188959,-0.047635,0.47889
2364214089,0.189548,-0.0469137,0.483145
2364231882,0.193228,-0.0523955,0.484613
2364247948,0.192051,-0.0509529,0.481971
2364262055,0.191903,-0.0497989,0.483439
2364277069,0.192934,-0.0489333,0.480944
2364291998,0.185426,-0.0513857,0.476396
2364307793,0.18837,-0.0490776,0.481384
2364323666,0.187487,-0.0459039,0.482118
2364339728,0.190284,-0.0456154,0.480504
2364355858,0.189842,-0.0447498,0.481531
2364371864,0.189254,-0.0477792,0.483145
2364387680,0.190726,-0.0502316,0.484759
2364402096,0.189106,-0.048212,0.486814
2364417993,0.185279,-0.0472022,0.484613
2364434063,0.186309,-0.0460481,0.482998
2364449996,0.188076,-0.0473465,0.482998
2364465042,0.189401,-0.0461924,0.485199
2364479995,0.192051,-0.0461924,0.482852
2364496173,0.187929,-0.0451826,0.483439
2364511954,0.184837,-0.0446056,0.482998
2364528061,0.19102,-0.0474907,0.479624
2364544036,0.191462,-0.0477792,0.480064
2364559888,0.190726,-0.0492218,0.483732
2364575949,0.189695,-0.0492218,0.485933
2364590095,0.186457,-0.0515299,0.488428
2364606046,0.186751,-0.0483563,0.488721
2364622046,0.190726,-0.0469137,0.487254
2364637000,0.191167,-0.0469137,0.486373
2364652695,0.192787,-0.0467694,0.490188
2364668498,0.187929,-0.0486448,0.47801
2364682995,0.183512,-0.0513857,0.481531
2364699004,0.186604,-0.0518185,0.481678
2364714087,0.19102,-0.0528283,0.484759
2364729345,0.191167,-0.0496546,0.483145
