timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
67743069,0.275023,0.0126896,0.0630581
173054320,0.357111,0.0139395,0.0648683
173255865,0.161776,0.0106712,0.0956217
173461826,0.102198,0.0100039,0.095531
173663087,0.201393,0.00980186,0.0995909
173869528,0.150695,0.0104572,0.0990103
