timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
46139193,0.209214,0.00451852,0.0244303
54339009,0.207819,0.00446102,0.0244196
54539959,0.208761,0.00449217,0.0265381
54743514,0.208411,0.00466324,0.0280187
54947797,0.204852,0.00444675,0.033262
55147964,0.204549,0.00418941,0.0352139
