timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,is_rotary_wing,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,high_latency_data_link_active,data_link_lost_counter,engine_failure,mission_failure
46141595,3080239,2162703,3080239,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
47147138,3080239,2162703,3080239,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
47651740,3080239,2162703,3080239,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
48663063,3080239,2162703,3080239,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
49675111,3080239,2162703,3080239,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
50679117,3080239,2162703,3080239,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
51687009,3080239,2162703,3080239,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
52691118,3080239,2162703,3080239,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
53699048,3080239,2162703,3080239,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
54337129,3080239,2162703,3080239,15,1,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
