timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
76841827,-0.003357,-0.000552009,0.000959656,0.973064,-0.0139883,-0.0207704,0.229173,0.976163,0.00745926,-0.00797864,0.216764,1
76873586,-0.00287286,0.00162698,-0.000473393,0.973069,-0.0139884,-0.0207616,0.22915,0.976163,0.00745926,-0.00797864,0.216764,1
76905632,0.0027003,-0.000114711,-0.00263705,0.973075,-0.0139858,-0.0207646,0.229125,0.976163,0.00745926,-0.00797864,0.216764,1
76934441,-0.0017366,0.000134037,0.000428149,0.973077,-0.013994,-0.020763,0.229117,0.976163,0.00745926,-0.00797864,0.216764,1
76966407,-0.0024466,5.59441e-07,0.000310108,0.97308,-0.013995,-0.0207655,0.229103,0.976163,0.00745926,-0.00797864,0.216764,1
76998375,0.00255331,-0.000822997,-0.00063519,0.973084,-0.0140005,-0.0207767,0.229085,0.976163,0.00745926,-0.00797864,0.216764,1
77030661,0.00175271,-0.00119355,0.00086875,0.973087,-0.0140019,-0.0207915,0.229069,0.976163,0.00745926,-0.00797864,0.216764,1
77062356,-0.000707919,-0.00043444,0.000550001,0.973091,-0.0139979,-0.0207894,0.229055,0.976163,0.00745926,-0.00797864,0.216764,1
77094366,-0.00053395,-0.000940356,-0.00033105,0.973095,-0.0139994,-0.0207904,0.229038,0.976163,0.00745926,-0.00797864,0.216764,1
77126381,0.00477164,-0.00038402,-0.00112305,0.973101,-0.0139928,-0.0207905,0.229012,0.976163,0.00745926,-0.00797864,0.216764,1
77158427,-0.000248947,-0.00025514,0.0016042,0.973107,-0.0140012,-0.0207885,0.228988,0.976163,0.00745926,-0.00797864,0.216764,1
77186412,0.00146897,-0.000292199,-0.000475214,0.973111,-0.0139996,-0.0207876,0.228969,0.976163,0.00745926,-0.00797864,0.216764,1
77218403,0.00200803,0.000369027,-0.00111782,0.973117,-0.0139981,-0.0207844,0.228944,0.976163,0.00745926,-0.00797864,0.216764,1
77250352,-0.00137243,0.00012801,-0.000269866,0.973122,-0.0139985,-0.0207846,0.228925,0.976163,0.00745926,-0.00797864,0.216764,1
77282419,-0.00166282,-0.000536242,0.000562874,0.973127,-0.0140079,-0.0207813,0.228901,0.976163,0.00745926,-0.00797864,0.216764,1
77314351,0.00342453,-0.000738755,-3.53039e-05,0.973133,-0.0139933,-0.0207871,0.228875,0.976163,0.00745926,-0.00797864,0.216764,1
77346406,0.00192117,-0.000723279,-0.000412784,0.973138,-0.0139977,-0.0207915,0.228854,0.976163,0.00745926,-0.00797864,0.216764,1
77378396,-0.00136857,-0.000518062,-8.46779e-05,0.973144,-0.0140064,-0.0207942,0.228829,0.976163,0.00745926,-0.00797864,0.216764,1
