timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
2676316816,0.00278225,-0.0018034,-0.00105157,0.994074,-0.0238888,-0.0118413,-0.105385,0.973172,-0.00502101,0.00637354,-0.229936,2
2676349167,-0.00118996,0.000254526,0.00117411,0.994077,-0.0238873,-0.0118797,-0.105354,0.973172,-0.00502101,0.00637354,-0.229936,2
2676381124,-0.00299501,-0.00101942,0.00118955,0.994078,-0.0238741,-0.0119201,-0.105344,0.973172,-0.00502101,0.00637354,-0.229936,2
2676408751,0.00173675,-0.000753814,-0.000554011,0.994079,-0.0238661,-0.0119529,-0.105333,0.973172,-0.00502101,0.00637354,-0.229936,2
2676440862,-0.0026773,0.000660097,0.00134556,0.994079,-0.0238599,-0.0119991,-0.105325,0.973172,-0.00502101,0.00637354,-0.229936,2
2676472863,-0.00144052,-0.00121295,6.83272e-05,0.994081,-0.0238593,-0.0120491,-0.1053,0.973172,-0.00502101,0.00637354,-0.229936,2
2676504852,0.000144211,-0.000567542,-0.000280427,0.994083,-0.0238729,-0.0120888,-0.10528,0.973172,-0.00502101,0.00637354,-0.229936,2
2676536869,0.000158583,-0.00026646,0.000263189,0.994084,-0.0238843,-0.012119,-0.105263,0.973172,-0.00502101,0.00637354,-0.229936,2
2676569087,-0.00278442,0.000230346,0.00144379,0.994086,-0.0238886,-0.0121522,-0.105233,0.973172,-0.00502101,0.00637354,-0.229936,2
2676601158,-0.00034278,0.000348503,0.00104869,0.994088,-0.023889,-0.0121836,-0.105218,0.973172,-0.00502101,0.00637354,-0.229936,2
2676632792,0.0014311,0.000468752,0.000249554,0.99409,-0.0239072,-0.0122021,-0.105194,0.973172,-0.00502101,0.00637354,-0.229936,2
2676665389,0.00141421,-0.0014308,-0.000239357,0.99409,-0.0239214,-0.0122356,-0.10518,0.973172,-0.00502101,0.00637354,-0.229936,2
