timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
669359278,32767,32767,32767,32767,-47,-56,32767
669364076,32767,32767,32767,32767,32767,32767,32767
669368062,32767,32767,32767,32767,32767,32767,32767
669372079,32767,32767,32767,32767,-61,32767,32767
669376073,32767,32767,32767,32767,32767,32767,32767
669380071,32767,32767,32767,32767,32767,32767,32767
669384089,32767,32767,32767,32767,32767,-83,32767
669388079,32767,32767,32767,32767,32767,32767,32767
669392078,32767,32767,32767,32767,-41,32767,32767
669396063,32767,32767,32767,32767,32767,32767,32767
669400071,32767,32767,32767,32767,32767,32767,32767
669404072,32767,32767,32767,32767,-46,-55,32767
669408082,32767,32767,32767,32767,32767,32767,32767
669412092,32767,32767,32767,32767,32767,32767,32767
669416094,32767,32767,32767,32767,-69,32767,32767
669420077,32767,32767,32767,32767,32767,32767,32767
669424062,32767,32767,32767,32767,32767,32767,32767
669428065,32767,32767,32767,32767,32767,-85,32767
669432075,32767,32767,32767,32767,32767,32767,32767
669436074,32767,32767,32767,32767,-40,32767,32767
669440091,32767,32767,32767,32767,32767,32767,32767
669444072,32767,32767,32767,32767,32767,32767,32767
669448076,32767,32767,32767,32767,-55,-64,32767
669452066,32767,32767,32767,32767,32767,32767,32767
669456064,32767,32767,32767,32767,32767,32767,32767
669460084,32767,32767,32767,32767,-64,32767,32767
669464873,32767,32767,-30,32767,32767,32767,32767
669468873,32767,32767,32767,32767,32767,-63,32767
669472874,32767,32767,32767,32767,32767,32767,32767
669476872,32767,32767,32767,32767,32767,32767,32767
669480873,32767,32767,32767,32767,-53,32767,32767
669484892,32767,32767,32767,32767,32767,32767,32767
669488863,32767,32767,32767,32767,32767,-52,32767
669492872,32767,32767,32767,32767,-62,32767,32767
669496870,32767,32767,32767,32767,32767,32767,32767
669500872,32767,32767,32767,32767,32767,32767,32767
669504876,32767,32767,32767,32767,-71,32767,32767
669508872,32767,32767,32767,32767,32767,32767,32767
669512876,32767,32767,32767,32767,32767,-83,32767
669516864,32767,32767,32767,32767,32767,32767,32767
669520863,32767,32767,32767,32767,32767,32767,32767
669524873,32767,32767,32767,32767,-53,32767,32767
669528870,32767,32767,32767,32767,32767,32767,32767
669532872,32767,32767,32767,32767,32767,-63,32767
669536870,32767,32767,32767,32767,-72,32767,32767
669540876,32767,32767,32767,32767,32767,32767,32767
669544876,32767,32767,32767,32767,-43,32767,32767
669548864,32767,32767,32767,32767,32767,32767,32767
669553663,32767,32767,32767,32767,32767,-61,32767
669557671,32767,32767,32767,32767,32767,32767,32767
669561694,32767,32767,32767,32767,32767,32767,32767
669565672,32767,32767,32767,32767,-40,32767,32767
669569678,32767,32767,32767,32767,32767,32767,32767
669573671,32767,32767,32767,32767,32767,32767,32767
669577675,32767,32767,32767,32767,-51,-80,32767
