timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
2675947033,2675947033,2528698294,85,5,1,140,143,24,24,90,51,68
2676939069,2676939069,2528698294,85,5,1,140,143,24,24,90,51,68
2677866146,2677866146,2528698294,85,5,1,140,143,24,24,90,51,68
2678977810,2678977810,2528698294,85,5,1,140,143,24,24,90,51,68
2679936184,2679936184,2528698294,85,5,1,140,143,24,24,90,51,68
2680863030,2680863030,2528698294,85,5,1,140,143,24,24,90,51,68
2681921152,2681921152,2528698294,85,5,1,140,143,24,24,90,51,68
2682861055,2682861055,2528698294,85,5,1,140,143,24,24,90,51,68
2683968022,2683968022,2528698294,85,5,1,140,143,24,24,90,51,68
2684949065,2684949065,2528698294,85,5,1,140,143,24,24,90,51,68
2685908053,2685908053,2528698294,85,5,1,140,143,24,24,90,51,68
2686847989,2686847989,2528698294,85,5,1,140,143,24,24,90,51,68
2687904013,2687904013,2528698294,85,5,1,140,143,24,24,90,51,68
2688902170,2688902170,2528698294,85,5,1,140,143,24,24,90,51,68
2689981035,2689981035,2528698294,85,5,1,140,143,24,24,90,51,68
2690890177,2690890177,2528698294,85,5,1,140,143,24,24,90,51,68
2691890096,2691890096,2528698294,85,5,1,140,143,24,24,90,51,68
2693040018,2693040018,2528698294,85,5,1,140,143,24,24,90,51,68
2693959114,2693959114,2528698294,85,5,1,140,143,24,24,90,51,68
2694878464,2694878464,2528698294,85,5,1,140,143,24,24,90,51,68
2695950172,2695950172,2528698294,85,5,1,140,143,24,24,90,51,68
2696941056,2696941056,2528698294,85,5,1,140,143,24,24,90,51,68
2697871366,2697871366,2528698294,85,5,1,140,143,24,24,90,51,68
2698907678,2698907678,2528698294,85,5,1,140,143,24,24,90,51,68
2699940034,2699940034,2528698294,85,5,1,140,143,24,24,90,51,68
2700856614,2700856614,2528698294,85,5,1,140,143,24,24,90,51,68
2701974080,2701974080,2528698294,85,5,1,140,143,24,24,90,51,68
2702924255,2702924255,2528698294,85,5,1,140,143,24,24,90,51,68
2703996800,2703996800,2528698294,85,5,1,140,143,24,24,90,51,68
2704922227,2704922227,2528698294,85,5,1,140,143,24,24,90,51,68
2705911106,2705911106,2528698294,85,5,1,140,143,24,24,90,51,68
2707059022,2707059022,2528698294,85,5,1,140,143,24,24,90,51,68
2707902109,2707902109,2528698294,85,5,1,140,143,24,24,90,51,68
2708898222,2708898222,2528698294,85,5,1,140,143,24,24,90,51,68
2709996056,2709996056,2528698294,85,5,1,140,143,24,24,90,51,68
2710880554,2710880554,2528698294,85,5,1,140,143,24,24,90,51,68
2711886465,2711886465,2528698294,85,5,1,140,143,24,24,90,51,68
2712984279,2712984279,2528698294,85,5,1,140,143,24,24,90,51,68
2713955041,2713955041,2528698294,85,5,1,140,143,24,24,90,51,68
2714873102,2714873102,2528698294,85,5,1,140,143,24,24,90,51,68
2715913379,2715913379,2528698294,85,5,1,140,143,24,24,90,51,68
2716949397,2716949397,2528698294,85,5,1,140,143,24,24,90,51,68
2717865051,2717865051,2528698294,85,5,1,140,143,24,24,90,51,68
2718908023,2718908023,2528698294,85,5,1,140,143,24,24,90,51,68
2719855157,2719855157,2528698294,85,5,1,140,143,24,24,90,51,68
2720846239,2720846239,2528698294,85,5,1,140,143,24,24,90,51,68
2722000981,2722000981,2528698294,85,5,1,140,143,24,24,90,51,68
2722878365,2722878365,2528698294,85,5,1,140,143,24,24,90,51,68
2724024067,2724024067,2528698294,85,5,1,140,143,24,24,90,51,68
2724907120,2724907120,2528698294,85,5,1,140,143,24,24,90,51,68
2725905839,2725905839,2528698294,85,5,1,140,143,24,24,90,51,68
2727060152,2727060152,2528698294,85,5,1,140,143,24,24,90,51,68
2727898173,2727898173,2528698294,85,5,1,140,143,24,24,90,51,68
2728893033,2728893033,2528698294,85,5,1,140,143,24,24,90,51,68
2730037374,2730037374,2528698294,85,5,1,140,143,24,24,90,51,68
2730917068,2730917068,2528698294,85,5,1,140,143,24,24,90,51,68
2731877020,2731877020,2528698294,85,5,1,140,143,24,24,90,51,68
2732922223,2732922223,2528698294,85,5,1,140,143,24,24,90,51,68
2733952639,2733952639,2528698294,85,5,1,140,143,24,24,90,51,68
2734865958,2734865958,2528698294,85,5,1,140,143,24,24,90,51,68
2735959238,2735959238,2528698294,85,5,1,140,143,24,24,90,51,68
2736940540,2736940540,2528698294,85,5,1,140,143,24,24,90,51,68
2737862210,2737862210,2528698294,85,5,1,140,143,24,24,90,51,68
2738894635,2738894635,2528698294,85,5,1,140,143,24,24,90,51,68
2739931996,2739931996,2528698294,85,5,1,140,143,24,24,90,51,68
2740854429,2740854429,2528698294,85,5,1,140,143,24,24,90,51,68
2741961913,2741961913,2528698294,85,5,1,140,143,24,24,90,51,68
2742919489,2742919489,2528698294,85,5,1,140,143,24,24,90,51,68
2743989012,2743989012,2528698294,85,5,1,140,143,24,24,90,51,68
2744908055,2744908055,2528698294,85,5,1,140,143,24,24,90,51,68
2745907176,2745907176,2528698294,85,5,1,140,143,24,24,90,51,68
2746951814,2746951814,2528698294,85,5,1,140,143,24,24,90,51,68
2747900232,2747900232,2528698294,85,5,1,140,143,24,24,90,51,68
