timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
1830901338,inf,0,0,0,0
1831901542,inf,0,0,0,0
1832920295,inf,0,0,0,0
1833924028,inf,0,0,0,0
1834943258,inf,0,0,0,0
1835964029,inf,0,0,0,0
1836965374,inf,0,0,0,0
1837968037,inf,0,0,0,0
1838987030,inf,0,0,0,0
1839992037,inf,0,0,0,0
1841001827,inf,0,0,0,0
1842022095,inf,0,0,0,0
1843026094,inf,0,0,0,0
1844028051,inf,0,0,0,0
1845045468,inf,0,0,0,0
1846064029,inf,0,0,0,0
1847082088,inf,0,0,0,0
1848101381,inf,0,0,0,0
1849104143,inf,0,0,0,0
1850106101,inf,0,0,0,0
1851107032,inf,0,0,0,0
1852108027,inf,0,0,0,0
1853109316,inf,0,0,0,0
1854127440,inf,0,0,0,0
1855140048,inf,0,0,0,0
1856152032,inf,0,0,0,0
1857164027,inf,0,0,0,0
1858178285,inf,0,0,0,0
1859192067,inf,0,0,0,0
1860205039,inf,0,0,0,0
1861214281,inf,0,0,0,0
1862227042,inf,0,0,0,0
1863240050,inf,0,0,0,0
1864253039,inf,0,0,0,0
1865265048,inf,0,0,0,0
1866278368,inf,0,0,0,0
1867292027,inf,0,0,0,0
1868309096,inf,0,0,0,0
1869328029,inf,0,0,0,0
1870345028,inf,0,0,0,0
1871360252,inf,0,0,0,0
1872370285,inf,0,0,0,0
1873387102,inf,0,0,0,0
1874402292,inf,0,0,0,0
1875424609,inf,0,0,0,0
1876442289,inf,0,0,0,0
1877458272,inf,0,0,0,0
1878459204,inf,0,0,0,0
1879479117,inf,0,0,0,0
1880497058,inf,0,0,0,0
1881498361,inf,0,0,0,0
1882513335,inf,0,0,0,0
1883526288,inf,0,0,0,0
1884545087,inf,0,0,0,0
1885562137,inf,0,0,0,0
1886581048,inf,0,0,0,0
1887601945,inf,0,0,0,0
1888618084,inf,0,0,0,0
1889622138,inf,0,0,0,0
1890642081,inf,0,0,0,0
1891643030,inf,0,0,0,0
1892652665,inf,0,0,0,0
1893654136,inf,0,0,0,0
1894655049,inf,0,0,0,0
1895673534,inf,0,0,0,0
1896679038,inf,0,0,0,0
1897700575,inf,0,0,0,0
1898721948,inf,0,0,0,0
1899723379,inf,0,0,0,0
1900744724,inf,0,0,0,0
1901745011,inf,0,0,0,0
1902747029,inf,0,0,0,0
1903753017,inf,0,0,0,0
1904753054,inf,0,0,0,0
1905758099,inf,0,0,0,0
1906759027,inf,0,0,0,0
1907777332,inf,0,0,0,0
1908794110,inf,0,0,0,0
1909814104,inf,0,0,0,0
1910830153,inf,0,0,0,0
1911849125,inf,0,0,0,0
1912850165,inf,0,0,0,0
1913871088,inf,0,0,0,0
1914224949,inf,0,0,1,0
1914516606,inf,0,0,0,1
1914537115,inf,0,0,0,0
1915540547,inf,0,0,0,0
1916101059,inf,0,0,0,1
1916434134,inf,1,0,0,0
