timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
45969021,45969021,4609385,19,2,1,156,155,22,19,100,51,68
47043373,47043373,4609385,19,2,1,156,155,22,19,100,51,68
48033022,48033022,4609385,19,2,1,156,155,22,19,100,51,68
49110708,49110708,4609385,19,2,1,156,155,22,19,100,51,68
50048180,50048180,4609385,19,2,1,156,155,22,19,100,51,68
51022788,51022788,4609385,19,2,1,156,155,22,19,100,51,68
52125028,52125028,4609385,19,2,1,156,155,22,19,100,51,68
53091385,53091385,4609385,19,2,1,156,155,22,19,100,51,68
54011242,54011242,4609385,19,2,1,156,155,22,19,100,51,68
55113029,55113029,4609385,19,2,1,156,155,22,19,100,51,68
