timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
54727111,inf,1,0,0,0
55739160,inf,1,0,0,0
56528127,inf,0,0,1,0
57545033,inf,0,0,1,0
58560028,inf,0,0,1,0
59577723,inf,0,0,1,0
59658100,inf,0,0,0,0
60677085,inf,0,0,0,0
61697039,inf,0,0,0,0
62702103,inf,0,0,0,0
63705016,inf,0,0,0,0
64708751,inf,0,0,0,0
65710151,inf,0,0,0,0
66711100,inf,0,0,0,0
67730111,inf,0,0,0,0
68730739,inf,0,0,0,0
69749086,inf,0,0,0,0
70767101,inf,0,0,0,0
71777085,inf,0,0,0,0
72791136,inf,0,0,0,0
73792052,inf,0,0,0,0
74807173,inf,0,0,0,0
75822161,inf,0,0,0,0
76839328,inf,0,0,0,0
77848206,inf,0,0,0,0
78850266,inf,0,0,0,0
79854125,inf,0,0,0,0
80860980,inf,0,0,0,0
81866132,inf,0,0,0,0
82886129,inf,0,0,0,0
83903155,inf,0,0,0,0
84922098,inf,0,0,0,0
85934434,inf,0,0,0,0
86946337,inf,0,0,0,0
87957027,inf,0,0,0,0
88972031,inf,0,0,0,0
89986088,inf,0,0,0,0
91001034,inf,0,0,0,0
92013031,inf,0,0,0,0
93028051,inf,0,0,0,0
94043744,inf,0,0,0,0
95059928,inf,0,0,0,0
96073062,inf,0,0,0,0
97078153,inf,0,0,0,0
98097049,inf,0,0,0,0
99098098,inf,0,0,0,0
100115117,inf,0,0,0,0
101133320,inf,0,0,0,0
102147155,inf,0,0,0,0
103165058,inf,0,0,0,0
104180104,inf,0,0,0,0
105192142,inf,0,0,0,0
106199171,inf,0,0,0,0
107213037,inf,0,0,0,0
108228029,inf,0,0,0,0
109242114,inf,0,0,0,0
110261027,inf,0,0,0,0
111276213,inf,0,0,0,0
112277027,inf,0,0,0,0
113293141,inf,0,0,0,0
114295077,inf,0,0,0,0
115303077,inf,0,0,0,0
116325037,inf,0,0,0,0
117329591,inf,0,0,0,0
118343197,inf,0,0,0,0
119360027,inf,0,0,0,0
120378108,inf,0,0,0,0
121393058,inf,0,0,0,0
122404127,inf,0,0,0,0
123417030,inf,0,0,0,0
124433030,inf,0,0,0,0
125446105,inf,0,0,0,0
126321097,inf,0,0,1,0
126613088,inf,0,0,0,1
126946085,inf,1,0,0,0
127961128,inf,1,0,0,0
