timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
2676255087,inf,1,0,0,0
2677256041,inf,1,0,0,0
2678257569,inf,1,0,0,0
2679275091,inf,1,0,0,0
2680276155,inf,1,0,0,0
2681295041,inf,1,0,0,0
2681419058,inf,0,0,1,0
2682124157,inf,0,0,0,0
2683131347,inf,0,0,0,0
2684145059,inf,0,0,0,0
2685158274,inf,0,0,0,0
2686161045,inf,0,0,0,0
2687170139,inf,0,0,0,0
2688180515,inf,0,0,0,0
2689184831,inf,0,0,0,0
2690186111,inf,0,0,0,0
2691203853,inf,0,0,0,0
2692210793,inf,0,0,0,0
2693218543,inf,0,0,0,0
2694224037,inf,0,0,0,0
2695235589,inf,0,0,0,0
2696242414,inf,0,0,0,0
2697260963,inf,0,0,0,0
2698265577,inf,0,0,0,0
2699270344,inf,0,0,0,0
2700273189,inf,0,0,0,0
2701276030,inf,0,0,0,0
2702277778,inf,0,0,0,0
2703285787,inf,0,0,0,0
2704306115,inf,0,0,0,0
2705317654,inf,0,0,0,0
2706339371,inf,0,0,0,0
2707348979,inf,0,0,0,0
2708353495,inf,0,0,0,0
2709359457,inf,0,0,0,0
2710364768,inf,0,0,0,0
2711365048,inf,0,0,0,0
2712375430,inf,0,0,0,0
2713386737,inf,0,0,0,0
2714401763,inf,0,0,0,0
2715410271,inf,0,0,0,0
2716419735,inf,0,0,0,0
2717433423,inf,0,0,0,0
2718452532,inf,0,0,0,0
2719461090,inf,0,0,0,0
2720470421,inf,0,0,0,0
2721481148,inf,0,0,0,0
2722498096,inf,0,0,0,0
2723504310,inf,0,0,0,0
2724520670,inf,0,0,0,0
2725529572,inf,0,0,0,0
2726543420,inf,0,0,0,0
2727560384,inf,0,0,0,0
2728562276,inf,0,0,0,0
2729572264,inf,0,0,0,0
2730589755,inf,0,0,0,0
2731600768,inf,0,0,0,0
2732601796,inf,0,0,0,0
2733615053,inf,0,0,0,0
2734618203,inf,0,0,0,0
2735627356,inf,0,0,0,0
2736639039,inf,0,0,0,0
2737650236,inf,0,0,0,0
2738668771,inf,0,0,0,0
2739683478,inf,0,0,0,0
2740684302,inf,0,0,0,0
2741690099,inf,0,0,0,0
2742703472,inf,0,0,0,0
2743716259,inf,0,0,0,0
2744732829,inf,0,0,0,0
2745743447,inf,0,0,0,0
2746749464,inf,0,0,0,0
2747767461,inf,0,0,0,0
2747809465,inf,0,0,0,1
2748145061,inf,1,0,0,0
