timestamp,roll,pitch,yaw,thrust
299146152,0.0195293,0.0488697,-0.073193,0.0
299178185,0.0195791,0.0492112,-0.0731865,0.0
299210158,0.0195844,0.0511762,-0.0731634,0.0
299242157,0.019653,0.053625,-0.0731365,0.0
299274171,0.0196358,0.0505179,-0.0731637,0.0
299306155,0.0197004,0.0501993,-0.0731636,0.0
299338221,0.0182982,0.0506581,-0.0731426,0.0
299366189,0.0121101,0.0510943,-0.0730795,0.0
299398151,0.0119721,0.0512498,-0.0730737,0.0
299430154,0.0125489,0.0514886,-0.0730724,0.0
299462205,0.0157386,0.0516813,-0.0730988,0.0
299494156,0.0228921,0.051854,-0.0731624,0.0
299526187,0.0336671,0.0519049,-0.0732607,0.0
299558193,0.0354624,0.0519264,-0.0732763,0.0
299590193,0.0349549,0.0520119,-0.0732695,0.0
299618218,0.0348625,0.0521362,-0.073266,0.0
299650161,0.0348661,0.0522827,-0.0732639,0.0
299682153,0.034844,0.0523235,-0.0732637,0.0
299714157,0.0348288,0.0522739,-0.0732645,0.0
299746159,0.0312023,0.0523505,-0.0732296,0.0
299778186,0.0322698,0.052358,-0.0732392,0.0
299810158,0.0352749,0.0539126,-0.0732515,0.0
299842194,0.0350858,0.0576423,-0.0732124,0.0
299870191,0.0349537,0.0601547,-0.0731866,0.0
299902199,0.0298159,0.0547902,-0.0731909,0.0
299934145,0.0273014,0.0520175,-0.0731938,0.0
299966190,0.0276331,0.0522262,-0.0731931,0.0
299998193,0.0278777,0.0524702,-0.0731923,0.0
300030155,0.0278819,0.0525311,-0.07319,0.0
300062161,0.0279585,0.0525792,-0.0731887,0.0
300094188,0.0280617,0.0525759,-0.0731886,0.0
300122189,0.0280451,0.0526853,-0.0731866,0.0
300154158,0.0280492,0.0527872,-0.0731846,0.0
300186155,0.0281427,0.052867,-0.0731829,0.0
300218157,0.0281724,0.0528237,-0.0731836,0.0
300250157,0.0283326,0.0528368,-0.0731829,0.0
