timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
2362815163,40.8102647076,-77.8706379082,307.027,-34.5872,-0.0775969,-0.0451515,0.0115494,-0.0484074,3.90743,5.05143,0.0,2,0,0,0
2363015169,40.8102656002,-77.8706382432,306.996,-34.5872,-0.0385923,-0.049534,0.0182555,-0.0484524,3.90973,5.04573,0.0,2,0,0,0
2363219179,40.8102665383,-77.8706387067,306.964,-34.5872,-0.000757555,-0.0560948,0.0259172,-0.048513,3.91253,5.04989,0.0,2,0,0,0
2363423157,40.8102673961,-77.8706392268,306.932,-34.5872,0.0307021,-0.0634488,0.0330761,-0.0485903,3.91639,5.04447,0.0,2,0,0,0
2363627220,40.8102681256,-77.8706397542,306.904,-34.5872,0.0554732,-0.0707183,0.0394346,-0.048713,3.92002,5.04861,0.0,2,0,0,0
2363827217,40.8102687075,-77.8706400598,306.877,-34.5872,0.0731387,-0.0710335,0.0451904,-0.0488283,3.92295,5.05295,0.0,2,0,0,0
2364031197,40.8102692688,-77.8706404469,306.881,-34.5872,0.0897271,-0.0750974,0.04538,-0.0488429,3.9271,5.04719,0.0,2,0,0,0
2364235208,40.8102698403,-77.8706409655,306.877,-34.5872,0.106721,-0.0815645,0.0461738,-0.0488149,3.93076,5.0515,0.0,2,0,0,0
2364439216,40.8102706117,-77.8706416728,306.873,-34.5872,0.130512,-0.0931778,0.0472487,-0.0487904,3.92255,5.04555,0.0,2,0,0,0
2364639977,40.810271282,-77.8706423333,306.872,-34.5872,0.149312,-0.103655,0.0471689,-0.0487481,3.92716,5.04981,0.0,2,0,0,0
2364843960,40.8102718136,-77.8706429176,306.865,-34.5872,0.162822,-0.110807,0.0485432,-0.0490969,3.93154,5.05432,0.0,2,0,0,0
2365047959,40.8102722552,-77.870643316,306.853,-34.5872,0.175413,-0.113345,0.0501442,-0.0490468,3.93815,5.04836,0.0,2,0,0,0
2365247957,40.8102726613,-77.8706435825,306.841,-34.5872,0.175342,-0.111202,0.0486359,-0.0491805,3.94543,5.05293,0.0,2,0,0,0
2365447986,40.8102729719,-77.87064404,306.851,-34.5872,0.179537,-0.118513,0.0473284,-0.0490272,3.9535,5.04687,0.0,2,0,0,0
2365651981,40.8102731595,-77.8706447414,306.88,-34.5872,0.181797,-0.128744,0.0411062,-0.0490922,3.96224,5.05137,0.0,2,0,0,0
2365855989,40.8102733056,-77.8706454219,306.889,-34.5872,0.181747,-0.13763,0.0405208,-0.048897,3.97262,5.05641,0.0,2,0,0,0
2366059997,40.8102734474,-77.8706460862,306.912,-34.5872,0.183469,-0.144315,0.0347104,-0.0489063,3.98003,5.04974,0.0,2,0,0,0
2366259958,40.810273598,-77.8706464421,306.918,-34.5872,0.186308,-0.147034,0.0324117,-0.0487749,3.98845,5.05435,0.0,2,0,0,0
2366463945,40.8102736235,-77.8706466868,306.916,-34.5872,0.182788,-0.144707,0.0341437,-0.0487694,3.99957,5.04808,0.0,2,0,0,0
2366667966,40.810273668,-77.8706468485,306.913,-34.5872,0.183424,-0.13841,0.0298613,-0.0487912,4.01147,5.05272,0.0,2,0,0,0
2366871955,40.8102737067,-77.870647227,306.907,-34.5872,0.186658,-0.144435,0.0312766,-0.0487863,4.02302,5.05781,0.0,2,0,0,0
2367071947,40.8102738547,-77.8706477078,306.894,-34.5872,0.189437,-0.148742,0.0328143,-0.0488589,4.03285,5.05094,0.0,2,0,0,0
2367275949,40.8102742289,-77.870648383,306.878,-34.5872,0.204074,-0.15679,0.036143,-0.0487947,4.04052,5.0556,0.0,2,0,0,0
2367479957,40.8102747596,-77.870649413,306.904,-34.5872,0.216269,-0.180509,0.0373076,-0.0479695,4.05095,5.04901,0.0,2,0,0,0
2367683947,40.8102749984,-77.870650503,306.983,-34.5872,0.216745,-0.186187,0.021851,-0.0461618,4.06244,5.05369,0.0,2,0,0,0
2367883978,40.8102750101,-77.8706517688,307.018,-34.5872,0.217533,-0.209712,0.0142399,-0.0453226,4.07377,5.0587,0.0,2,0,0,0
2368087995,40.8102749223,-77.8706531331,307.048,-34.5872,0.219179,-0.224655,0.0105773,-0.0439171,4.08707,5.05188,0.0,2,0,0,0
2368292321,40.8102748021,-77.8706543284,307.059,-34.5872,0.195442,-0.238827,0.00546597,-0.0441864,4.09834,5.05675,0.0,2,0,0,0
2368496001,40.8102747543,-77.8706552948,307.058,-34.5872,0.197799,-0.236871,-0.0401485,-0.0461406,4.10791,5.06207,0.0,2,0,0,0
2368696200,40.8102748306,-77.870656215,307.072,-34.5872,0.151034,-0.228649,-0.267273,-0.0489177,4.11982,5.06764,0.0,2,0,0,0
2368897120,40.8102750698,-77.8706572824,307.139,-34.5872,0.119937,-0.197502,-0.590082,-0.0511603,4.12959,5.07349,0.0,2,0,0,0
2369100758,40.8102756616,-77.8706580973,307.318,-34.5872,0.105777,-0.180375,-0.788432,-0.0527391,4.13872,5.06223,0.0,2,0,0,0
2369304754,40.8102761711,-77.870658813,307.517,-34.5872,0.117857,-0.193027,-0.894813,-0.0518694,4.15067,5.06793,0.0,2,0,0,0
2369504789,40.8102762851,-77.8706596903,307.696,-34.5872,0.133089,-0.232013,-0.896353,-0.0519792,4.16477,5.05788,0.0,2,0,0,0
2369708796,40.8102761406,-77.8706608565,307.853,-34.5872,0.14166,-0.279578,-0.767211,-0.0515988,4.17801,5.06312,0.0,2,0,0,0
2369912796,40.8102758996,-77.8706622138,307.975,-34.5872,0.212956,-0.311946,-0.631547,-0.0499153,4.19273,5.06894,0.0,2,0,0,0
2370113094,40.8102757335,-77.8706634845,308.05,-34.5872,0.331788,-0.37011,-0.540069,-0.0476983,4.20508,5.05905,0.0,2,0,0,0
2370312799,40.8102754635,-77.8706645887,308.123,-34.5872,0.522318,-0.406935,-0.574027,-0.0461132,4.21105,5.06419,0.0,2,0,0,0
2370516795,40.8102751338,-77.8706653702,308.232,-34.5872,0.710871,-0.43287,-0.578974,-0.0447158,4.2193,5.05502,0.0,2,0,0,0
2370720760,40.8102741497,-77.8706650672,308.423,-34.5872,0.805557,-0.436615,-0.44189,-0.0450472,4.22593,5.06009,0.0,2,0,0,0
2370921108,40.8102723688,-77.8706637014,308.537,-34.5872,0.759188,-0.405878,-0.333327,-0.0482527,4.23133,5.06528,0.0,2,0,0,0
2371124792,40.8102704348,-77.8706623731,308.659,-34.5872,0.605019,-0.377021,-0.265826,-0.0483474,4.23626,5.0562,0.0,2,0,0,0
2371324756,40.8102684693,-77.870661366,308.754,-34.5872,0.41298,-0.319088,-0.19964,-0.0491489,4.24263,5.06116,0.0,2,0,0,0
2371528863,40.8102666414,-77.8706603124,308.807,-34.5872,0.218885,-0.276448,-0.095073,-0.0500161,4.24662,5.05289,0.0,2,0,0,0
