timestamp,load,ram_usage
32363111,0.461629,0.390903
33363283,0.512895,0.527159
34363363,0.605682,0.527192
35364943,0.575845,0.527192
36365976,0.581837,0.527192
37367641,0.582485,0.527192
38368935,0.587535,0.527192
39370809,0.580839,0.527192
40371901,0.579356,0.527192
41373930,0.587211,0.527192
42375967,0.575211,0.527192
43377224,0.579343,0.527192
44379218,0.580818,0.527192
45381570,0.587032,0.527192
46382743,0.600352,0.527192
47385730,0.587364,0.527192
48386879,0.585688,0.527192
49387734,0.61119,0.527192
50388699,0.74334,0.527192
51391350,0.574865,0.527192
52393297,0.582486,0.527192
53393639,0.583934,0.527192
54395242,0.580642,0.527192
55395695,0.585349,0.527192
56399265,0.590453,0.527192
57401337,0.585039,0.527192
58401638,0.573897,0.527192
59407204,0.58697,0.527192
60408366,0.593495,0.527192
61408740,0.591953,0.527192
62410157,0.589171,0.527192
63413977,0.579634,0.527192
64415715,0.59555,0.527192
65416873,0.587546,0.527192
66418378,0.573912,0.527192
67419638,0.595035,0.527192
68421117,0.586061,0.527192
69421351,0.584117,0.527192
70423144,0.578427,0.527192
71424929,0.580227,0.527192
73426868,0.611157,0.527192
74428969,0.582156,0.527192
75429685,0.582636,0.527192
76431276,0.585805,0.527192
77432737,0.5781,0.527192
78433774,0.59197,0.527192
79434837,0.572782,0.527192
80436164,0.574313,0.527192
81439773,0.595934,0.527192
82440779,0.589004,0.527192
83443512,0.587477,0.527192
84445218,0.592115,0.527192
85445638,0.594409,0.527192
86448533,0.580245,0.527192
87450055,0.576708,0.527192
88450804,0.758833,0.527192
89451884,0.583949,0.527192
90452702,0.596946,0.527192
91453638,0.582086,0.527192
92455545,0.576373,0.527192
93460554,0.585582,0.527192
94463168,0.576657,0.527192
95464514,0.580354,0.527192
96468841,0.58343,0.527192
97470901,0.592043,0.527192
98470764,0.590832,0.527192
99470770,0.578733,0.527192
100475256,0.581041,0.527192
101476976,0.570875,0.527192
102480455,0.584878,0.527192
103621365,0.646107,0.527192
104623277,0.735583,0.527192
105624453,0.658828,0.527192
106624956,0.579793,0.527192
107626968,0.590006,0.527192
108628128,0.580755,0.527192
109628769,0.575717,0.527192
110630485,0.591148,0.527192
111631639,0.651474,0.527192
