timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
303296166,1559238969599532,408101842,-778706325,341743,307303,1.673,0.765456,10.246,9.15,0.71,1.02,82,7,0.973,0.96,-0.156,0.906,4.53921,0,3,1,14
303498135,1559238969799532,408101841,-778706318,341595,307154,1.578,0.765512,10.142,9.158,0.79,1.06,82,7,1.026,1.018,-0.126,0.825,4.53921,0,3,1,13
303690089,1559238969999533,408101827,-778706328,341073,306633,1.484,0.765566,10.05,9.182,0.79,1.06,82,7,0.908,0.688,-0.593,0.972,4.53921,0,3,1,13
303901091,1559238970199532,408101819,-778706324,341034,306593,1.537,0.765621,9.966,9.215,0.79,1.06,82,7,0.634,0.582,-0.251,0.741,4.53921,0,3,1,13
304095912,1559238970399532,408101823,-778706316,341093,306652,1.68,0.765681,9.881,9.233,0.79,1.06,82,8,1.048,1.048,0.01,0.592,4.53921,0,3,1,13
304298198,1559238970599532,408101822,-778706320,340904,306463,1.631,0.765739,9.799,9.261,0.79,1.06,82,8,1.09,1.074,-0.184,0.878,4.53921,0,3,1,13
304499858,1559238970799532,408101817,-778706304,340676,306236,1.588,0.765796,9.722,9.288,0.79,1.06,82,8,0.847,0.67,0.518,0.999,4.53921,0,3,1,13
304699694,1559238970999533,408101828,-778706295,340183,305743,1.635,0.765855,9.645,9.315,0.79,1.06,82,8,1.125,1.114,0.156,1.082,4.53921,0,3,1,13
304904368,1559238971199532,408101834,-778706288,339785,305345,1.607,0.765912,9.547,9.338,0.71,1.02,82,8,0.804,0.804,0.003,0.723,4.53921,0,3,1,14
305103913,1559238971399532,408101821,-778706299,339191,304751,1.43,0.765963,9.447,9.359,0.71,1.02,81,6,0.647,-0.01,-0.647,0.911,4.53921,0,3,1,14
305306085,1559238971599532,408101830,-778706296,339253,304813,1.756,0.766026,9.361,9.394,0.71,1.02,81,6,0.892,0.878,-0.156,0.392,4.53921,0,3,1,14
305502159,1559238971799532,408101825,-778706297,339265,304825,1.585,0.766083,9.276,9.423,0.71,1.02,81,6,0.535,0.507,-0.171,0.485,4.53921,0,3,1,14
305702152,1559238971999533,408101827,-778706297,339460,305020,1.634,0.766142,9.187,9.446,0.71,1.02,81,6,0.701,0.683,-0.157,0.272,4.53921,0,3,1,14
305896196,1559238972199532,408101837,-778706291,339682,305242,1.58,0.766198,9.073,9.426,0.75,1.15,81,6,0.847,0.846,0.048,-0.063,4.53921,0,3,1,12
306104288,1559238972399532,408101844,-778706269,339074,304633,1.51,0.766252,8.994,9.441,0.71,1.02,76,7,0.817,0.508,0.64,0.261,4.53921,0,3,1,14
306298130,1559238972599532,408101839,-778706224,338709,304269,1.373,0.766311,8.914,9.463,0.71,1.02,76,7,1.633,-0.126,1.628,0.115,4.53921,0,3,1,14
306501040,1559238972799532,408101817,-778706203,338825,304385,1.23,0.766355,8.67,9.397,0.71,1.02,76,7,0.567,-0.282,0.492,-0.192,4.53921,0,3,1,14
306704235,1559238972999533,408101817,-778706190,338966,304526,1.439,0.766406,8.572,9.37,0.71,1.02,76,7,0.246,0.152,-0.193,-0.473,4.53921,0,3,1,14
306904123,1559238973199532,408101822,-778706186,338761,304321,1.292,0.766452,8.491,9.372,0.71,1.02,76,7,0.231,0.086,-0.215,0.026,4.53921,0,3,1,14
307104350,1559238973399532,408101827,-778706189,338540,304100,1.331,0.7665,8.42,9.38,0.71,1.02,76,4,0.427,0.018,-0.427,0.229,4.53921,0,3,1,14
307301112,1559238973599532,408101827,-778706192,338483,304042,1.388,0.76655,8.34,9.39,0.71,1.02,76,4,0.36,-0.202,-0.299,0.022,4.53921,0,3,1,14
307504573,1559238973799532,408101830,-778706192,338727,304287,1.558,0.766605,8.268,9.386,0.71,1.02,76,4,0.325,0.282,-0.161,0.213,4.53921,0,3,1,14
307699881,1559238973999533,408101835,-778706166,338904,304463,1.17,0.766647,8.182,9.349,0.71,1.02,76,4,0.815,0.272,0.768,-0.382,4.53921,0,3,1,14
307901096,1559238974199532,408101827,-778706142,339009,304569,1.378,0.766696,8.075,9.304,0.75,1.02,76,4,0.622,-0.492,0.381,-0.392,4.53921,0,3,1,13
308107708,1559238974399532,408101810,-778706114,339642,305201,1.358,0.766755,7.961,9.257,0.75,1.02,76,9,1.384,-1.059,0.892,-0.896,4.53921,0,3,1,13
308295943,1559238974599532,408101826,-778706093,339215,304775,1.425,0.766806,7.904,9.235,0.75,1.02,76,9,0.434,0.091,0.424,-0.697,4.53921,0,3,1,13
308505105,1559238974799532,408101845,-778706088,338835,304395,1.664,0.766866,7.865,9.251,0.75,1.02,76,9,0.379,0.379,-0.011,-0.728,4.53921,0,3,1,13
308706083,1559238974999533,408101868,-778706081,338412,303972,1.856,0.766932,7.826,9.251,0.75,1.02,76,9,0.666,0.637,0.196,-0.601,4.53921,0,3,1,13
308905358,1559238975199532,408101876,-778706066,338220,303780,1.511,0.766986,7.748,9.233,0.76,1.12,76,9,0.792,0.451,0.651,-0.176,4.53921,0,3,1,12
309097519,1559238975399532,408101883,-778706061,338004,303563,1.644,0.767045,7.69,9.233,0.75,1.02,81,8,0.127,0.118,0.045,-0.14,4.53921,0,3,1,13
309305041,1559238975599532,408101880,-778706061,338350,303909,1.627,0.767103,7.63,9.236,0.75,1.02,81,8,0.074,0.074,0.01,-0.046,4.53921,0,3,1,13
309505754,1559238975799532,408101878,-778706061,338679,304239,1.232,0.767147,7.574,9.235,0.76,1.12,81,8,0.091,0.053,-0.075,-0.022,4.53921,0,3,1,12
309705176,1559238975999533,408101886,-778706062,338684,304243,1.229,0.767191,7.509,9.223,0.75,1.02,81,8,0.369,0.305,-0.208,0.101,4.53921,0,3,1,13
309905442,1559238976199532,408101894,-778706052,338498,304057,1.061,0.767229,7.44,9.199,0.75,1.02,81,8,0.399,0.02,0.398,0.128,4.53921,0,3,1,13
310105067,1559238976399532,408101901,-778706049,337864,303423,1.466,0.767281,7.37,9.17,0.75,1.02,76,6,0.368,-0.331,-0.161,0.163,4.53921,0,3,1,13
310304055,1559238976599532,408101914,-778706039,337737,303297,1.299,0.767328,7.306,9.146,0.75,1.02,76,6,0.547,0.371,0.402,0.187,4.53921,0,3,1,13
310494090,1559238976799532,408101928,-778706033,337850,303409,1.512,0.767382,7.245,9.129,0.75,1.02,76,6,0.454,0.454,-0.016,-0.153,4.53921,0,3,1,13
310705043,1559238976999533,408101932,-778706035,337951,303511,1.312,0.767429,7.184,9.111,0.75,1.02,76,6,0.319,-0.14,-0.286,-0.427,4.53921,0,3,1,13
310899829,1559238977199532,408101934,-778706044,337937,303497,1.188,0.767471,7.127,9.084,0.79,1.06,76,6,0.607,-0.218,-0.566,-0.454,4.53921,0,3,1,12
311102084,1559238977399532,408101931,-778706043,338011,303571,1.345,0.767519,7.067,9.059,0.79,1.06,76,9,0.441,-0.422,-0.129,-0.614,4.53921,0,3,1,12
311302083,1559238977599532,408101931,-778706046,337992,303552,1.315,0.767566,7.014,9.036,0.79,1.06,76,9,0.512,-0.365,-0.358,-0.697,4.53921,0,3,1,12
311502087,1559238977799532,408101935,-778706051,337992,303552,1.325,0.767614,6.959,9.016,0.75,1.05,76,9,0.199,0.026,-0.198,-0.741,4.53921,0,3,1,13
311705637,1559238977999533,408101939,-778706055,337823,303383,1.311,0.76766,6.904,9.002,0.75,1.05,76,9,0.246,-0.018,-0.246,-0.71,4.53921,0,3,1,13
311907805,1559238978199532,408101942,-778706061,337540,303100,1.277,0.767706,6.846,8.957,0.75,1.05,76,9,0.354,-0.242,-0.257,-0.575,4.53921,0,3,1,13
312103979,1559238978399532,408101945,-778706066,337203,302763,1.315,0.767753,6.801,8.941,0.75,1.05,81,6,0.097,-0.054,-0.081,-0.15,4.53921,0,3,1,13
312305309,1559238978599532,408101953,-778706071,337130,302690,1.314,0.7678,6.76,8.933,0.75,1.05,81,6,0.291,0.216,-0.195,-0.216,4.53921,0,3,1,13
312505178,1559238978799532,408101963,-778706075,336880,302439,1.555,0.767855,6.721,8.924,0.75,1.05,81,6,0.334,0.333,-0.024,-0.111,4.53921,0,3,1,13
312705073,1559238978999533,408101968,-778706080,336656,302216,1.331,0.767903,6.675,8.888,0.75,1.05,81,6,0.149,0.082,-0.124,-0.232,4.53921,0,3,1,13
312905505,1559238979199532,408101958,-778706082,336462,302022,1.469,0.767955,6.634,8.854,0.75,1.05,81,6,0.651,-0.619,0.2,-0.224,4.53921,0,3,1,13
313102090,1559238979399532,408101940,-778706080,336422,301982,1.432,0.768006,6.596,8.821,0.75,1.05,81,8,1.004,-0.98,0.219,-0.336,4.53921,0,3,1,13
313304170,1559238979599532,408101922,-778706075,336388,301948,1.386,0.768056,6.56,8.791,0.75,1.05,81,8,1.064,-1.001,0.36,-0.426,4.53921,0,3,1,13
313509102,1559238979799532,408101912,-778706062,336345,301904,1.224,0.7681,6.526,8.76,0.75,1.05,81,8,0.99,-0.717,0.682,-0.584,4.53921,0,3,1,13
313704842,1559238979999533,408101900,-778706044,336153,301713,1.178,0.768144,6.493,8.73,0.75,1.05,81,8,1.127,-0.744,0.847,-0.504,4.53921,0,3,1,13
313908759,1559238980199532,408101896,-778706027,335919,301479,1.099,0.768183,6.461,8.702,0.75,1.05,81,8,0.869,-0.411,0.766,-0.255,4.53921,0,3,1,13
314105942,1559238980399532,408101895,-778706013,335626,301185,1.118,0.768223,6.428,8.68,0.75,1.05,76,22,0.645,-0.281,0.58,-0.377,4.53921,0,3,1,13
314303038,1559238980599532,408101892,-778706012,335560,301120,1.337,0.768271,6.395,8.654,0.75,1.05,76,22,0.334,-0.334,-0.01,-0.314,4.53921,0,3,1,13
314491106,1559238980799532,408101907,-778706002,335628,301187,1.456,0.768323,6.362,8.637,0.75,1.05,76,22,0.844,0.661,0.525,-0.294,4.53921,0,3,1,13
314699110,1559238980999533,408101894,-778706002,335877,301437,1.227,0.768366,6.331,8.618,0.71,1.02,76,22,0.189,-0.054,0.181,-0.518,4.53921,0,3,1,14
314900685,1559238981199532,408101890,-778706000,336071,301631,1.412,0.768417,6.3,8.597,0.71,1.02,76,22,0.424,0.351,0.238,-0.386,4.53921,0,3,1,14
315106309,1559238981399532,408101888,-778706005,336315,301875,1.36,0.768465,6.269,8.581,0.71,1.02,75,11,0.399,0.399,-0.013,-0.292,4.53921,0,3,1,14
315305173,1559238981599532,408101879,-778706014,336220,301780,1.248,0.76851,6.24,8.572,0.71,1.02,75,11,0.292,-0.15,-0.251,-0.351,4.53921,0,3,1,14
315508688,1559238981799532,408101867,-778706022,336460,302020,1.281,0.768556,6.209,8.564,0.71,1.02,75,11,0.375,-0.342,-0.153,-0.436,4.53921,0,3,1,14
315705050,1559238981999533,408101862,-778706029,336697,302257,1.237,0.7686,6.182,8.549,0.71,1.02,75,11,0.263,0.182,-0.191,-0.427,4.53921,0,3,1,14
315892575,1559238982199532,408101859,-778706026,336835,302395,1.306,0.768646,6.147,8.533,0.71,1.02,75,11,0.32,0.083,0.309,-0.647,4.53921,0,3,1,14
316099035,1559238982399532,408101852,-778706033,336775,302335,1.38,0.768695,6.07,8.522,0.74,1.09,76,9,0.398,-0.396,0.046,-0.005,4.53921,0,3,1,13
316303043,1559238982599532,408101852,-778706038,336676,302235,1.336,0.768743,5.99,8.505,0.74,1.09,76,9,0.169,-0.167,0.024,-0.106,4.53921,0,3,1,13
316508598,1559238982799532,408101851,-778706058,336687,302247,1.073,0.768781,5.902,8.494,0.74,1.09,76,9,0.633,-0.06,-0.63,-0.219,4.53921,0,3,1,13
316703038,1559238982999533,408101850,-778706074,336807,302366,1.262,0.768826,5.837,8.475,0.74,1.09,76,9,0.345,0.173,-0.299,-0.923,4.53921,0,3,1,13
316905139,1559238983199532,408101838,-778706091,336665,302224,1.251,0.768871,5.781,8.46,0.74,1.09,76,9,0.647,-0.418,-0.493,-0.89,4.53921,0,3,1,13
317103057,1559238983399532,408101829,-778706113,336382,301941,1.143,0.768912,5.747,8.447,0.74,1.09,76,5,0.745,-0.086,-0.74,-0.804,4.53921,0,3,1,13
317294113,1559238983599532,408101819,-778706134,336231,301791,1.179,0.768954,5.719,8.426,0.74,1.09,76,5,0.635,-0.244,-0.586,-0.75,4.53921,0,3,1,13
317503225,1559238983799532,408101815,-778706159,336081,301641,1.093,0.768993,5.694,8.405,0.74,1.09,76,5,0.866,0.057,-0.864,-0.628,4.53921,0,3,1,13
317699143,1559238983999533,408101814,-778706174,336256,301815,1.219,0.769036,5.674,8.392,0.74,1.09,76,5,0.354,0.097,-0.34,-0.711,4.53921,0,3,1,13
317900673,1559238984199532,408101822,-778706168,336625,302184,1.275,0.769082,5.638,8.354,0.74,1.09,76,5,0.769,0.415,0.648,-0.305,4.53921,0,3,1,13
318102159,1559238984399532,408101829,-778706177,336348,301908,1.453,0.769133,5.621,8.333,0.74,1.09,76,8,0.607,0.55,-0.257,0.068,4.53921,0,3,1,13
318298178,1559238984599532,408101826,-778706186,336209,301769,1.322,0.769181,5.588,8.286,0.74,1.09,76,8,0.236,-0.224,-0.074,0.846,4.53921,0,3,1,13
318502111,1559238984799532,408101825,-778706193,336311,301871,1.316,0.769227,5.563,8.267,0.74,1.09,76,8,0.266,-0.131,-0.231,0.558,4.53921,0,3,1,13
318692848,1559238984999533,408101807,-778706199,336276,301836,1.534,0.769282,5.55,8.251,0.74,1.09,76,8,0.915,-0.91,-0.096,0.535,4.53921,0,3,1,13
318900523,1559238985199532,408101802,-778706211,335979,301539,1.413,0.769333,5.536,8.234,0.71,1.02,76,8,0.518,-0.462,-0.233,0.602,4.53921,0,3,1,14
319098122,1559238985399532,408101810,-778706223,336159,301719,1.296,0.769379,5.518,8.214,0.71,1.02,76,8,0.209,0.203,-0.05,0.185,4.53921,0,3,1,14
319300509,1559238985599532,408101810,-778706232,336035,301594,1.246,0.769423,5.494,8.169,0.71,1.02,76,8,0.435,-0.232,-0.368,-0.011,4.53921,0,3,1,14
319499055,1559238985799532,408101810,-778706248,336008,301567,1.335,0.769471,5.468,8.138,0.71,1.02,76,8,0.323,-0.254,-0.199,0.265,4.53921,0,3,1,14
319704848,1559238985999533,408101818,-778706257,336045,301605,1.304,0.769517,5.435,8.089,0.71,1.02,76,8,0.431,0.387,-0.19,-0.131,4.53921,0,3,1,14
319899039,1559238986199532,408101804,-778706267,336280,301839,1.649,0.769576,5.411,8.039,0.71,1.02,76,8,0.862,-0.822,-0.259,0.003,4.53921,0,3,1,14
320098110,1559238986399532,408101779,-778706278,336516,302076,1.535,0.632488,5.397,8.02,0.71,1.02,81,5,1.547,-1.538,-0.168,-0.063,3.76993,0,3,1,14
320298172,1559238986599532,408101758,-778706288,336828,302388,1.479,0.720285,5.384,8.008,0.71,1.02,81,5,1.387,-1.38,0.136,0.162,3.4535,0,3,1,14
320498190,1559238986799532,408101735,-778706295,337071,302631,1.503,0.686206,5.373,7.999,0.71,1.02,81,5,1.462,-1.451,0.18,0.315,3.22519,0,3,1,14
320706434,1559238986999533,408101712,-778706299,337292,302851,1.508,0.716689,5.366,7.99,0.71,1.02,81,5,1.492,-1.478,0.205,0.265,3.11938,0,3,1,14
320899040,1559238987199532,408101691,-778706313,337450,303010,1.533,0.770649,5.362,7.985,0.72,1.11,81,5,1.523,-1.469,-0.402,-0.071,3.25341,0,3,1,13
321100519,1559238987399532,408101675,-778706343,337330,302890,1.357,0.785312,5.356,7.983,0.72,1.11,81,6,1.586,-1.192,-1.046,-0.4,3.55193,0,3,1,13
321294163,1559238987599532,408101662,-778706364,337494,303053,1.398,0.785361,5.349,7.983,0.72,1.11,81,6,1.111,-1.034,-0.408,-0.371,3.55193,0,3,1,13
321502174,1559238987799532,408101646,-778706373,337767,303326,1.459,0.785412,5.342,7.983,0.71,1.02,81,6,1.095,-1.092,0.078,-0.341,3.55193,0,3,1,14
321702170,1559238987999533,408101633,-778706373,338098,303658,1.421,0.785461,5.338,7.984,0.71,1.02,81,6,1.098,-1.01,0.432,-0.607,3.55193,0,3,1,14
321913333,1559238988199532,408101623,-778706374,338223,303783,1.443,0.785512,5.335,7.986,0.71,1.02,81,6,0.838,-0.806,0.227,-0.633,3.55193,0,3,1,14
322102222,1559238988399532,408101621,-778706373,338238,303798,1.402,0.78556,5.336,7.993,0.75,1.05,81,4,0.704,-0.56,0.428,-0.441,3.55193,0,3,1,13
322300577,1559238988599532,408101624,-778706382,338075,303634,1.567,0.785615,5.336,7.998,0.75,1.05,81,4,0.404,-0.376,-0.147,-0.173,3.55193,0,3,1,13
322499046,1559238988799532,408101629,-778706398,337979,303538,1.572,0.78567,5.332,7.989,0.75,1.05,81,4,0.373,-0.366,-0.071,-0.205,3.55193,0,3,1,13
322693036,1559238988999533,408101636,-778706439,338515,304075,1.306,0.785716,5.318,7.967,0.71,1.02,81,4,0.245,-0.11,-0.219,-0.639,3.55193,0,3,1,14
322897614,1559238989199532,408101618,-778706463,339475,305035,1.775,0.785778,5.325,7.964,0.86,1.06,81,4,1.043,-1.039,0.085,-0.786,3.55193,0,3,1,12
323094224,1559238989399532,408101623,-778706475,339273,304832,1.528,0.785831,5.346,7.964,0.86,1.06,76,7,0.348,-0.274,0.215,-0.337,3.55193,0,3,1,12
323294210,1559238989599532,408101634,-778706488,339378,304938,1.456,0.785882,5.365,7.964,0.86,1.06,76,7,0.311,0.275,0.146,-0.377,3.55193,0,3,1,12
323500667,1559238989799532,408101661,-778706488,339220,304780,1.866,0.785947,5.388,7.969,0.86,1.06,76,7,1.001,0.964,0.272,-0.178,3.55193,0,3,1,12
323694217,1559238989999533,408101692,-778706492,339455,305014,1.863,0.774019,5.418,7.982,0.86,1.06,76,7,1.545,1.545,-0.021,-0.484,4.9318,0,3,1,12
323896796,1559238990199532,408101720,-778706497,339614,305174,1.867,0.774085,5.446,7.986,0.86,1.06,76,7,1.464,1.462,0.079,-0.405,4.9318,0,3,1,12
324090236,1559238990399532,408101731,-778706500,339995,305555,1.577,0.774141,5.477,7.999,0.86,1.06,76,6,0.955,0.937,0.185,-0.906,4.9318,0,3,1,12
324294137,1559238990599532,408101737,-778706507,340301,305861,1.434,0.774192,5.512,8.015,0.86,1.06,76,6,0.466,0.464,-0.038,-0.9,4.9318,0,3,1,12
324494151,1559238990799532,408101737,-778706509,340536,306095,1.41,0.774242,5.549,8.035,0.86,1.06,76,6,0.295,0.026,0.294,-0.863,4.9318,0,3,1,12
324700673,1559238990999533,408101748,-778706515,340738,306297,1.41,0.774292,5.593,8.059,0.86,1.06,76,6,0.252,0.251,-0.014,-0.737,4.9318,0,3,1,12
324894156,1559238991199532,408101757,-778706528,340674,306234,1.421,0.774342,5.641,8.092,0.86,1.06,76,6,0.355,0.244,-0.258,-0.469,4.9318,0,3,1,12
325099056,1559238991399532,408101752,-778706542,340952,306512,1.542,0.774397,5.686,8.129,0.86,1.06,76,3,0.26,-0.011,-0.259,-0.952,4.9318,0,3,1,12
325302159,1559238991599532,408101757,-778706544,341118,306678,1.501,0.77445,5.735,8.161,0.86,1.06,76,3,0.232,0.081,0.217,-1.007,4.9318,0,3,1,12
325495061,1559238991799532,408101758,-778706558,341175,306735,1.515,0.774504,5.784,8.192,0.86,1.06,76,3,0.369,0.021,-0.369,-0.882,4.9318,0,3,1,12
325695139,1559238991999533,408101749,-778706569,341587,307147,1.79,0.774567,5.832,8.229,0.86,1.06,76,3,0.407,-0.356,-0.197,-0.972,4.9318,0,3,1,12
325908039,1559238992199532,408101744,-778706578,341960,307520,1.725,0.774628,5.871,8.262,0.86,1.06,76,3,0.417,-0.374,-0.183,-1.042,4.9318,0,3,1,12
326103040,1559238992399532,408101729,-778706594,342080,307640,1.812,0.774692,5.907,8.285,0.86,1.06,75,6,0.825,-0.713,-0.416,-1.042,4.9318,0,3,1,12
326303034,1559238992599532,408101758,-778706613,342185,307744,1.45,0.774743,5.922,8.307,0.75,1.05,75,6,0.809,-0.252,-0.769,-0.84,4.9318,0,3,1,13
326497767,1559238992799532,408101797,-778706636,342177,307736,1.303,0.77479,5.936,8.327,0.75,1.05,75,6,0.946,0.329,-0.887,-0.649,4.9318,0,3,1,13
326697895,1559238992999533,408101843,-778706647,342424,307984,1.605,0.774846,5.948,8.36,0.75,1.05,75,6,1.082,1.013,-0.381,-1.015,4.9318,0,3,1,13
326898109,1559238993199532,408101882,-778706654,342663,308223,1.546,0.774909,5.953,8.373,0.75,1.05,75,6,1.118,1.088,-0.258,-1.388,4.9318,0,3,1,13
327099033,1559238993399532,408101907,-778706658,342808,308367,1.52,0.774963,5.96,8.403,0.75,1.05,75,9,0.415,0.414,-0.021,-1.322,4.9318,0,3,1,13
327297645,1559238993599532,408101939,-778706654,342973,308532,1.547,0.775018,5.966,8.431,0.75,1.05,75,9,0.569,0.521,0.23,-1.341,4.9318,0,3,1,13
327501328,1559238993799532,408101977,-778706658,343400,308960,1.572,0.77508,5.973,8.463,0.75,1.05,75,9,0.947,0.899,-0.297,-1.465,4.9318,0,3,1,13
327700037,1559238993999533,408102017,-778706671,343695,309255,1.546,0.775151,5.979,8.493,0.71,1.02,75,9,1.16,0.999,-0.589,-1.658,4.9318,0,3,1,14
327901336,1559238994199532,408102062,-778706667,343085,308644,1.629,0.775209,5.98,8.517,0.71,1.02,75,9,1.104,0.884,0.661,-0.658,4.9318,0,3,1,14
328098182,1559238994399532,408102112,-778706660,343245,308805,1.873,0.775275,5.982,8.546,0.71,1.02,75,5,1.442,1.378,0.425,-0.247,4.9318,0,3,1,14
328301642,1559238994599532,408102165,-778706657,343856,309416,1.875,0.668974,5.987,8.566,0.71,1.02,75,5,1.852,1.85,0.096,-0.229,5.73635,0,3,1,14
328501393,1559238994799532,408102212,-778706664,344311,309871,1.784,0.731233,5.992,8.587,0.71,1.02,75,5,1.819,1.79,-0.319,-0.557,5.90514,0,3,1,14
328703250,1559238994999533,408102259,-778706671,345001,310561,1.68,0.722468,5.998,8.598,0.71,1.02,75,5,1.829,1.808,-0.276,-1.104,6.01978,0,3,1,14
328900039,1559238995199532,408102294,-778706669,345677,311237,1.676,0.722532,6.009,8.614,0.71,1.02,75,5,1.273,1.265,0.142,-1.112,6.01978,0,3,1,14
329101338,1559238995399532,408102319,-778706669,346270,311830,1.571,0.722591,6.017,8.64,0.71,1.02,75,8,0.729,0.728,-0.037,-1.277,6.01978,0,3,1,14
329301316,1559238995599532,408102335,-778706659,346618,312178,1.621,0.722658,5.992,8.637,0.71,1.02,75,8,0.784,-0.782,-0.062,-1.563,6.01978,0,3,1,14
329494207,1559238995799532,408102366,-778706655,346670,312230,1.577,0.722718,5.973,8.655,0.71,1.02,75,8,0.5,-0.367,0.339,-1.048,6.01978,0,3,1,14
329705958,1559238995999533,408102404,-778706653,346450,312010,1.57,0.722777,5.963,8.689,0.71,1.02,75,8,0.196,0.131,0.146,-0.735,6.01978,0,3,1,14
329898107,1559238996199532,408102423,-778706656,346783,312343,1.444,0.722832,5.945,8.658,0.71,1.02,75,8,0.824,-0.438,-0.697,-1.118,6.01978,0,3,1,14
330097601,1559238996399532,408102440,-778706675,347133,312693,1.434,0.722896,5.939,8.674,0.71,1.02,75,10,1.075,-0.354,-1.015,-1.297,6.01978,0,3,1,14
330301375,1559238996599532,408102452,-778706688,347633,313192,1.59,0.722968,5.939,8.694,0.71,1.02,75,10,0.758,-0.591,-0.475,-1.757,6.01978,0,3,1,14
330500034,1559238996799532,408102469,-778706697,348093,313653,1.563,0.723054,5.949,8.722,0.71,1.02,75,10,0.576,-0.334,-0.469,-2.189,6.01978,0,3,1,14
330699105,1559238996999533,408102481,-778706705,348640,314200,1.569,0.72315,5.961,8.747,0.71,1.02,75,10,0.52,-0.369,-0.366,-2.482,6.01978,0,3,1,14
