timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
1973950041,-0.0018523,0.00127824,0.000492999,4000,0,-0.316081,0.39787,-9.71784,4000
1973954041,0.000662009,0.00206707,-0.000841932,4000,0,-0.318495,0.389048,-9.68941,4000
1973958041,-0.00336752,0.000563168,-0.000335307,4000,0,-0.303509,0.392793,-9.67116,4000
1973962073,-0.000163337,0.00120412,-0.00042275,4032,0,-0.303986,0.404116,-9.71726,4032
1973966041,-0.00158867,0.00131281,-0.000685681,3968,0,-0.304371,0.389335,-9.71245,3968
1973970041,-0.00630414,-0.000119147,0.00101645,4000,0,-0.303768,0.373045,-9.69332,4000
1973974041,0.000447944,0.000897131,-0.000875504,4000,0,-0.307612,0.392621,-9.70827,4000
1973978041,-0.00144398,0.00193844,-0.000137857,4000,0,-0.30159,0.407978,-9.71462,4000
1973982041,-0.00589573,0.000537456,0.000493067,4000,0,-0.301228,0.394408,-9.70364,4000
1973986059,-0.00025852,0.00097027,0.000109214,4018,0,-0.291583,0.413308,-9.6857,4018
1973990074,-0.00175789,0.000944449,0.000903013,4015,0,-0.342926,0.413232,-9.71339,4015
1973994041,-0.00567449,0.000200965,0.000798156,3967,0,-0.339094,0.387726,-9.70753,3967
1973998047,-0.000449787,-0.000973205,0.000899909,4006,0,-0.330573,0.397992,-9.72118,4006
1974002041,-0.00356156,-0.000100702,0.000394296,3994,0,-0.324264,0.389085,-9.69063,3994
1974006041,-0.00460776,0.0014836,0.000803099,4000,0,-0.318201,0.372647,-9.70957,4000
1974010042,-7.77649e-05,0.00152803,-0.000623261,4001,0,-0.297821,0.372823,-9.7012,4001
1974014041,-0.00293278,0.00130091,-0.000111273,3999,0,-0.292734,0.379363,-9.67867,3999
1974018073,-0.00342572,-0.000331941,0.000911839,4032,0,-0.311968,0.373632,-9.71013,4032
1974022052,-0.000184216,0.00142659,-0.000626997,3979,0,-0.316091,0.377877,-9.70378,3979
1974026041,-0.00403201,0.000267922,-0.00106685,3989,0,-0.30186,0.372059,-9.70871,3989
