timestamp,load,ram_usage
411757873,0.323357,0.49677
412761150,0.407748,0.496869
413763143,0.483344,0.496869
414763700,0.461261,0.496869
415763869,0.455642,0.496869
416763735,0.457082,0.496869
417764997,0.46891,0.496869
418765762,0.462277,0.496869
419766643,0.450358,0.496869
420769144,0.474837,0.496869
421769897,0.450882,0.496869
422772178,0.463873,0.496869
423772634,0.458672,0.496869
424774605,0.4629,0.496869
425775696,0.457329,0.496869
426778662,0.475427,0.496869
427779701,0.469613,0.496869
428780684,0.470177,0.496869
429781839,0.455275,0.496869
430782683,0.469229,0.496869
431784204,0.461387,0.496869
432784684,0.449018,0.496869
433785737,0.514664,0.496869
434787687,0.520299,0.496869
435788634,0.470265,0.496869
436790757,0.459469,0.496869
437791697,0.456931,0.496869
438792852,0.472881,0.496869
439795696,0.449873,0.496869
441798079,0.496498,0.496869
442798662,0.472046,0.496869
443802670,0.480193,0.496869
444804290,0.461518,0.496869
445805735,0.477026,0.496869
446807453,0.462761,0.496869
447807760,0.451307,0.496869
448810454,0.475723,0.496869
449812709,0.459071,0.496869
450814673,0.455885,0.496869
451815697,0.45963,0.496869
452816676,0.465132,0.496869
453817761,0.464654,0.496869
454821472,0.451959,0.496869
455822098,0.454497,0.496869
456822633,0.461929,0.496869
457824027,0.461865,0.496869
458824645,0.468137,0.496869
459825749,0.466797,0.496869
460827732,0.463359,0.496869
461828633,0.4659,0.496869
462832999,0.471082,0.496869
463835079,0.46989,0.496869
464836346,0.470033,0.496869
465836634,0.475141,0.496869
466949196,0.570943,0.496869
467951055,0.560207,0.496869
468954291,0.4603,0.496869
469954679,0.451263,0.496869
470955697,0.455155,0.496869
471957865,0.473353,0.496869
472958633,0.459644,0.496869
473961148,0.469037,0.496869
474961759,0.476153,0.496869
475962634,0.459604,0.496869
476964860,0.45455,0.496869
477965966,0.469034,0.496869
478966709,0.475007,0.496869
479968045,0.466061,0.496869
480969024,0.46052,0.496869
482054232,0.726738,0.496869
483055886,0.607772,0.496869
484056634,0.470962,0.496869
485058171,0.460043,0.496869
486059526,0.46667,0.496869
487059697,0.461276,0.496869
488060697,0.467704,0.496869
489062460,0.465213,0.496869
490063764,0.468155,0.496869
491064632,0.453113,0.496869
492065841,0.454429,0.496869
493066634,0.46141,0.496869
494067807,0.468003,0.496869
495068633,0.462795,0.496869
496068633,0.45763,0.496869
497069797,0.478905,0.496869
498070634,0.468488,0.496869
499071820,0.452971,0.496869
500073815,0.46576,0.496869
501077644,0.467958,0.496869
502078634,0.457376,0.496869
503079741,0.464894,0.496869
504081087,0.457867,0.496869
505081765,0.463851,0.496869
506085154,0.465181,0.496869
507086634,0.460019,0.496869
508088371,0.467417,0.496869
509089751,0.466102,0.496869
510092730,0.457404,0.496869
511094674,0.46273,0.496869
512096216,0.47002,0.496869
513096634,0.461299,0.496869
514098149,0.461736,0.496869
515097738,0.468932,0.496869
516099771,0.470215,0.496869
517100873,0.567481,0.496869
518101741,0.46567,0.496869
519104266,0.464045,0.496869
520104674,0.473388,0.496869
521105750,0.45907,0.496869
522107490,0.467861,0.496869
523116648,0.633293,0.496869
524117786,0.614978,0.496869
525121898,0.469706,0.496869
526123503,0.470691,0.496869
527124683,0.465772,0.496869
528124633,0.485119,0.496869
