timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
33349287,-0.000482119,-0.000195967,0.000398927,0.0,0.0,0.0,0.0
33385282,-3.89731e-05,0.00018775,0.000377382,0.0,0.0,0.0,0.0
33417289,0.00075814,9.92821e-05,0.000677467,0.0,0.0,0.0,0.0
33449298,-2.79709e-05,0.000344952,0.000773567,0.0,0.0,0.0,0.0
33478087,-8.83033e-05,0.000507621,-0.000208349,0.0,0.0,0.0,0.0
33510265,-0.00037735,-0.000428338,0.000183418,0.0,0.0,0.0,0.0
33542078,0.000651702,-0.000404738,0.00103157,0.0,0.0,0.0,0.0
33574896,0.000226925,0.000923223,0.000113368,0.0,0.0,0.0,0.0
33606892,0.000146651,0.00028807,0.00150567,0.0,0.0,0.0,0.0
33634886,0.000103223,-0.00137389,0.000227539,0.0,0.0,0.0,0.0
33666900,-0.00107399,0.000221974,-0.00107005,0.0,0.0,0.0,0.0
33699687,0.000856417,-0.00082803,0.00385817,0.0,0.0,0.0,0.0
33731697,0.00185308,0.00100325,-0.000651321,0.0,0.0,0.0,0.0
33763682,-0.00518982,-0.000389107,-0.00220378,0.0,0.0,0.0,0.0
33792492,-0.00361539,-0.00139458,0.00638739,0.0,0.0,0.0,0.0
33824476,0.00374598,0.00297817,-0.00786786,0.0,0.0,0.0,0.0
33856478,0.00200785,-0.00302779,0.00927464,0.00029488,0.000252891,0.0,0.0
33888490,-0.000608644,2.07489e-05,-0.00404174,0.000588511,0.000506457,0.0,0.0
33921283,-0.00183281,0.00195067,-0.0106512,0.000889253,0.000761532,0.0,0.0
33953302,0.00280101,-0.00345458,0.0182721,0.00118514,0.00101599,0.0,0.0
33981295,0.000975412,-0.00146399,-0.0113633,0.00144039,0.00124076,0.0,0.0
34014082,-0.0081816,0.00208802,6.5006e-05,0.00174293,0.00149619,0.0,0.0
34046083,0.00283354,0.00158738,0.00201099,0.00203936,0.00174779,0.0,0.0
34078084,0.00515718,-0.00182084,-0.00102394,0.00232897,0.00199989,0.0,0.0
34110163,-0.00139042,-0.00322985,0.00533359,0.00262536,0.00225536,0.0,0.0
34138883,0.00289174,0.000125271,-0.0035508,0.00288758,0.00248421,0.0,0.0
34170890,-0.00175809,-0.0009769,0.00339811,0.00318078,0.00273807,0.0,0.0
34202902,-0.000271031,0.00140018,-0.000876767,0.00347584,0.00298936,0.0,0.0
34235740,0.00332528,-0.00112993,0.000410933,0.00377373,0.00324594,0.0,0.0
34267695,-0.00114104,-0.00171059,0.00335524,0.00406803,0.00350008,0.0,0.0
34299704,-0.000238989,-0.000836192,-0.00359746,0.00436333,0.00375492,0.0,0.0
34328476,-0.000174542,-0.00173494,0.00418482,0.00462633,0.003983,0.0,0.0
34360490,0.000405037,0.00216865,-0.000623625,0.00492244,0.00423437,0.0,0.0
34392473,-1.34618e-05,0.000910055,0.000473463,0.00521562,0.0044849,0.0,0.0
34424494,-0.000254335,-0.00180538,0.00273743,0.00551048,0.00473782,0.0,0.0
34457315,0.000722318,-0.00231223,-0.0014158,0.00581187,0.00499803,0.0,0.0
34485289,-0.00169418,-0.000635211,0.0027762,0.00606864,0.00522095,0.0,0.0
34517304,0.00016326,0.00203245,-0.00135492,0.00636327,0.00547334,0.0,0.0
34549293,0.00145313,0.000691589,0.00102432,0.0066563,0.00572384,0.0,0.0
34582132,-0.00195998,9.61815e-05,0.00089525,0.00695834,0.00598203,0.0,0.0
34614083,0.00128677,-0.00111359,-0.00177644,0.00725188,0.00623421,0.0,0.0
34642084,0.000526777,-0.00112337,0.00344004,0.00750782,0.00645809,0.0,0.0
34674880,-0.000433125,0.00010575,-0.00269639,0.00780943,0.00671945,0.0,0.0
34706893,0.00170072,0.0012126,0.00210929,0.0081021,0.00697206,0.0,0.0
34738902,0.000272356,0.00153659,0.000130676,0.0083936,0.00722292,0.0,0.0
34770898,-0.00111322,0.000273113,-0.000774752,0.00868794,0.00747469,0.0,0.0
34803706,0.00146891,-0.000762847,0.0020164,0.00898811,0.00773496,0.0,0.0
34831682,-0.00114851,3.77685e-05,-0.00205208,0.0092448,0.00795713,0.0,0.0
34863688,-0.00109587,0.000917616,0.00242013,0.00953902,0.00820983,0.0,0.0
34896480,0.0020181,0.000868881,-0.000424481,0.00983908,0.0084684,0.0,0.0
34928491,-0.000317311,0.000928269,0.000949938,0.0101316,0.00871904,0.0,0.0
34960481,0.00125744,-0.00166027,0.00179701,0.0104242,0.00897306,0.0,0.0
34988481,0.00182606,-0.00114223,-0.00142276,0.0106793,0.00919543,0.0,0.0
35021280,-0.00169671,0.00110158,0.00287265,0.0109798,0.00945427,0.0,0.0
35053314,0.00105175,0.00150455,-0.000538964,0.0112718,0.00970526,0.0,0.0
35085287,-1.45514e-05,0.000834245,0.000812294,0.0115637,0.00995455,0.0,0.0
35118084,0.000877979,-0.00137051,0.00113098,0.0118636,0.0102137,0.0,0.0
35150255,0.000708671,-0.00136672,-0.00039097,0.0121551,0.0104681,0.0,0.0
35178111,-0.00107011,7.60149e-05,0.00127512,0.0124117,0.01069,0.0,0.0
35210896,0.00217787,0.000499939,-0.000689564,0.0127114,0.0109481,0.0,0.0
35242883,-0.00232378,0.00133108,0.0012927,0.013004,0.0111986,0.0,0.0
35274896,0.00139323,-0.000966883,0.00117562,0.0132966,0.0114511,0.0,0.0
35306897,0.000769923,-0.000109964,0.000404222,0.0135881,0.011704,0.0,0.0
35335706,0.000587606,-0.000620833,0.00110303,0.0138507,0.0119321,0.0,0.0
35367683,0.00111437,-0.000716294,0.000308971,0.014142,0.0121856,0.0,0.0
35399687,0.000912452,0.000537244,0.00167865,0.014433,0.0124378,0.0,0.0
35431684,0.000158645,0.000991556,-0.000317701,0.0147252,0.0126886,0.0,0.0
35464474,0.00031616,-0.000893469,0.000214528,0.0150235,0.012947,0.0,0.0
35496495,0.000431192,-0.00132694,0.000573353,0.0153154,0.0132005,0.0,0.0
35528491,0.000253771,0.000652406,-0.000119825,0.0156066,0.0134538,0.0,0.0
35557311,0.000243212,-0.000103484,0.00113413,0.0158686,0.0136811,0.0,0.0
35589287,9.6465e-05,1.50142e-05,0.000152269,0.0161599,0.0139329,0.0,0.0
35621301,0.000154351,-0.000131922,0.00117098,0.0164517,0.0141845,0.0,0.0
35653318,-0.00141664,-0.000158611,0.0002853,0.016744,0.014438,0.0,0.0
35682085,0.000800643,-0.00161363,-0.000118551,0.0170064,0.0146668,0.0,0.0
35714081,-0.000667192,2.66847e-06,0.00148007,0.0172984,0.01492,0.0,0.0
35746101,0.000182806,0.000737001,-0.000622322,0.0175896,0.0151728,0.0,0.0
35778902,0.00113922,0.000438432,0.00138295,0.0178892,0.015431,0.0,0.0
35810899,-0.00044625,0.00016563,0.000443352,0.0181812,0.0156841,0.0,0.0
35842864,0.000599461,-0.000424393,0.000884626,0.0184712,0.0159374,0.0,0.0
35870899,0.000160669,-0.00026377,0.00134807,0.0187262,0.0161585,0.0,0.0
35903695,-0.000182908,-0.000196311,-0.00173421,0.0190245,0.0164183,0.0,0.0
35935687,0.000689273,0.000644028,0.000883505,0.0193149,0.0166697,0.0,0.0
35967672,-0.000101517,-0.000481523,-0.00021379,0.0196053,0.0169221,0.0,0.0
36000498,0.00226685,0.000970346,0.000939327,0.019903,0.0171809,0.0,0.0
36032504,-0.000475297,-0.00179837,0.00111851,0.0201935,0.0174342,0.0,0.0
36060513,-0.000848718,-0.000160393,-0.000395346,0.0204476,0.0176563,0.0,0.0
36093305,0.000649845,-1.75686e-05,0.00155803,0.0206359,0.0178202,0.0,0.0
36125333,-0.000184051,0.000626819,-0.000260207,0.0208543,0.0180089,0.0,0.0
36157293,-0.00180176,-0.000442646,0.000358385,0.020963,0.0181034,0.0,0.0
36189282,0.0019416,-0.000362072,0.00148116,0.0210352,0.0181669,0.0,0.0
36218129,-0.000490271,0.000804047,0.000874987,0.0210713,0.0181985,0.0,0.0
36250282,-0.00021696,0.000441337,0.000929648,0.0211805,0.0182928,0.0,0.0
36282071,0.00140749,0.000457858,0.000672759,0.0211805,0.0182928,0.0,0.0
36314891,-0.00076896,-0.00142604,-0.000185555,0.0212168,0.0183243,0.0,0.0
36346866,-1.05635e-05,-0.000694937,0.000643269,0.0212529,0.0183559,0.0,0.0
36378883,-0.00012236,0.000175838,0.00150553,0.0213617,0.0184509,0.0,0.0
36406892,-0.00126637,-0.000225505,0.00129866,0.0213981,0.0184823,0.0,0.0
36439686,-0.000177466,0.000745276,0.000783353,0.0213981,0.0184823,0.0,0.0
36471672,0.000494987,-0.000419324,0.00043124,0.0213981,0.0184823,0.0,0.0
36503677,-0.00112285,-0.000909517,-0.000190382,0.0214341,0.018514,0.0,0.0
36536482,0.00162434,-0.000577288,0.000201925,0.0214341,0.018514,0.0,0.0
36564497,0.000616394,0.00148582,0.0014925,0.0214706,0.0185454,0.0,0.0
36596486,-0.000242394,-0.00113016,2.7221e-05,0.0214706,0.0185454,0.0,0.0
36628467,-0.000261858,0.00104976,0.000997776,0.0214706,0.0185454,0.0,0.0
36661273,-0.000253843,-0.000164628,0.000492861,0.0214706,0.0185454,0.0,0.0
36693284,-0.000947676,-0.000838687,0.000179682,0.0214706,0.0185454,0.0,0.0
36725302,0.00131262,0.000463439,0.0016728,0.0214706,0.0185454,0.0,0.0
36754087,0.000124718,0.000799627,0.000937865,0.0214706,0.0185454,0.0,0.0
36786076,0.000157321,-0.000437723,0.000313869,0.0214706,0.0185454,0.0,0.0
36818092,0.00072083,0.00067877,0.00169351,0.0214706,0.0185454,0.0,0.0
36850314,5.59306e-05,-0.000126267,0.00124713,0.0215066,0.0185769,0.0,0.0
36882883,0.000540915,-0.00048676,0.000288234,0.0215066,0.0185769,0.0,0.0
36910894,0.00102102,0.000328869,0.00131526,0.0215066,0.0185769,0.0,0.0
36942870,-0.000621472,-0.000329112,0.000388374,0.021543,0.0186085,0.0,0.0
36975674,-0.000231299,0.00169629,0.000869083,0.021543,0.0186085,0.0,0.0
37007731,0.0012318,-0.000260408,0.000879373,0.021543,0.0186085,0.0,0.0
37039697,-0.00220345,-0.000259129,-0.000223275,0.021543,0.0186085,0.0,0.0
37071685,0.000916891,5.15761e-05,0.000657014,0.021543,0.0186085,0.0,0.0
37100471,0.0013913,0.000214866,0.000608525,0.021543,0.0186085,0.0,0.0
37132467,-0.000373518,-0.00024395,-0.000380655,0.021543,0.0186085,0.0,0.0
37164476,0.000892761,0.000360635,0.00106209,0.021543,0.0186085,0.0,0.0
37197310,0.000800887,9.51823e-05,-0.000499455,0.021543,0.0186085,0.0,0.0
37229296,-0.000717588,-0.00030393,0.000545501,0.021543,0.0186085,0.0,0.0
37257299,0.000418263,-0.000128731,0.00086582,0.021543,0.0186085,0.0,0.0
37289319,0.00115915,2.46532e-05,0.000731682,0.021543,0.0186085,0.0,0.0
37322125,-3.0512e-05,-0.000362354,0.000352301,0.021579,0.0186398,0.0,0.0
37354078,0.00113507,-0.000203333,0.000789048,0.021579,0.0186398,0.0,0.0
37386079,-0.000357615,-0.000976792,0.000590053,0.021579,0.0186398,0.0,0.0
37414878,-0.00148101,0.00081274,0.000260326,0.021615,0.0186712,0.0,0.0
