timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
76841827,0,0.0,0.0,0.0,0.0,-0.556495,-2.51639e-08,2.92637e-07,0.0,0.00220811,-0.00592925,-0.0142833,0.0255524,-6.28939e-06,7.31409e-05,0.0,0.00123133,0.0231375,-0.00749907,0.463229,0.0,0.107314,0.0142833,0.284601,0.869097,0.160504,0.19467,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
76942334,0,0.0,0.0,0.0,0.0,-0.554672,-2.51639e-08,2.92637e-07,0.0,0.00280756,-0.00612601,-0.0139072,0.0246177,-6.28939e-06,7.31409e-05,0.0,-0.0103981,-0.00444267,0.0098347,0.463101,0.0,0.103983,0.0139072,0.275264,0.885554,0.156892,0.197006,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
77046382,0,0.0,0.0,0.0,0.0,-0.543002,-2.51639e-08,2.92637e-07,0.0,0.00274217,-0.00620267,-0.0111533,0.0359707,-6.28939e-06,7.31409e-05,0.0,0.0114545,-0.00516655,0.0206294,0.463004,0.0,0.151699,0.0111533,0.26793,0.823481,0.154313,0.188027,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
77146422,0,0.0,0.0,0.0,0.0,-0.525602,-2.51639e-08,2.92637e-07,0.0,0.00221033,-0.00567209,-0.00742157,0.0526772,-6.28939e-06,7.31409e-05,0.0,0.00924016,-0.00622199,0.0199773,0.462866,0.0,0.133966,0.00742157,0.280054,0.837984,0.158837,0.190159,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
77246432,0,0.0,0.0,0.0,0.0,-0.512161,-2.51639e-08,2.92637e-07,0.0,0.00219515,-0.00637585,-0.00431617,0.0627102,-6.28939e-06,7.31409e-05,0.0,0.00560039,0.00625158,0.0473959,0.462726,0.0,0.120186,0.00431617,0.271803,0.853857,0.155777,0.192474,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
77350363,0,0.0,0.0,0.0,0.0,-0.502784,-2.51639e-08,2.92637e-07,0.0,0.00234253,-0.00648423,-0.00201947,0.0669703,-6.28939e-06,7.31409e-05,0.0,0.00656844,0.0153707,0.010847,0.462567,0.0,0.110532,0.00201947,0.285043,0.870033,0.160651,0.194801,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
77450377,0,0.0,0.0,0.0,0.0,-0.496676,-2.51639e-08,2.92637e-07,0.0,0.00222585,-0.00649651,-0.000336902,0.0676041,-6.28939e-06,7.31409e-05,0.0,0.0124213,0.00505301,0.0101681,0.462424,0.0,0.104226,0.000336902,0.275067,0.885228,0.156883,0.196957,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
77551172,0,0.0,0.0,0.0,0.0,-0.485486,-2.51639e-08,2.92637e-07,0.0,0.00216973,-0.00660345,0.00154083,0.0729283,-6.28939e-06,7.31409e-05,0.0,0.0202933,-0.00494118,0.0100741,0.462314,0.0,0.129622,-0.00154083,0.267775,0.823233,0.154314,0.187989,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
77655193,0,0.0,0.0,0.0,0.0,-0.471218,-2.51639e-08,2.92637e-07,0.0,0.00200092,-0.00715264,0.0036957,0.0807504,-6.28939e-06,7.31409e-05,0.0,-0.00863777,0.00038921,-0.00858313,0.462224,0.0,0.116029,-0.0036957,0.280819,0.838817,0.159169,0.190294,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
77755174,0,0.0,0.0,0.0,0.0,-0.461745,-2.51639e-08,2.92637e-07,0.0,0.00159502,-0.0068779,0.00515121,0.08308,-6.28939e-06,7.31409e-05,0.0,0.0193583,-0.00657819,-0.000474106,0.462114,0.0,0.107139,-0.00515121,0.271677,0.853597,0.155786,0.192436,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
77855156,0,0.0,0.0,0.0,0.0,-0.454384,-2.51639e-08,2.92637e-07,0.0,0.00158173,-0.00730382,0.00651118,0.0823554,-6.28939e-06,7.31409e-05,0.0,-0.00294595,-0.0126577,-0.0533272,0.46201,0.0,0.100395,-0.00651118,0.284917,0.869767,0.160663,0.194763,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
77959180,0,0.0,0.0,0.0,0.0,-0.449142,-2.51639e-08,2.92637e-07,0.0,0.00122782,-0.00769244,0.00815338,0.0799762,-6.28939e-06,7.31409e-05,0.0,-0.0262185,0.00101173,0.037576,0.461854,0.0,0.1,-0.00815338,0.275978,0.886237,0.157276,0.197099,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
78059216,0,0.0,0.0,0.0,0.0,-0.452085,-2.51639e-08,2.92637e-07,0.0,0.000520437,-0.00816688,0.00695084,0.0676143,-6.28939e-06,7.31409e-05,0.0,-0.00822503,0.0044859,-0.0126912,0.461707,0.0,0.1,-0.00695084,0.26756,0.822822,0.154261,0.187915,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
78159205,0,0.0,0.0,0.0,0.0,-0.462893,-2.51639e-08,2.92637e-07,0.0,0.000456378,-0.00756706,0.00472925,0.0477351,-6.28939e-06,7.31409e-05,0.0,0.00566502,0.00896921,0.0179149,0.461542,0.0,0.1,-0.00472925,0.280601,0.838402,0.159113,0.19022,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
78263159,0,0.0,0.0,0.0,0.0,-0.470719,-2.51639e-08,2.92637e-07,0.0,0.000822976,-0.00779157,0.00280171,0.0331489,-6.28939e-06,7.31409e-05,0.0,-0.00181731,0.0279633,0.0193239,0.461393,0.0,0.1,-0.00280171,0.272266,0.854283,0.156007,0.192536,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
78363220,0,0.0,0.0,0.0,0.0,-0.47605,-2.51639e-08,2.92637e-07,0.0,0.000436419,-0.00822916,0.00234862,0.0242288,-6.28939e-06,7.31409e-05,0.0,0.0162894,-0.0124378,-0.0113212,0.461272,0.0,0.1,-0.00234862,0.284492,0.869211,0.160509,0.194683,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
78467236,0,0.0,0.0,0.0,0.0,-0.480261,-2.51639e-08,2.92637e-07,0.0,0.000796012,-0.00890523,0.00303432,0.0182591,-6.28939e-06,7.31409e-05,0.0,-0.00498617,0.00208849,-0.00647182,0.461177,0.0,0.1,-0.00303432,0.275329,0.885671,0.156991,0.197019,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
78567194,0,0.0,0.0,0.0,0.0,-0.48187,-2.51639e-08,2.92637e-07,0.0,0.00236899,-0.00902261,0.00264204,0.0145241,-6.28939e-06,7.31409e-05,0.0,0.0693285,-0.0292463,-0.0297269,0.461167,0.0,0.1,-0.00264204,0.267992,0.823572,0.154398,0.188034,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
78667260,0,0.0,0.0,0.0,0.0,-0.481628,-2.51639e-08,2.92637e-07,0.0,-0.000606528,-0.009259,0.00378767,0.0145216,-6.28939e-06,7.31409e-05,0.0,0.120193,0.0514907,-0.0303796,0.461174,0.0,0.1,-0.00378767,0.280024,0.837956,0.158876,0.190162,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
78771193,0,0.0,0.0,0.0,0.0,-0.481316,-2.51639e-08,2.92637e-07,0.0,-0.00146944,-0.00928657,0.00544892,0.015,-6.28939e-06,7.31409e-05,0.0,0.193788,0.125062,0.0191693,0.461024,0.0,0.1,-0.00544892,0.271785,0.85383,0.155814,0.192478,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
78871222,0,0.0,0.0,0.0,0.0,-0.480994,-2.51639e-08,2.92637e-07,0.0,-0.00212854,-0.0103438,0.00597372,0.0144363,-6.28939e-06,7.31409e-05,0.0,0.208566,-0.0494128,0.0071199,0.460906,0.0,0.1,-0.00597372,0.285029,0.870005,0.160684,0.194804,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
78971229,0,0.0,0.0,0.0,0.0,-0.480634,-2.51639e-08,2.92637e-07,0.0,-0.00419112,-0.010842,0.00550462,0.0130629,-6.28939e-06,7.31409e-05,0.0,0.246802,0.224343,-0.0576648,0.460256,0.0,0.1,-0.00550462,0.297748,0.885203,0.165214,0.19696,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
79075251,0,0.0,0.0,0.0,0.0,-0.471352,-2.51639e-08,2.92637e-07,0.0,0.00013356,-0.00706163,0.00626423,0.0218192,-6.28939e-06,7.31409e-05,0.0,0.437746,0.23346,0.113751,0.4608,0.0,0.1,-0.00626423,0.312121,0.82321,0.170181,0.187992,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
79175169,0,0.0,0.0,0.0,0.0,-0.455924,-2.51639e-08,2.92637e-07,0.0,0.00573094,-0.00623116,0.00778652,0.0360486,-6.28939e-06,7.31409e-05,0.0,0.772771,0.446536,-0.053627,0.461281,0.0,0.1,-0.00778652,0.327188,0.8388,0.17524,0.190297,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
79279181,0,0.0,0.0,0.0,0.0,-0.444698,-2.51639e-08,2.92637e-07,0.0,0.0087727,-0.00303096,0.0107102,0.045961,-6.28939e-06,7.31409e-05,0.0,0.619433,0.590848,0.158933,0.461059,0.0,0.1,-0.0107102,0.342782,0.854691,0.180325,0.192614,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
79379198,0,0.0,0.0,0.0,0.0,-0.43693,-2.51639e-08,2.92637e-07,0.0,0.0117188,-0.00217159,0.0121404,0.0503955,-6.28939e-06,7.31409e-05,0.0,1.0935,0.179063,0.00859698,0.460881,0.0,0.1,-0.0121404,0.357813,0.869628,0.185104,0.194762,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
79479197,0,0.0,0.0,0.0,0.0,-0.430696,-2.51639e-08,2.92637e-07,0.0,0.0132077,-0.00770741,0.0117412,0.0507583,-6.28939e-06,7.31409e-05,0.0,0.193094,-0.12825,-0.147693,0.461102,0.0,0.1,-0.0117412,0.374567,0.886098,0.1903,0.197098,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
79583164,0,0.0,0.0,0.0,0.0,-0.423956,-2.51639e-08,2.92637e-07,0.0,0.0115812,-0.00753198,0.0127029,0.052846,-6.28939e-06,7.31409e-05,0.0,0.722311,0.161477,0.0316882,0.461228,0.0,0.1,-0.0127029,0.391918,0.823904,0.195536,0.188095,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
79683188,0,0.0,0.0,0.0,0.0,-0.417333,-2.51639e-08,2.92637e-07,0.0,0.00809336,-0.0122078,0.0129791,0.0543012,-6.28939e-06,7.31409e-05,0.0,0.458366,0.273375,-0.13739,0.461151,0.0,0.1,-0.0129791,0.408616,0.838297,0.200482,0.190223,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
