timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
76046396,0.212001,0.00487207,0.028121
169653119,0.224459,0.00485796,0.0281626
169853325,0.21349,0.00463686,0.0433712
170057626,0.200095,0.00440651,0.041177
170261173,0.211961,0.00436567,0.0434722
170465553,0.207885,0.00445139,0.0429344
