timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
46709103,1559238712999534,408102868,-778706432,335908,301468,1.242,0.687644,4.661,7.262,0.71,1.01,100,16,0.443,-0.087,0.434,-0.387,6.1047,0,3,1,14
46917058,1559238713199533,408102865,-778706427,336043,301603,1.25,0.687694,4.671,7.266,0.71,1.01,100,16,0.505,-0.161,0.479,-0.462,6.1047,0,3,1,14
47116230,1559238713399533,408102862,-778706423,336195,301755,1.269,0.687744,4.684,7.275,0.71,1.01,100,5,0.521,-0.199,0.481,-0.515,6.1047,0,3,1,14
47315385,1559238713599533,408102858,-778706418,336359,301919,1.282,0.687796,4.7,7.287,0.73,1.04,100,5,0.525,-0.221,0.476,-0.56,6.1047,0,3,1,13
47513251,1559238713799533,408102853,-778706413,336534,302094,1.305,0.687848,4.72,7.302,0.73,1.04,100,5,0.532,-0.255,0.467,-0.59,6.1047,0,3,1,13
47713081,1559238713999534,408102852,-778706417,336648,302208,1.272,0.687898,4.746,7.327,0.74,1.09,100,5,0.097,-0.078,-0.058,-0.606,6.1047,0,3,1,13
47913036,1559238714199533,408102851,-778706421,336751,302311,1.29,0.68795,4.774,7.351,0.75,1.04,100,5,0.192,-0.139,-0.133,-0.603,6.1047,0,3,1,13
48110753,1559238714399533,408102852,-778706430,336952,302512,1.344,0.688003,4.806,7.385,0.76,1.11,93,5,0.24,-0.147,-0.19,-0.657,6.1047,0,3,1,12
48308147,1559238714599533,408102853,-778706433,336929,302489,1.581,0.688066,4.894,7.443,0.84,1.26,93,5,0.263,0.027,-0.261,-0.672,6.1047,0,3,1,10
48510989,1559238714799533,408102854,-778706421,336909,302469,1.811,0.688139,5.052,7.51,0.84,1.26,93,5,0.311,0.086,0.299,-0.555,6.1047,0,3,1,10
48711001,1559238714999534,408102858,-778706406,337064,302624,1.997,0.688218,5.286,7.61,0.76,1.11,93,5,0.552,0.151,0.531,-0.588,6.1047,0,3,1,12
48910900,1559238715199533,408102872,-778706407,337225,302785,2.454,0.688316,5.595,7.736,0.76,1.11,93,5,0.462,0.457,0.069,-0.675,6.1047,0,3,1,12
49109160,1559238715399533,408102888,-778706406,337413,302973,2.739,0.688425,5.971,7.889,0.78,1.15,86,6,0.64,0.639,0.008,-0.735,6.1047,0,3,1,11
49304039,1559238715599533,408102907,-778706405,337617,303177,2.935,0.688542,6.409,8.074,0.78,1.15,86,6,0.796,0.796,-0.028,-0.788,6.1047,0,3,1,11
49512174,1559238715799533,408102921,-778706396,337812,303371,2.97,0.68866,6.904,8.291,0.76,1.13,86,6,0.842,0.821,0.187,-0.8,6.1047,0,3,1,12
