timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
2362789043,1559241029199540,408102660,-778706416,328962,294522,1.411,0.630747,4.017,9.829,0.89,2.15,99,8,1.732,1.693,-0.366,1.137,5.78903,0,3,1,11
2362989035,1559241029399540,408102680,-778706424,328701,294261,1.53,0.630818,4.04,9.881,0.89,2.15,99,8,1.224,1.185,-0.306,1.076,5.78903,0,3,1,11
2363189038,1559241029599540,408102692,-778706430,328502,294062,1.645,0.63089,4.072,9.945,0.89,2.15,99,8,0.879,0.838,-0.264,0.783,5.78903,0,3,1,11
2363385117,1559241029799540,408102701,-778706436,328358,293917,1.688,0.630963,4.112,10.009,0.89,2.16,99,8,0.697,0.659,-0.226,0.601,5.78903,0,3,1,11
2363586087,1559241029999541,408102702,-778706432,328289,293848,1.427,0.631025,4.147,10.079,0.89,2.16,99,8,0.36,0.299,0.201,0.549,5.78903,0,3,1,11
2363790092,1559241030199540,408102708,-778706436,328200,293760,1.547,0.631092,4.183,10.151,0.89,2.16,99,8,0.473,0.432,-0.193,0.449,5.78903,0,3,1,11
2363977390,1559241030399540,408102714,-778706444,328152,293711,1.542,0.631159,4.218,10.224,0.89,2.16,86,7,0.579,0.479,-0.324,0.37,5.78903,0,3,1,11
2364184180,1559241030599540,408102727,-778706455,327992,293552,1.516,0.631225,4.252,10.294,0.89,2.16,86,7,0.931,0.811,-0.458,0.368,5.78903,0,3,1,11
2364385048,1559241030799540,408102730,-778706461,328004,293564,1.666,0.631298,4.31,10.394,1.03,2.21,86,7,0.538,0.461,-0.278,0.24,5.78903,0,3,1,9
2364581120,1559241030999541,408102729,-778706464,328033,293592,1.776,0.631375,4.403,10.499,1.03,2.21,86,7,0.219,0.165,-0.143,0.214,5.78903,0,3,1,9
2364778124,1559241031199540,408102728,-778706461,327976,293535,1.541,0.631442,4.519,10.606,0.89,2.16,86,7,0.155,0.125,0.092,0.326,5.78903,0,3,1,11
2364980944,1559241031399540,408102731,-778706450,328027,293587,1.924,0.631525,4.652,10.717,0.89,2.16,80,4,0.376,0.272,0.26,0.241,5.78903,0,3,1,11
2365174180,1559241031599540,408102724,-778706466,328000,293560,2.34,0.631627,4.811,10.836,0.89,2.16,80,4,0.484,0.083,-0.477,0.15,5.78903,0,3,1,11
2365370174,1559241031799540,408102706,-778706498,328081,293641,2.475,0.631734,4.963,10.953,0.89,2.16,80,4,1.134,-0.364,-1.073,0.035,5.78903,0,3,1,11
2365578211,1559241031999541,408102707,-778706499,328027,293587,2.485,0.631842,5.138,11.075,0.89,2.16,80,4,0.2,-0.043,-0.195,0.34,5.78903,0,3,1,11
2365779105,1559241032199540,408102699,-778706517,327911,293471,2.612,0.631955,5.303,11.197,0.89,2.16,80,4,0.468,-0.038,-0.466,0.442,5.78903,0,3,1,11
2365978133,1559241032399540,408102705,-778706500,327953,293512,1.605,0.632025,5.481,11.323,0.89,2.16,74,12,0.322,0.208,0.246,0.509,5.78903,0,3,1,11
2366175164,1559241032599540,408102693,-778706500,327861,293420,1.735,0.6321,5.631,11.445,0.89,2.16,74,12,0.195,-0.156,0.116,0.457,5.78903,0,3,1,11
2366374172,1559241032799540,408102698,-778706462,328206,293766,2.139,0.632193,5.769,11.572,0.89,2.16,74,12,0.399,-0.038,0.397,-0.009,5.78903,0,3,1,11
2366576768,1559241032999541,408102680,-778706496,328092,293652,2.73,0.632312,5.927,11.709,0.89,2.16,74,12,0.482,-0.072,-0.476,0.203,5.78903,0,3,1,11
2366774244,1559241033199540,408102680,-778706501,328153,293713,1.996,0.632398,6.058,11.845,0.89,2.16,74,12,0.354,0.242,-0.258,0.377,5.78903,0,3,1,11
2366978109,1559241033399540,408102683,-778706503,328360,293920,1.792,0.632476,6.184,11.972,0.89,2.16,74,8,0.573,0.503,-0.273,0.401,5.78903,0,3,1,11
2367172698,1559241033599540,408102677,-778706551,328450,294010,1.601,0.632545,6.038,12.055,0.9,2.82,74,8,1.094,0.9,-0.621,0.836,5.78903,0,3,1,10
2367374112,1559241033799540,408102673,-778706560,328283,293842,1.857,0.632626,6.102,12.181,0.9,2.83,74,8,0.486,0.142,-0.465,0.803,5.78903,0,3,1,10
2367576847,1559241033999541,408102656,-778706580,328438,293998,2.359,0.632728,6.184,12.308,0.9,2.83,74,8,0.994,-0.308,-0.945,0.649,5.78903,0,3,1,10
2367777335,1559241034199540,408102653,-778706594,328660,294219,2.26,0.632826,6.276,12.436,0.89,1.98,74,8,1.007,0.058,-1.005,0.492,5.78903,0,3,1,10
2367972839,1559241034399540,408102647,-778706600,328589,294148,2.454,0.632932,6.375,12.565,0.89,1.98,74,3,0.542,-0.098,-0.533,0.539,5.78903,0,3,1,10
2368178135,1559241034599540,408102644,-778706605,328690,294249,2.176,0.633026,6.477,12.694,0.9,2.83,74,3,0.377,0.114,-0.36,0.648,5.78903,0,3,1,10
2368378109,1559241034799540,408102651,-778706599,328614,294174,1.719,0.633101,6.582,12.825,0.87,1.95,74,3,0.558,0.556,0.046,0.883,5.78903,0,3,1,11
