timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
794854623,1608053652599665,408101699,-778706046,312099,277659,1.151,0.433192,3.746,8.058,0.84,1.5,91,11,0.12,0.118,0.024,-0.349,3.39883,0,nan,0.0,3,1,11
795124988,1608053652799665,408101709,-778706047,312484,278044,1.145,0.433265,3.748,8.061,0.84,1.5,91,11,0.236,0.222,0.08,-0.415,3.39883,0,nan,0.0,3,1,11
795253854,1608053652999666,408101715,-778706049,312739,278299,1.083,0.433333,3.749,8.064,0.84,1.5,91,9,0.111,0.076,-0.081,-0.353,3.39883,0,nan,0.0,3,1,11
795451689,1608053653199665,408101723,-778706051,313175,278735,0.981,0.433395,3.751,8.069,0.84,1.5,91,9,0.152,-0.084,0.126,-0.313,3.39883,0,nan,0.0,3,1,11
795652631,1608053653399665,408101723,-778706047,313205,278765,1.13,0.433467,3.755,8.081,0.84,1.5,91,9,0.151,0.151,-0.006,-0.327,3.39883,0,nan,0.0,3,1,11
795850632,1608053653599665,408101727,-778706048,313382,278941,1.026,0.433532,3.756,8.083,0.84,1.5,91,9,0.125,0.016,-0.124,-0.274,3.39883,0,nan,0.0,3,1,11
796053771,1608053653799665,408101724,-778706050,313321,278881,0.92,0.43359,3.757,8.083,0.84,1.5,91,9,0.339,-0.159,-0.3,0.046,3.39883,0,nan,0.0,3,1,11
796254732,1608053653999666,408101730,-778706052,313697,279256,0.817,0.433641,3.759,8.089,0.84,1.5,91,11,0.145,-0.141,0.036,-0.082,3.39883,0,nan,0.0,3,1,11
796454697,1608053654199665,408101732,-778706049,313910,279470,0.965,0.433702,3.762,8.095,0.84,1.5,91,11,0.153,-0.152,-0.015,-0.205,3.39883,0,nan,0.0,3,1,11
796653801,1608053654399665,408101741,-778706052,314338,279897,0.999,0.433766,3.766,8.101,0.84,1.5,91,11,0.225,0.099,-0.202,-0.338,3.39883,0,nan,0.0,3,1,11
796854626,1608053654599665,408101748,-778706049,314575,280135,1.151,0.433838,3.769,8.108,0.84,1.5,91,11,0.217,0.179,0.122,-0.416,3.39883,0,nan,0.0,3,1,11
797053879,1608053654799665,408101758,-778706045,314924,280484,1.119,0.433909,3.77,8.107,0.84,1.5,91,11,0.112,0.107,0.033,-0.376,3.39883,0,nan,0.0,3,1,11
797254638,1608053654999666,408101762,-778706043,315154,280714,1.108,0.433979,3.772,8.11,0.84,1.5,91,12,0.015,0.015,-0.001,-0.316,3.39883,0,nan,0.0,3,1,11
797454824,1608053655199665,408101762,-778706039,315197,280756,1.076,0.434047,3.774,8.109,0.84,1.5,91,12,0.034,-0.006,0.034,-0.252,3.39883,0,nan,0.0,3,1,11
797652628,1608053655399665,408101762,-778706035,315190,280750,1.134,0.434119,3.776,8.108,0.84,1.5,91,12,0.033,0.03,0.012,-0.069,3.39883,0,nan,0.0,3,1,11
797849764,1608053655599665,408101768,-778706035,315407,280967,0.872,0.434174,3.779,8.11,0.84,1.5,91,12,0.071,0.06,-0.039,-0.036,3.39883,0,nan,0.0,3,1,11
798051733,1608053655799665,408101775,-778706035,315630,281189,1.035,0.434239,3.783,8.109,0.84,1.5,91,12,0.179,0.179,-0.015,-0.1,3.39883,0,nan,0.0,3,1,11
798252632,1608053655999666,408101786,-778706038,316033,281592,0.994,0.434302,3.789,8.122,0.84,1.5,91,10,0.095,0.095,-0.006,-0.019,3.39883,0,nan,0.0,3,1,11
799052630,1608053656799665,408101816,-778706028,316894,282454,1.049,0.434582,3.807,8.132,0.84,1.5,91,10,0.125,0.109,-0.062,-0.171,3.39883,0,nan,0.0,3,1,11
