timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
54933039,0.192198,-0.0218128,0.486227
54948993,0.193964,-0.0212358,0.483585
54964995,0.188812,-0.0216686,0.491069
54981004,0.191315,-0.0173408,0.482412
54996036,0.191462,-0.0200817,0.487987
55012008,0.18734,-0.0222456,0.486667
55026997,0.186457,-0.0199375,0.489015
55042100,0.187634,-0.020803,0.488721
55057036,0.191167,-0.0180621,0.487694
55072007,0.191167,-0.0183506,0.486814
55087076,0.19367,-0.0203703,0.489015
55102449,0.19102,-0.0174851,0.489748
55116995,0.188518,-0.0193605,0.492096
55131996,0.192345,-0.0218128,0.493563
55146150,0.192198,-0.0195047,0.487987
55161040,0.197056,-0.0248423,0.482705
55175997,0.193964,-0.0199375,0.48652
55191070,0.192787,-0.0212358,0.484319
55206781,0.195289,-0.0221014,0.478743
55222774,0.190726,-0.0222456,0.484319
55238375,0.197644,-0.0229669,0.484613
55253006,0.192492,-0.024698,0.481091
55268993,0.192934,-0.0259963,0.482998
55284103,0.195436,-0.0268619,0.481678
55299996,0.197792,-0.0262848,0.480797
55315074,0.196761,-0.0242652,0.484906
55330133,0.192051,-0.0259963,0.482118
55345063,0.194995,-0.020803,0.480064
55360003,0.194847,-0.0228226,0.490335
55375065,0.196761,-0.0218128,0.482998
55390400,0.197203,-0.0264291,0.485053
55404996,0.192345,-0.0232554,0.48696
55420996,0.195289,-0.0232554,0.489455
55436996,0.190726,-0.0225341,0.489015
55452995,0.190873,-0.0193605,0.492683
55469047,0.189106,-0.0245537,0.483145
55484993,0.188518,-0.0233997,0.484759
55501005,0.192787,-0.0235439,0.480944
55516996,0.191315,-0.020226,0.489015
55532036,0.194847,-0.0187834,0.487694
55547993,0.1947,-0.0236882,0.488134
55563065,0.192345,-0.0183506,0.492976
55578086,0.193964,-0.0223899,0.486814
55593089,0.191167,-0.0225341,0.488721
55608999,0.19632,-0.0232554,0.491215
55625306,0.199117,-0.0187834,0.489601
55640993,0.192639,-0.0190719,0.489455
55656060,0.191462,-0.0212358,0.487547
55671294,0.194847,-0.0205145,0.489455
55686049,0.195731,-0.0225341,0.491215
55702098,0.192345,-0.0199375,0.489748
55718085,0.1947,-0.0192162,0.486814
55732993,0.193081,-0.0176294,0.484759
55748993,0.193081,-0.0190719,0.492683
55765005,0.191462,-0.0121476,0.48696
55781047,0.192787,-0.0153212,0.492389
55796997,0.191756,-0.0176294,0.491509
55812993,0.189401,-0.0176294,0.48652
