timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
2362041131,2362041131,393791220,23,3,1,143,129,24,20,95,51,68
2362974079,2362974079,393791220,23,3,1,143,129,24,20,95,51,68
2364031960,2364031960,393791220,23,3,1,143,129,24,20,95,51,68
2365023084,2365023084,393791220,23,3,1,143,129,24,20,95,51,68
2365947017,2365947017,393791220,23,3,1,143,129,24,20,95,51,68
2366876513,2366876513,393791220,23,3,1,143,129,24,20,95,51,68
2368010377,2368010377,393791220,23,3,1,143,129,24,20,95,51,68
2368890103,2368890103,393791220,23,3,1,143,129,24,20,95,51,68
2370039037,2370039037,393791220,23,3,1,143,129,24,20,95,51,68
2370930201,2370930201,393791220,23,3,1,143,129,24,20,95,51,68
2371921664,2371921664,393791220,23,3,1,143,129,24,20,95,51,68
2372962910,2372962910,393791220,23,3,1,143,129,24,20,95,51,68
2373923001,2373923001,393791220,23,3,1,143,129,24,20,95,51,68
2374910359,2374910359,393791220,23,3,1,143,129,24,20,95,51,68
2376060037,2376060037,393791220,23,3,1,143,129,24,20,95,51,68
2376955407,2376955407,393791220,23,3,1,143,129,24,20,95,51,68
2377902891,2377902891,393791220,23,3,1,143,129,24,20,95,51,68
2378941064,2378941064,393791220,23,3,1,143,129,24,20,95,51,68
2379971234,2379971234,393791220,23,3,1,143,129,24,20,95,51,68
2380891881,2380891881,393791220,23,3,1,143,129,24,20,95,51,68
2381946082,2381946082,393791220,23,3,1,143,129,24,20,95,51,68
2382962064,2382962064,393791220,23,3,1,143,129,24,20,95,51,68
2383881021,2383881021,393791220,23,3,1,143,129,24,20,95,51,68
2384953165,2384953165,393791220,23,3,1,143,129,24,20,95,51,68
2385950146,2385950146,393791220,23,3,1,143,129,24,20,95,51,68
2386878266,2386878266,393791220,23,3,1,143,129,24,20,95,51,68
2387937063,2387937063,393791220,23,3,1,143,129,24,20,95,51,68
2388940015,2388940015,393791220,23,3,1,143,129,24,20,95,51,68
2390009555,2390009555,393791220,23,3,1,143,129,24,20,95,51,68
2390925355,2390925355,393791220,23,3,1,143,129,24,20,95,51,68
2391927035,2391927035,393791220,23,3,1,143,129,24,20,95,51,68
2392969021,2392969021,393791220,23,3,1,143,129,24,20,95,51,68
2393921069,2393921069,393791220,23,3,1,143,129,24,20,95,51,68
2394917036,2394917036,393791220,23,3,1,143,129,24,20,95,51,68
2396067025,2396067025,393791220,23,3,1,143,129,24,20,95,51,68
2396987185,2396987185,393791220,23,3,1,143,129,24,20,95,51,68
2397905067,2397905067,393791220,23,3,1,143,129,24,20,95,51,68
2398943822,2398943822,393791220,23,3,1,143,129,24,20,95,51,68
2399872564,2399872564,393791220,23,3,1,143,129,24,20,95,51,68
2400893021,2400893021,393791220,23,3,1,143,129,24,20,95,51,68
2401960272,2401960272,393791220,23,3,1,143,129,24,20,95,51,68
2402961087,2402961087,393791220,23,3,1,143,129,24,20,95,51,68
2404063185,2404063185,393791220,23,3,1,143,129,24,20,95,51,68
2404949018,2404949018,393791220,23,3,1,143,129,24,20,95,51,68
2405950246,2405950246,393791220,23,3,1,143,129,24,20,95,51,68
2406868600,2406868600,393791220,23,3,1,143,129,24,20,95,51,68
2407970114,2407970114,393791220,23,3,1,143,129,24,20,95,51,68
2408874175,2408874175,393791220,23,3,1,143,129,24,20,95,51,68
2409858137,2409858137,393791220,23,3,1,143,129,24,20,95,51,68
2410936033,2410936033,393791220,23,3,1,143,129,24,20,95,51,68
2411876134,2411876134,393791220,23,3,1,143,129,24,20,95,51,68
2412881106,2412881106,393791220,23,3,1,143,129,24,20,95,51,68
2413948023,2413948023,393791220,23,3,1,143,129,24,20,95,51,68
2414889021,2414889021,393791220,23,3,1,143,129,24,20,95,51,68
2416029035,2416029035,393791220,23,3,1,143,129,24,20,95,51,68
2416888122,2416888122,393791220,23,3,1,143,129,24,20,95,51,68
2417903231,2417903231,393791220,23,3,1,143,129,24,20,95,51,68
2418951124,2418951124,393791220,23,3,1,143,129,24,20,95,51,68
2419965065,2419965065,393791220,23,3,1,143,129,24,20,95,51,68
2420885068,2420885068,393791220,23,3,1,143,129,24,20,95,51,68
2421994166,2421994166,393791220,23,3,1,143,129,24,20,95,51,68
2422957023,2422957023,393791220,23,3,1,143,129,24,20,95,51,68
2423871100,2423871100,393791220,23,3,1,143,129,24,20,95,51,68
2424963113,2424963113,393791220,23,3,1,143,129,24,20,95,51,68
2425900586,2425900586,393791220,23,3,1,143,129,24,20,95,51,68
2426883108,2426883108,393791220,23,3,1,143,129,24,20,95,51,68
2428013616,2428013616,393791220,23,3,1,143,129,24,20,95,51,68
2428930712,2428930712,393791220,23,3,1,143,129,24,20,95,51,68
2429854102,2429854102,393791220,23,3,1,143,129,24,20,95,51,68
2430901145,2430901145,393791220,23,3,1,143,129,24,20,95,51,68
2431925021,2431925021,393791220,23,3,1,143,129,24,20,95,51,68
2432876047,2432876047,393791220,23,3,1,143,129,24,20,95,51,68
2433911237,2433911237,393791220,23,3,1,143,129,24,20,95,51,68
2434891196,2434891196,393791220,23,3,1,143,129,24,20,95,51,68
2435981029,2435981029,393791220,23,3,1,143,129,24,20,95,51,68
2436877107,2436877107,393791220,23,3,1,143,129,24,20,95,51,68
2437901160,2437901160,393791220,23,3,1,143,129,24,20,95,51,68
2438974144,2438974144,393791220,23,3,1,143,129,24,20,95,51,68
2439971735,2439971735,393791220,23,3,1,143,129,24,20,95,51,68
2440890190,2440890190,393791220,23,3,1,143,129,24,20,95,51,68
2442008179,2442008179,393791220,23,3,1,143,129,24,20,95,51,68
2442958181,2442958181,393791220,23,3,1,143,129,24,20,95,51,68
2443878095,2443878095,393791220,23,3,1,143,129,24,20,95,51,68
2444912778,2444912778,393791220,23,3,1,143,129,24,20,95,51,68
2445901029,2445901029,393791220,23,3,1,143,129,24,20,95,51,68
2446867020,2446867020,393791220,23,3,1,143,129,24,20,95,51,68
2448015021,2448015021,393791220,23,3,1,143,129,24,20,95,51,68
2448933769,2448933769,393791220,23,3,1,143,129,24,20,95,51,68
2450040021,2450040021,393791220,23,3,1,143,129,24,20,95,51,68
2451006275,2451006275,393791220,23,3,1,143,129,24,20,95,51,68
2451921068,2451921068,393791220,23,3,1,143,129,24,20,95,51,68
2452988184,2452988184,393791220,23,3,1,143,129,24,20,95,51,68
2453917186,2453917186,393791220,23,3,1,143,129,24,20,95,51,68
2454909021,2454909021,393791220,23,3,1,143,129,24,20,95,51,68
2455949037,2455949037,393791220,23,3,1,143,129,24,20,95,51,68
2456908022,2456908022,393791220,23,3,1,143,129,24,20,95,51,68
2457870164,2457870164,393791220,23,3,1,143,129,24,20,95,51,68
2459007908,2459007908,393791220,23,3,1,143,129,24,20,95,51,68
2459884029,2459884029,393791220,23,3,1,143,129,24,20,95,51,68
2460886069,2460886069,393791220,23,3,1,143,129,24,20,95,51,68
2462035011,2462035011,393791220,23,3,1,143,129,24,20,95,51,68
2462950241,2462950241,393791220,23,3,1,143,129,24,20,95,51,68
2463874191,2463874191,393791220,23,3,1,143,129,24,20,95,51,68
2464944153,2464944153,393791220,23,3,1,143,129,24,20,95,51,68
2465946229,2465946229,393791220,23,3,1,143,129,24,20,95,51,68
2466873779,2466873779,393791220,23,3,1,143,129,24,20,95,51,68
2467931201,2467931201,393791220,23,3,1,143,129,24,20,95,51,68
2468932317,2468932317,393791220,23,3,1,143,129,24,20,95,51,68
2469972161,2469972161,393791220,23,3,1,143,129,24,20,95,51,68
2470923018,2470923018,393791220,23,3,1,143,129,24,20,95,51,68
2471919044,2471919044,393791220,23,3,1,143,129,24,20,95,51,68
2472965073,2472965073,393791220,23,3,1,143,129,24,20,95,51,68
2473917013,2473917013,393791220,23,3,1,143,129,24,20,95,51,68
2474902136,2474902136,393791220,23,3,1,143,129,24,20,95,51,68
2475946236,2475946236,393791220,23,3,1,143,129,24,20,95,51,68
2476904036,2476904036,393791220,23,3,1,143,129,24,20,95,51,68
2477889066,2477889066,393791220,23,3,1,143,129,24,20,95,51,68
2479038116,2479038116,393791220,23,3,1,143,129,24,20,95,51,68
2479926253,2479926253,393791220,23,3,1,143,129,24,20,95,51,68
2480882096,2480882096,393791220,23,3,1,143,129,24,20,95,51,68
2481921097,2481921097,393791220,23,3,1,143,129,24,20,95,51,68
2482951166,2482951166,393791220,23,3,1,143,129,24,20,95,51,68
2483870274,2483870274,393791220,23,3,1,143,129,24,20,95,51,68
2484938138,2484938138,393791220,23,3,1,143,129,24,20,95,51,68
2485939037,2485939037,393791220,23,3,1,143,129,24,20,95,51,68
2487038692,2487038692,393791220,23,3,1,143,129,24,20,95,51,68
2488008155,2488008155,393791220,23,3,1,143,129,24,20,95,51,68
2488928147,2488928147,393791220,23,3,1,143,129,24,20,95,51,68
2490079571,2490079571,393791220,23,3,1,143,129,24,20,95,51,68
2490956160,2490956160,393791220,23,3,1,143,129,24,20,95,51,68
2491917135,2491917135,393791220,23,3,1,143,129,24,20,95,51,68
2492994076,2492994076,393791220,23,3,1,143,129,24,20,95,51,68
2493909129,2493909129,393791220,23,3,1,143,129,24,20,95,51,68
2494906075,2494906075,393791220,23,3,1,143,129,24,20,95,51,68
2495973161,2495973161,393791220,23,3,1,143,129,24,20,95,51,68
2496911236,2496911236,393791220,23,3,1,143,129,24,20,95,51,68
2497893049,2497893049,393791220,23,3,1,143,129,24,20,95,51,68
2498961750,2498961750,393791220,23,3,1,143,129,24,20,95,51,68
2499867026,2499867026,393791220,23,3,1,143,129,24,20,95,51,68
2500876191,2500876191,393791220,23,3,1,143,129,24,20,95,51,68
