timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
795027419,0.253683,0.00713403,0.0728817
849348339,0.235124,0.00931712,0.0734482
849549826,0.171757,0.00847602,0.0871325
849750649,0.162289,0.00873422,0.0836556
849956245,0.262094,0.00845336,0.084916
850158359,0.214182,0.00660544,0.0886996
