timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
2361861087,inf,1,0,0,0
2362870079,inf,1,0,0,0
2363877141,inf,1,0,0,0
2364797135,inf,0,0,1,0
2365799040,inf,0,0,1,0
2366801040,inf,0,0,1,0
2366883028,inf,0,0,0,0
2367885039,inf,0,0,0,0
2368885368,inf,0,0,0,0
2369886115,inf,0,0,0,0
2370888027,inf,0,0,0,0
2371890132,inf,0,0,0,0
2372905027,inf,0,0,0,0
2373925029,inf,0,0,0,0
2374944037,inf,0,0,0,0
2375958281,inf,0,0,0,0
2376977029,inf,0,0,0,0
2377992049,inf,0,0,0,0
2379005605,inf,0,0,0,0
2380020048,inf,0,0,0,0
2381039798,inf,0,0,0,0
2382050080,inf,0,0,0,0
2383057027,inf,0,0,0,0
2384074078,inf,0,0,0,0
2385074117,inf,0,0,0,0
2386077353,inf,0,0,0,0
2387098101,inf,0,0,0,0
2388118104,inf,0,0,0,0
2389135094,inf,0,0,0,0
2390136288,inf,0,0,0,0
2391139027,inf,0,0,0,0
2392141029,inf,0,0,0,0
2393156040,inf,0,0,0,0
2394172051,inf,0,0,0,0
2395190184,inf,0,0,0,0
2396209087,inf,0,0,0,0
2397221038,inf,0,0,0,0
2398234279,inf,0,0,0,0
2399249027,inf,0,0,0,0
2400250114,inf,0,0,0,0
2401257848,inf,0,0,0,0
2402263995,inf,0,0,0,0
2403272520,inf,0,0,0,0
2404288964,inf,0,0,0,0
2405305030,inf,0,0,0,0
2406307040,inf,0,0,0,0
2407309038,inf,0,0,0,0
2408328048,inf,0,0,0,0
2409346121,inf,0,0,0,0
2410347089,inf,0,0,0,0
2411366099,inf,0,0,0,0
2412382282,inf,0,0,0,0
2413383030,inf,0,0,0,0
2414383037,inf,0,0,0,0
2415403030,inf,0,0,0,0
2416420027,inf,0,0,0,0
2417433057,inf,0,0,0,0
2418446279,inf,0,0,0,0
2419464030,inf,0,0,0,0
2420469032,inf,0,0,0,0
2421475813,inf,0,0,0,0
2422481032,inf,0,0,0,0
2423487027,inf,0,0,0,0
2424490557,inf,0,0,0,0
2425494099,inf,0,0,0,0
2426499027,inf,0,0,0,0
2427518132,inf,0,0,0,0
2428525376,inf,0,0,0,0
2429543030,inf,0,0,0,0
2430544031,inf,0,0,0,0
2431562685,inf,0,0,0,0
2432579051,inf,0,0,0,0
2433599027,inf,0,0,0,0
2434617043,inf,0,0,0,0
2435634378,inf,0,0,0,0
2436650309,inf,0,0,0,0
2437665493,inf,0,0,0,0
2438678105,inf,0,0,0,0
2439683721,inf,0,0,0,0
2440695915,inf,0,0,0,0
2441701034,inf,0,0,0,0
2442707027,inf,0,0,0,0
2443726133,inf,0,0,0,0
2444728712,inf,0,0,0,0
2445747037,inf,0,0,0,0
2446750106,inf,0,0,0,0
2447751129,inf,0,0,0,0
2448751137,inf,0,0,0,0
2449770703,inf,0,0,0,0
2450790264,inf,0,0,0,0
2451808151,inf,0,0,0,0
2452828030,inf,0,0,0,0
2453844029,inf,0,0,0,0
2454857027,inf,0,0,0,0
2455869027,inf,0,0,0,0
2456881036,inf,0,0,0,0
2457895955,inf,0,0,0,0
2458900040,inf,0,0,0,0
2459905033,inf,0,0,0,0
2460910132,inf,0,0,0,0
2461911052,inf,0,0,0,0
2462930195,inf,0,0,0,0
2463945137,inf,0,0,0,0
2464965415,inf,0,0,0,0
2465969807,inf,0,0,0,0
2466990103,inf,0,0,0,0
2468005030,inf,0,0,0,0
2469026658,inf,0,0,0,0
2470044027,inf,0,0,0,0
2471044512,inf,0,0,0,0
2472061095,inf,0,0,0,0
2473076055,inf,0,0,0,0
2474092053,inf,0,0,0,0
2475106105,inf,0,0,0,0
2476117124,inf,0,0,0,0
2477124202,inf,0,0,0,0
2478137142,inf,0,0,0,0
2479158101,inf,0,0,0,0
2480177065,inf,0,0,0,0
2481177284,inf,0,0,0,0
2482196504,inf,0,0,0,0
2483203035,inf,0,0,0,0
2484205286,inf,0,0,0,0
2485205483,inf,0,0,0,0
2486206293,inf,0,0,0,0
2487225037,inf,0,0,0,0
2488244029,inf,0,0,0,0
2489245105,inf,0,0,0,0
2490261048,inf,0,0,0,0
2491274284,inf,0,0,0,0
2492288030,inf,0,0,0,0
2493303961,inf,0,0,0,0
2494304312,inf,0,0,0,0
2495309032,inf,0,0,0,0
2496315031,inf,0,0,0,0
2497317030,inf,0,0,0,0
2498335057,inf,0,0,0,0
2499339090,inf,0,0,0,0
2500340028,inf,0,0,0,0
2501013330,inf,0,0,1,0
2501034411,inf,0,0,0,1
2501367036,inf,1,0,0,0
