timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
2362814973,-0.000601613,-0.000654704,-0.000160873,0.0,0.0,0.0,0.0
2362846994,3.40827e-05,-0.000124003,0.000361622,0.0,0.0,0.0,0.0
2362878973,9.36827e-05,-8.69417e-05,0.000320976,0.0,0.0,0.0,0.0
2362910975,0.000588601,-0.00113164,-0.000208949,0.0,0.0,0.0,0.0
2362942976,-0.000723836,0.00076111,-0.000770128,0.0,0.0,0.0,0.0
2362974974,-0.000466709,0.000434973,0.000144548,0.0,0.0,0.0,0.0
2363006972,0.001199,-0.000172765,-0.000148596,0.0,0.0,0.0,0.0
2363038977,-0.000451828,-0.000469177,3.30727e-05,0.0,0.0,0.0,0.0
2363070981,0.000355333,-0.000235927,-4.73803e-05,0.0,0.0,0.0,0.0
2363099069,0.000323806,-0.000625625,-0.00038987,0.0,0.0,0.0,0.0
2363131066,2.37592e-05,-0.000464834,-0.000427663,0.0,0.0,0.0,0.0
2363162980,0.00023689,0.000574257,-0.000520319,0.0,0.0,0.0,0.0
2363194979,-0.000210477,0.000204787,0.000604145,0.0,0.0,0.0,0.0
2363226974,0.000232147,-0.00024132,-4.71649e-05,0.0,0.0,0.0,0.0
2363258977,0.000143613,0.000326353,-0.000237776,0.0,0.0,0.0,0.0
2363291019,7.72984e-05,8.80632e-05,-8.90606e-06,0.0,0.0,0.0,0.0
2363322985,4.77959e-05,-0.00111464,-0.000100126,0.0,0.0,0.0,0.0
2363350992,-0.000441498,-0.000275247,0.000194344,0.0,0.0,0.0,0.0
2363382974,-0.000493315,-0.000614746,-9.53639e-05,0.0,0.0,0.0,0.0
2363414971,0.000384478,-0.00034502,0.00049838,0.0,0.0,0.0,0.0
2363446977,-1.91655e-05,0.000132728,-0.000576154,0.0,0.0,0.0,0.0
2363478972,0.000346591,-0.00022922,-0.000764925,0.0,0.0,0.0,0.0
2363510978,-0.000524947,-0.000521153,0.000123504,0.0,0.0,0.0,0.0
2363542974,0.000364205,0.000304492,-0.000417518,0.0,0.0,0.0,0.0
2363574981,-6.02035e-05,0.000386464,-0.000135924,0.0,0.0,0.0,0.0
2363602995,-7.38588e-05,-0.000593265,0.000246882,0.0,0.0,0.0,0.0
2363634972,-0.000713962,-0.000503409,0.000437842,0.0,0.0,0.0,0.0
2363666978,0.000174636,-0.000456963,0.000117977,0.0,0.0,0.0,0.0
2363698974,-0.000540879,0.000383117,-0.000168006,0.0,0.0,0.0,0.0
2363730974,0.000831568,-8.13772e-05,-1.75426e-06,0.0,0.0,0.0,0.0
2363762975,0.00110641,-0.000576448,-0.000940598,0.0,0.0,0.0,0.0
2363794977,0.00111859,0.00110111,-0.000397414,0.0,0.0,0.0,0.0
2363826992,-0.000571216,-0.000711695,0.000499113,0.0,0.0,0.0,0.0
2363854990,0.000746228,-0.00077506,-0.000220869,0.0,0.0,0.0,0.0
2363886972,-0.00118216,0.00020361,0.000633009,0.0,0.0,0.0,0.0
2363918974,-0.00069651,0.000847014,0.000114477,0.0,0.0,0.0,0.0
2363950976,-2.13739e-07,4.75046e-05,-0.000194344,0.0,0.0,0.0,0.0
2363982976,0.000682946,-0.00020371,-0.000463851,0.0,0.0,0.0,0.0
2364014972,0.000681287,-0.000822708,0.0007228,0.0,0.0,0.0,0.0
2364046976,0.00037038,0.000273526,-0.000576778,0.0,0.0,0.0,0.0
2364078980,0.000116481,0.000408798,-7.87213e-05,0.0,0.0,0.0,0.0
2364106990,0.00027631,0.000119752,0.00019565,0.0,0.0,0.0,0.0
2364138972,-0.000121262,-0.00041418,-4.99474e-05,0.0,0.0,0.0,0.0
2364171027,0.000349594,-0.000161501,-0.000361461,0.0,0.0,0.0,0.0
2364202976,-5.21701e-05,1.70527e-05,0.000657474,0.0,0.0,0.0,0.0
2364234975,0.000147494,-6.02638e-05,0.000622981,0.0,0.0,0.0,0.0
2364267014,-6.97225e-05,-0.000770565,1.48099e-05,0.0,0.0,0.0,0.0
2364298974,-0.000269092,-0.00017987,0.000125818,0.0,0.0,0.0,0.0
2364330994,0.000679148,-0.000660505,-0.000222639,0.0,0.0,0.0,0.0
2364358992,1.76509e-06,-0.000629404,-0.000286935,0.0,0.0,0.0,0.0
2364390972,-0.000344524,0.0001513,-0.000460602,0.0,0.0,0.0,0.0
2364422974,-0.000636206,-0.00111191,-0.000708167,0.0,0.0,0.0,0.0
2364454976,-0.000995888,-8.22921e-05,0.000377203,0.0,0.0,0.0,0.0
2364486976,-0.000285307,-0.000123052,0.000851105,0.0,0.0,0.0,0.0
2364518972,0.00070759,-0.00112664,0.000522375,0.0,0.0,0.0,0.0
2364550980,0.000563483,6.45854e-05,0.000468432,0.0,0.0,0.0,0.0
2364582981,-0.000952364,3.81292e-05,0.000409942,0.0,0.0,0.0,0.0
2364611037,-0.000339496,8.20071e-05,0.000281823,0.0,0.0,0.0,0.0
2364643775,-1.8409e-05,-0.000297348,-0.000187633,0.0,0.0,0.0,0.0
2364675772,0.000772657,-0.00111185,-0.00062623,0.0,0.0,0.0,0.0
2364707776,0.000328701,-0.000501375,-0.000242531,0.0,0.0,0.0,0.0
2364739772,0.000548795,-0.0005668,-0.000525796,0.0,0.0,0.0,0.0
2364771808,-0.00015519,-0.00021592,-8.45889e-05,0.0,0.0,0.0,0.0
2364799774,-1.88467e-05,0.000457859,0.000234229,0.0,0.0,0.0,0.0
2364831815,-0.00180513,-0.000532817,-0.00801916,0.0,0.0,0.0,0.0
2364863776,-0.000525257,5.00721e-05,0.00585875,0.0,0.0,0.0,0.0
2364895780,-0.00105259,-0.000144581,0.00255838,0.0,0.0,0.0,0.0
2364927809,-0.000216054,0.00030825,-0.00240199,0.0,0.0,0.0,0.0
2364959789,-0.000814564,-0.000232127,-0.00133755,0.0,0.0,0.0,0.0
2364991774,-0.000730114,0.000275837,-0.00760512,0.0,0.0,0.0,0.0
2365023775,0.000346746,-0.00050711,0.00384382,0.0,0.0,0.0,0.0
2365051774,-0.000245593,-0.000722791,0.0117997,0.0,0.0,0.0,0.0
2365083791,-0.00111251,-0.000549435,0.00272289,0.0,0.0,0.0,0.0
2365115778,-0.000208423,0.000349201,-0.00681572,0.0,0.0,0.0,0.0
2365147772,-8.76558e-05,0.000876016,-0.00180807,0.0,0.0,0.0,0.0
2365179774,0.000311675,-0.000975834,0.00405128,0.0,0.0,0.0,0.0
2365211848,-0.00061595,-0.000188877,-0.00028732,0.0,0.0,0.0,0.0
2365243772,-0.000263709,-3.26385e-05,-0.00276765,0.0,0.0,0.0,0.0
2365275784,-0.000754687,-0.000456511,0.0064058,0.0,0.0,0.0,0.0
2365303772,-0.000758544,-0.000327111,-0.00382205,0.0,0.0,0.0,0.0
2365335831,-0.000283351,-0.000935152,0.00735325,0.0,0.0,0.0,0.0
2365367783,0.000131599,-0.000603296,-0.0013183,0.0,0.0,0.0,0.0
2365399774,-0.000802416,9.43826e-05,-0.0115932,0.0,0.0,0.0,0.0
2365431815,0.000205142,-0.00156205,0.0117518,0.0,0.0,0.0,0.0
2365463776,0.00165016,-0.00043762,0.00618656,0.0,0.0,0.0,0.0
2365495772,0.00108069,-0.00073085,-0.00726626,0.0,0.0,0.0,0.0
2365527816,0.000610122,0.00028078,-0.00732961,0.0,0.0,0.0,0.0
2365559780,0.00223869,-0.000790528,0.00413702,0.0,0.0,0.0,0.0
2365591781,0.00150573,-0.0013257,0.00526281,0.0,0.0,0.0,0.0
2365623960,0.000824956,-0.00128672,-0.00242845,0.0,0.0,0.0,0.0
2365655778,0.000468021,0.000541997,-0.00213381,0.0,0.0,0.0,0.0
2365687815,0.00130115,0.000160688,-0.00101518,0.0,0.0,0.0,0.0
2365719776,0.00193561,-0.000335557,0.00120218,0.0,0.0,0.0,0.0
2365751960,0.00107987,-0.00123168,0.00232855,0.0,0.0,0.0,0.0
2365779775,0.00201367,-0.000261239,-0.00492692,0.0,0.0,0.0,0.0
2365811774,0.000728563,0.000696318,-0.00108993,0.0,0.0,0.0,0.0
2365843779,0.000806675,-0.00116764,0.00348589,0.0,0.0,0.0,0.0
2365875774,0.00190132,-0.000163199,0.000165259,0.0,0.0,0.0,0.0
