timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
33353449,0.184897,0.157188,0.00113074,0.0,0.0,-0.03
33385380,0.184904,0.157258,0.00113142,0.0,0.0,-0.03
33417469,0.184815,0.157279,0.00113071,0.0,0.0,-0.03
33449457,0.184795,0.157327,0.00113081,0.0,0.0,-0.03
33478270,0.184756,0.157195,0.00113026,0.0,0.0,-0.03
33510364,0.184722,0.157265,0.00113005,0.0,0.0,-0.03
33542262,0.184659,0.157286,0.00112948,0.0,0.0,-0.03
33575069,0.184655,0.157327,0.00113058,0.0,0.0,-0.03
33607056,0.184592,0.157271,0.00112925,0.0,0.0,-0.03
33635048,0.184563,0.157451,0.00113023,0.0,0.0,-0.03
33667060,0.184596,0.157374,0.00113038,0.0,0.0,-0.03
33699790,0.184497,0.15744,0.00113022,0.0,0.0,-0.03
33731865,0.184095,0.157484,0.00112872,0.0,0.0,-0.03
33763777,0.184674,0.157397,0.00113012,0.0,0.0,-0.0338356
33792669,0.184598,0.157566,0.00113116,0.0,0.0,-0.0548126
33824584,0.184129,0.157376,0.00140038,0.0,0.0,-0.0545372
33856647,0.184152,0.157723,0.00097478,0.0,0.0,-0.0543108
33888693,0.184116,0.157705,0.000729118,0.0,0.0,-0.0543792
33921382,0.183941,0.157494,0.00122333,0.0,0.0,-0.0543704
33953471,0.184042,0.157746,0.000156172,0.0,0.0,-0.05437
33981456,0.183829,0.158137,-0.000205838,0.0,0.0,-0.0535627
34014254,0.18418,0.157709,-0.000176028,0.0,0.0,-0.0531223
34046259,0.184137,0.157618,-0.000891649,0.0,0.0,-0.0532175
34078256,0.183475,0.157698,-0.00100351,0.0,0.0,-0.0532088
34110323,0.183937,0.158073,-0.00171783,0.0,0.0,-0.0532099
34138983,0.183592,0.15815,-0.00190675,0.0,0.0,-0.0532099
34171061,0.183569,0.158289,-0.00218166,0.0,0.0,-0.0532099
34203074,0.183715,0.158011,-0.0026926,0.0,0.0,-0.0532099
34235903,0.183211,0.15777,-0.00281255,0.0,0.0,-0.0532099
34267860,0.183475,0.157977,-0.0033546,0.0,0.0,-0.0532099
34299876,0.183651,0.15821,-0.00340051,0.0,0.0,-0.0532099
34328573,0.183524,0.158263,-0.00373053,0.0,0.0,-0.0532099
