timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
669358220,5.02895,3.32578,1,0,3,0,1,0,0
669858220,4.9645,3.329,1,0,3,0,1,0,0
670358220,5.0644,3.32739,1,0,3,0,1,0,0
670868246,4.96934,3.32578,1,0,3,0,1,0,0
671368235,5.04668,3.32578,1,0,3,0,1,0,0
671868229,4.97578,3.32578,1,0,3,0,1,0,0
672368231,5.01284,3.33384,1,0,3,0,1,0,0
672868220,5.06279,3.32739,1,0,3,0,1,0,0
673368222,5.03862,3.32578,1,0,3,0,1,0,0
673868242,4.94033,3.32739,1,0,3,0,1,0,0
674368241,5.05474,3.32739,1,0,3,0,1,0,0
