timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
795119552,0.0,-0.0,0.162323,0.0,0.996708,0.0,0.0,0.0810723,0.0,0.0,-0.03,1,0,0,0,0,0
795224356,0.0,-0.0,0.162294,0.0,0.996709,0.0,0.0,0.0810581,0.0,0.0,-0.03,1,0,0,0,0,0
795325162,0.0,-0.0,0.162265,0.0,0.996711,0.0,0.0,0.0810435,0.0,0.0,-0.03,1,0,0,0,0,0
795429938,0.0,-0.0,0.162209,0.0,0.996713,0.0,0.0,0.0810156,0.0,0.0,-0.03,1,0,0,0,0,0
795530763,0.0,-0.0,0.162527,0.0,0.9967,0.0,0.0,0.081174,0.0,0.0,-0.03,1,0,0,0,0,0
795631548,0.0,-0.0,0.162163,0.0,0.996715,0.0,0.0,0.0809927,0.0,0.0,-0.03,1,0,0,0,0,0
795732364,0.0,-0.0,0.162161,0.0,0.996715,0.0,0.0,0.0809916,0.0,0.0,-0.03,1,0,0,0,0,0
795833157,0.0,-0.0,0.161994,0.0,0.996722,0.0,0.0,0.0809086,0.0,0.0,-0.03,1,0,0,0,0,0
795933972,0.0,-0.0,0.16227,0.0,0.99671,0.0,0.0,0.0810458,0.0,0.0,-0.03,1,0,0,0,0,0
796038761,0.0,-0.0,0.160928,0.0,0.996764,0.0,0.0,0.0803774,0.0,0.0,-0.03,1,0,0,0,0,0
796139548,0.0,-0.0,0.159656,0.0,0.996815,0.0,0.0,0.0797432,0.0,0.0,-0.03,1,0,0,0,0,0
796240366,0.0,-0.0,0.159568,0.0,0.996819,0.0,0.0,0.0796992,0.0,0.0,-0.03,1,0,0,0,0,0
796341159,0.0,-0.0,0.158696,0.0,0.996854,0.0,0.0,0.0792648,0.0,0.0,-0.03,1,0,0,0,0,0
796441951,0.0,-0.0,0.159199,0.0,0.996834,0.0,0.0,0.0795156,0.0,0.0,-0.03,1,0,0,0,0,0
796542747,0.0,-0.0,0.158849,0.0,0.996848,0.0,0.0,0.079341,0.0,0.0,-0.03,1,0,0,0,0,0
796647569,0.0,-0.0,0.158152,0.0,0.996875,0.0,0.0,0.0789935,0.0,0.0,-0.03,1,0,0,0,0,0
796748520,0.0,-0.0,0.158547,0.0,0.996859,0.0,0.0,0.0791905,0.0,0.0,-0.03,1,0,0,0,0,0
796849161,0.0,-0.0,0.158257,0.0,0.996871,0.0,0.0,0.079046,0.0,0.0,-0.03,1,0,0,0,0,0
796949960,0.0,-0.0,0.157866,0.0,0.996886,0.0,0.0,0.078851,0.0,0.0,-0.03,1,0,0,0,0,0
797050770,0.0,-0.0,0.157924,0.0,0.996884,0.0,0.0,0.0788801,0.0,0.0,-0.03,1,0,0,0,0,0
797151561,0.0,-0.0,0.157679,0.0,0.996894,0.0,0.0,0.0787579,0.0,0.0,-0.03,1,0,0,0,0,0
797256345,0.0,-0.0,0.156873,0.0,0.996925,0.0,0.0,0.0783561,0.0,0.0,-0.03,1,0,0,0,0,0
797357160,0.0,-0.0,0.156992,0.0,0.996921,0.0,0.0,0.0784153,0.0,0.0,-0.03,1,0,0,0,0,0
797457965,0.0,-0.0,0.157082,0.0,0.996917,0.0,0.0,0.0784601,0.0,0.0,-0.03,1,0,0,0,0,0
797558758,0.0,-0.0,0.156998,0.0,0.996921,0.0,0.0,0.0784183,0.0,0.0,-0.03,1,0,0,0,0,0
797659553,0.0,-0.0,0.15702,0.0,0.99692,0.0,0.0,0.0784293,0.0,0.0,-0.03,1,0,0,0,0,0
797764371,0.0,-0.0,0.156416,0.0,0.996943,0.0,0.0,0.0781284,0.0,0.0,-0.03,1,0,0,0,0,0
797865170,0.0,-0.0,0.15636,0.0,0.996946,0.0,0.0,0.0781006,0.0,0.0,-0.03,1,0,0,0,0,0
