timestamp,alt_max,landed,freefall,ground_contact,maybe_landed,in_ground_effect
540744027,inf,1,0,0,0,0
541748611,inf,1,0,0,0,0
542758638,inf,1,0,0,0,0
543772653,inf,1,0,0,0,0
544786643,inf,1,0,0,0,0
545806644,inf,1,0,0,0,0
546813786,inf,1,0,0,0,0
547829762,inf,1,0,0,0,0
548846638,inf,1,0,0,0,0
549855702,inf,1,0,0,0,0
550336059,inf,0,0,1,0,0
551349752,inf,0,0,1,0,0
552350640,inf,0,0,1,0,0
553364642,inf,0,0,1,0,0
554373771,inf,0,0,1,0,0
555381760,inf,0,0,1,0,0
556391698,inf,0,0,1,0,0
557402639,inf,0,0,1,0,0
558421298,inf,0,0,1,0,0
559424832,inf,0,0,1,0,0
560438644,inf,0,0,1,0,0
561456833,inf,0,0,1,0,0
562469662,inf,0,0,1,0,0
563481777,inf,0,0,1,0,0
564491706,inf,0,0,1,0,0
564679702,inf,0,0,0,0,0
565692637,inf,0,0,0,0,0
566707699,inf,0,0,0,0,0
567715489,inf,0,0,0,0,0
568727735,inf,0,0,0,0,0
569740638,inf,0,0,0,0,0
570755807,inf,0,0,0,0,0
571771744,inf,0,0,0,0,0
572783706,inf,0,0,0,0,0
573799701,inf,0,0,0,0,0
574814637,inf,0,0,0,0,0
575828756,inf,0,0,0,0,0
576842631,inf,0,0,0,0,0
577847953,inf,0,0,0,0,0
578864647,inf,0,0,0,0,0
579884638,inf,0,0,0,0,0
580900314,inf,0,0,0,0,0
581914638,inf,0,0,0,0,0
582930641,inf,0,0,0,0,0
583944745,inf,0,0,0,0,0
584959698,inf,0,0,0,0,0
585969763,inf,0,0,0,0,0
586989765,inf,0,0,0,0,0
587996637,inf,0,0,0,0,0
589012637,inf,0,0,0,0,0
590026638,inf,0,0,0,0,0
591038637,inf,0,0,0,0,0
592048637,inf,0,0,0,0,0
593064651,inf,0,0,0,0,0
594074984,inf,0,0,0,0,0
595082086,inf,0,0,0,0,0
596086096,inf,0,0,0,0,0
597094098,inf,0,0,0,0,0
598107133,inf,0,0,0,0,0
599114089,inf,0,0,0,0,0
600122957,inf,0,0,0,0,0
601139493,inf,0,0,0,0,0
602148637,inf,0,0,0,0,0
603160639,inf,0,0,0,0,0
604167183,inf,0,0,0,0,0
605179710,inf,0,0,0,0,0
606194638,inf,0,0,0,0,0
607209754,inf,0,0,0,0,0
608224225,inf,0,0,0,0,0
609234644,inf,0,0,0,0,0
610248988,inf,0,0,0,0,0
611253756,inf,0,0,0,0,0
612264844,inf,0,0,0,0,0
613274638,inf,0,0,0,0,0
614285663,inf,0,0,0,0,0
615294241,inf,0,0,0,0,0
616309916,inf,0,0,0,0,0
617317765,inf,0,0,0,0,0
618328638,inf,0,0,0,0,0
619340652,inf,0,0,0,0,0
620359704,inf,0,0,0,0,0
621370785,inf,0,0,0,0,0
622378710,inf,0,0,0,0,0
623388662,inf,0,0,0,0,0
624408638,inf,0,0,0,0,0
625421731,inf,0,0,0,0,0
626437746,inf,0,0,0,0,0
627453773,inf,0,0,0,0,0
628463958,inf,0,0,0,0,0
629472644,inf,0,0,0,0,0
630484674,inf,0,0,0,0,0
631497893,inf,0,0,0,0,0
632509773,inf,0,0,0,0,0
633518643,inf,0,0,0,0,0
634532644,inf,0,0,0,0,0
635546650,inf,0,0,0,0,0
636558666,inf,0,0,0,0,0
637575699,inf,0,0,0,0,0
638591703,inf,0,0,0,0,0
639606094,inf,0,0,0,0,0
640618646,inf,0,0,0,0,0
641633744,inf,0,0,0,0,0
642644637,inf,0,0,0,0,0
643655702,inf,0,0,0,0,0
644667706,inf,0,0,0,0,0
645676647,inf,0,0,0,0,0
646689766,inf,0,0,0,0,0
647697770,inf,0,0,0,0,0
648713755,inf,0,0,0,0,0
649726634,inf,0,0,0,0,0
650730637,inf,0,0,0,0,0
651741796,inf,0,0,0,0,0
652749770,inf,0,0,0,0,0
653753774,inf,0,0,0,0,0
654771708,inf,0,0,0,0,0
655399227,inf,0,0,1,0,0
655955935,inf,0,0,0,1,0
656287709,inf,1,0,0,0,0
657304638,inf,1,0,0,0,0
