timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail,health_flags,timeout_flags
795115277,0.996473,-0.0169861,-0.0149401,0.0808024,-0.00477123,0.0164625,-0.0165649,-0.00356421,0.0134942,-3.61301,-6.93628e-05,-1.26624e-05,4.84099e-06,-0.000365219,-0.000829871,0.000702603,0.230052,-0.0427209,0.408882,0.0,0.0,0.0,0.0,0.0,1.5245e-10,5.83151e-06,0.000770838,3.35559e-07,8.48112e-06,8.38197e-06,3.62573e-05,0.00521587,0.00521597,0.0122095,0.00760168,0.00760176,0.0643666,1.00101e-11,1.00154e-11,1.83141e-11,1.40884e-07,1.42493e-07,5.00001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.123302,0.253706,0.00842617,0.0,0.000268376,0.00138352,0.0,0.0,0.0,0.015998,232,0,0,165,24,0,0,0
795320871,0.996485,-0.0169982,-0.0149371,0.0806637,-0.0047704,0.0152997,-0.0109205,-0.00359313,0.0131567,-3.59879,-6.93328e-05,-1.26611e-05,4.89617e-06,-0.000365216,-0.000829844,0.000696003,0.230052,-0.0427209,0.408882,0.0,0.0,0.0,0.0,0.0,1.52027e-10,5.81745e-06,0.000785589,3.34897e-07,8.47763e-06,8.37842e-06,3.61911e-05,0.00520014,0.00520024,0.0121922,0.00757411,0.00757418,0.0642491,1.00076e-11,1.00127e-11,1.83004e-11,1.40885e-07,1.42494e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.123078,0.253474,0.054461,0.0,0.000267198,0.00876662,0.0,0.0,0.0,0.015998,232,0,0,165,24,0,0,0
795522478,0.9965,-0.0169766,-0.0149237,0.0804817,-0.003927,0.0147104,-0.00636607,-0.00362444,0.0129063,-3.58385,-6.93056e-05,-1.26607e-05,4.97023e-06,-0.000365214,-0.000829817,0.000689575,0.230052,-0.0427209,0.408882,0.0,0.0,0.0,0.0,0.0,6.09989e-10,1.67833e-05,0.00132435,3.35288e-07,8.48102e-06,8.38177e-06,3.62788e-05,0.00522218,0.00522228,0.0122419,0.00764715,0.00764722,0.0646256,1.00078e-11,1.0013e-11,1.83156e-11,1.40886e-07,1.42495e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.12367,0.254216,0.0378782,0.0,0.000262134,0.0200479,0.0,0.0,0.0,0.015998,232,0,0,165,24,0,0,0
795728079,0.99654,-0.0169774,-0.0148553,0.0799986,-0.00331719,0.0147948,-0.00119489,-0.00358616,0.0128127,-3.57162,-6.92797e-05,-1.26601e-05,5.03517e-06,-0.000365213,-0.000829795,0.000684618,0.230052,-0.0427209,0.408882,0.0,0.0,0.0,0.0,0.0,2.30382e-09,3.14306e-05,0.00192443,3.33869e-07,8.49508e-06,8.39583e-06,3.63905e-05,0.00530377,0.00530388,0.012343,0.00784849,0.00784856,0.0655554,1.00187e-11,1.00239e-11,1.83399e-11,1.40887e-07,1.42496e-07,5.00001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.125288,0.256038,0.0259674,0.0,0.000255876,0.00276509,0.0,0.0,0.0,0.015998,232,0,0,165,24,0,0,0
795929670,0.996553,-0.0170332,-0.0148556,0.0798216,0.000400356,0.015225,-0.00248691,-0.00333503,0.0122693,-3.57335,-6.92516e-05,-1.26607e-05,5.11874e-06,-0.000365217,-0.000829794,0.000685166,0.230052,-0.0427209,0.408882,0.0,0.0,0.0,0.0,0.0,3.65948e-09,4.49461e-05,0.0024509,3.33568e-07,8.48078e-06,8.38152e-06,3.63581e-05,0.0052224,0.0052225,0.0122627,0.00767449,0.00767457,0.0648494,1.00066e-11,1.00117e-11,1.83299e-11,1.40888e-07,1.42497e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.123891,0.254655,0.0534596,0.0,0.000249273,0.0196386,0.0,0.0,0.0,0.015998,232,0,0,165,24,0,0,0
796131274,0.996571,-0.0169271,-0.0146881,0.0796524,-0.00269392,0.0162905,0.00540898,-0.00319739,0.0120362,-3.55789,-6.92237e-05,-1.26603e-05,5.18843e-06,-0.000365216,-0.000829765,0.000679299,0.230052,-0.0427209,0.408882,0.0,0.0,0.0,0.0,0.0,1.61997e-08,9.66123e-05,0.00508911,3.33115e-07,8.47186e-06,8.37266e-06,3.63293e-05,0.00517045,0.00517055,0.0121939,0.00755535,0.00755542,0.0643501,1.00016e-11,1.00068e-11,1.83254e-11,1.4089e-07,1.42498e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.122926,0.253673,0.0343165,0.0,0.000244486,0.025458,0.0,0.0,0.0,0.015998,232,0,0,165,24,0,0,0
796332877,0.996658,-0.0166286,-0.0127823,0.0789516,-0.00530581,-0.0197774,0.0089792,-0.00358845,0.0113064,-3.55977,-6.91979e-05,-1.26607e-05,5.26632e-06,-0.000365221,-0.000829769,0.000680318,0.230052,-0.0427209,0.408882,0.0,0.0,0.0,0.0,0.0,2.93994e-08,0.000164283,0.00903323,3.29297e-07,8.46604e-06,8.36892e-06,3.63063e-05,0.00514202,0.00514199,0.0121416,0.00747315,0.00747322,0.0639365,1.00002e-11,1.00054e-11,1.83212e-11,1.40891e-07,1.42499e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.122255,0.252857,0.0168313,0.0,0.00023178,0.0133599,0.0,0.0,0.0,0.015998,232,0,0,165,24,0,0,0
796538471,0.996683,-0.0165477,-0.0127953,0.0786431,-0.000383181,0.0192832,0.00399619,-0.00323667,0.0107277,-3.56679,-6.91717e-05,-1.26611e-05,5.35311e-06,-0.000365227,-0.000829794,0.000683479,0.230052,-0.0427209,0.408882,0.0,0.0,0.0,0.0,0.0,2.49529e-08,0.00016182,0.00923406,3.28392e-07,8.45542e-06,8.35817e-06,3.62986e-05,0.00507487,0.00507502,0.0120267,0.00728323,0.0072833,0.0629529,9.99407e-12,9.99917e-12,1.8321e-11,1.40892e-07,1.425e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.120692,0.250904,0.0328821,0.0,0.000217741,0.0055406,0.0,0.0,0.0,0.015998,232,0,0,165,24,0,0,0
796740071,0.996674,-0.0165666,-0.0147665,0.0784147,0.00394323,0.0325337,0.0043954,-0.0027599,0.0115549,-3.57043,-6.91532e-05,-1.2661e-05,5.39612e-06,-0.000365232,-0.000829805,0.000685136,0.230052,-0.0427209,0.408882,0.0,0.0,0.0,0.0,0.0,3.62018e-08,0.000184369,0.00987939,3.27977e-07,8.48745e-06,8.38757e-06,3.63251e-05,0.00523665,0.0052368,0.0122276,0.00764673,0.00764683,0.0645102,1.00126e-11,1.00177e-11,1.83237e-11,1.40893e-07,1.42501e-07,5.00001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.123667,0.253989,0.0194305,0.0,0.000230705,0.0144418,0.0,0.0,0.0,0.015998,232,0,0,165,24,0,0,0
796941677,0.996673,-0.0170184,-0.0145436,0.0783739,-0.00173498,0.0329205,-0.00302921,-0.00224795,0.0108023,-3.57712,-6.91285e-05,-1.26633e-05,5.48061e-06,-0.000365241,-0.000829814,0.00068802,0.230052,-0.0427209,0.408882,0.0,0.0,0.0,0.0,0.0,4.48045e-08,0.00025437,0.0144542,3.28452e-07,8.4796e-06,8.38048e-06,3.62955e-05,0.00519789,0.00519803,0.0121742,0.0075581,0.0075582,0.0641097,1.00085e-11,1.00135e-11,1.83195e-11,1.40894e-07,1.42503e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.122948,0.253199,0.024324,0.0,0.000219443,0.0363052,0.0,0.0,0.0,0.015998,232,0,0,165,24,0,0,0
