timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
412617534,0.245915,0.00588531,0.0679781
527256052,0.256722,0.00654161,0.0684958
527458089,0.345669,0.00789215,0.0862283
527659702,0.315372,0.00866806,0.0895602
527861294,0.167411,0.00789044,0.0903835
528062311,0.212917,0.00796342,0.088469
