timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
795119264,32767,32767,32767,32767,32767,32767,32767
795123271,32767,32767,32767,32767,32767,32767,32767
795127272,32767,32767,32767,32767,-63,32767,32767
795131271,32767,32767,-63,32767,32767,32767,32767
795135280,32767,32767,32767,32767,32767,32767,32767
795139280,32767,32767,32767,32767,32767,-66,32767
795143276,32767,32767,32767,32767,32767,32767,32767
795147263,32767,32767,32767,32767,32767,32767,32767
795151273,32767,32767,32767,32767,-63,32767,32767
795155273,32767,32767,32767,32767,32767,32767,32767
795159277,32767,32767,32767,32767,32767,32767,32767
795163273,32767,32767,32767,32767,-58,-67,32767
795167272,32767,32767,32767,32767,32767,32767,32767
795171277,32767,32767,32767,32767,32767,32767,32767
795175263,32767,32767,32767,32767,-69,32767,32767
795179264,32767,32767,32767,32767,32767,32767,32767
795184064,32767,32767,32767,32767,32767,-64,32767
795188096,32767,32767,32767,32767,32767,32767,32767
795192074,32767,32767,32767,32767,-34,32767,32767
795196072,32767,32767,32767,32767,32767,32767,32767
795200071,32767,32767,32767,32767,32767,32767,32767
795204072,32767,32767,32767,32767,-54,-64,32767
795208078,32767,32767,32767,32767,32767,32767,32767
795212063,32767,32767,32767,32767,32767,32767,32767
795216092,32767,32767,32767,32767,-61,32767,32767
795220076,32767,32767,32767,32767,32767,32767,32767
795224072,32767,32767,32767,32767,32767,32767,32767
795228085,32767,32767,32767,32767,32767,-85,32767
795232076,32767,32767,32767,32767,32767,32767,32767
795236080,32767,32767,32767,32767,-40,32767,32767
795240064,32767,32767,32767,32767,32767,32767,32767
795244087,32767,32767,32767,32767,32767,32767,32767
795248088,32767,32767,32767,32767,-46,-55,32767
795252070,32767,32767,32767,32767,32767,32767,32767
795256073,32767,32767,32767,32767,32767,32767,32767
795260070,32767,32767,-62,32767,-64,32767,32767
795264076,32767,32767,32767,32767,32767,32767,32767
795268063,32767,32767,32767,32767,32767,32767,32767
795272073,32767,32767,32767,32767,32767,-85,32767
795276088,32767,32767,32767,32767,32767,32767,32767
795280070,32767,32767,32767,32767,-41,32767,32767
795284070,32767,32767,32767,32767,32767,32767,32767
795288872,32767,32767,32767,32767,32767,32767,32767
795292871,32767,32767,32767,32767,-63,-72,32767
795296873,32767,32767,32767,32767,32767,32767,32767
795300876,32767,32767,32767,32767,32767,32767,32767
795304864,32767,32767,32767,32767,-64,32767,32767
795308874,32767,32767,32767,32767,32767,32767,32767
795312886,32767,32767,32767,32767,32767,32767,32767
795316873,32767,32767,32767,32767,32767,-82,32767
795320871,32767,32767,32767,32767,32767,32767,32767
795324874,32767,32767,32767,32767,-43,32767,32767
795328878,32767,32767,32767,32767,32767,32767,32767
795332863,32767,32767,32767,32767,32767,32767,32767
795336874,32767,32767,32767,32767,-53,-82,32767
795340871,32767,32767,32767,32767,32767,32767,32767
795344872,32767,32767,32767,32767,32767,32767,32767
795348872,32767,32767,32767,32767,-62,32767,32767
795352872,32767,32767,32767,32767,32767,32767,32767
795356877,32767,32767,32767,32767,32767,-63,32767
