timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
541626762,0.0,-0.0,0.369361,0.0,0.982995,0.0,0.0,0.183632,0.0,0.0,-0.03,1,0,0,0,0,0
541726789,0.0,-0.0,0.368865,0.0,0.98304,0.0,0.0,0.183389,0.0,0.0,-0.03,1,0,0,0,0,0
541827559,0.0,-0.0,0.368373,0.0,0.983086,0.0,0.0,0.183147,0.0,0.0,-0.03,1,0,0,0,0,0
541928528,0.0,-0.0,0.367778,0.0,0.98314,0.0,0.0,0.182855,0.0,0.0,-0.03,1,0,0,0,0,0
542029985,0.0,-0.0,0.367427,0.0,0.983172,0.0,0.0,0.182682,0.0,0.0,-0.03,1,0,0,0,0,0
542134761,0.0,-0.0,0.366648,0.0,0.983243,0.0,0.0,0.182299,0.0,0.0,-0.03,1,0,0,0,0,0
542235552,0.0,-0.0,0.365771,0.0,0.983323,0.0,0.0,0.181868,0.0,0.0,-0.03,1,0,0,0,0,0
542336355,0.0,-0.0,0.364967,0.0,0.983396,0.0,0.0,0.181472,0.0,0.0,-0.03,1,0,0,0,0,0
542437182,0.0,-0.0,0.364126,0.0,0.983472,0.0,0.0,0.181059,0.0,0.0,-0.03,1,0,0,0,0,0
542537950,0.0,-0.0,0.363718,0.0,0.983509,0.0,0.0,0.180858,0.0,0.0,-0.03,1,0,0,0,0,0
542638772,0.0,-0.0,0.363215,0.0,0.983555,0.0,0.0,0.180611,0.0,0.0,-0.03,1,0,0,0,0,0
542743576,0.0,-0.0,0.361251,0.0,0.983732,0.0,0.0,0.179645,0.0,0.0,-0.03,1,0,0,0,0,0
542844465,0.0,-0.0,0.359966,0.0,0.983847,0.0,0.0,0.179013,0.0,0.0,-0.03,1,0,0,0,0,0
542945162,0.0,-0.0,0.36177,0.0,0.983685,0.0,0.0,0.1799,0.0,0.0,-0.03,1,0,0,0,0,0
543045960,0.0,-0.0,0.365956,0.0,0.983306,0.0,0.0,0.181959,0.0,0.0,-0.03,1,0,0,0,0,0
543146749,0.0,-0.0,0.362209,0.0,0.983645,0.0,0.0,0.180116,0.0,0.0,-0.03,1,0,0,0,0,0
543251557,0.0,-0.0,0.362121,0.0,0.983653,0.0,0.0,0.180073,0.0,0.0,-0.03,1,0,0,0,0,0
543352356,0.0,-0.0,0.361826,0.0,0.98368,0.0,0.0,0.179928,0.0,0.0,-0.03,1,0,0,0,0,0
543453272,0.0,-0.0,0.361287,0.0,0.983728,0.0,0.0,0.179663,0.0,0.0,-0.03,1,0,0,0,0,0
543553955,0.0,-0.0,0.360729,0.0,0.983778,0.0,0.0,0.179388,0.0,0.0,-0.03,1,0,0,0,0,0
543654753,0.0,-0.0,0.359788,0.0,0.983863,0.0,0.0,0.178925,0.0,0.0,-0.03,1,0,0,0,0,0
543755555,0.0,-0.0,0.359161,0.0,0.983919,0.0,0.0,0.178617,0.0,0.0,-0.03,1,0,0,0,0,0
543860392,0.0,-0.0,0.358803,0.0,0.983951,0.0,0.0,0.178441,0.0,0.0,-0.03,1,0,0,0,0,0
543961156,0.0,-0.0,0.358274,0.0,0.983998,0.0,0.0,0.178181,0.0,0.0,-0.03,1,0,0,0,0,0
544061970,0.0,-0.0,0.357721,0.0,0.984047,0.0,0.0,0.177909,0.0,0.0,-0.03,1,0,0,0,0,0
544162755,0.0,-0.0,0.357058,0.0,0.984106,0.0,0.0,0.177582,0.0,0.0,-0.03,1,0,0,0,0,0
544263548,0.0,-0.0,0.356488,0.0,0.984157,0.0,0.0,0.177302,0.0,0.0,-0.03,1,0,0,0,0,0
544364384,0.0,-0.0,0.35608,0.0,0.984193,0.0,0.0,0.177101,0.0,0.0,-0.03,1,0,0,0,0,0
544469181,0.0,-0.0,0.355577,0.0,0.984237,0.0,0.0,0.176854,0.0,0.0,-0.03,1,0,0,0,0,0
544569953,0.0,-0.0,0.354929,0.0,0.984294,0.0,0.0,0.176534,0.0,0.0,-0.03,1,0,0,0,0,0
544670771,0.0,-0.0,0.354256,0.0,0.984354,0.0,0.0,0.176203,0.0,0.0,-0.03,1,0,0,0,0,0
544771557,0.0,-0.0,0.353602,0.0,0.984411,0.0,0.0,0.175881,0.0,0.0,-0.03,1,0,0,0,0,0
544872359,0.0,-0.0,0.353282,0.0,0.984439,0.0,0.0,0.175724,0.0,0.0,-0.03,1,0,0,0,0,0
544973167,0.0,-0.0,0.352802,0.0,0.984482,0.0,0.0,0.175488,0.0,0.0,-0.03,1,0,0,0,0,0
545077969,0.0,-0.0,0.352468,0.0,0.984511,0.0,0.0,0.175323,0.0,0.0,-0.03,1,0,0,0,0,0
545178780,0.0,-0.0,0.351936,0.0,0.984558,0.0,0.0,0.175061,0.0,0.0,-0.03,1,0,0,0,0,0
545279557,0.0,-0.0,0.351451,0.0,0.9846,0.0,0.0,0.174823,0.0,0.0,-0.03,1,0,0,0,0,0
545380354,0.0,-0.0,0.351166,0.0,0.984625,0.0,0.0,0.174682,0.0,0.0,-0.03,1,0,0,0,0,0
545481168,0.0,-0.0,0.350767,0.0,0.98466,0.0,0.0,0.174486,0.0,0.0,-0.03,1,0,0,0,0,0
545585964,0.0,-0.0,0.350497,0.0,0.984683,0.0,0.0,0.174353,0.0,0.0,-0.03,1,0,0,0,0,0
545686765,0.0,-0.0,0.349941,0.0,0.984732,0.0,0.0,0.174079,0.0,0.0,-0.03,1,0,0,0,0,0
545787584,0.0,-0.0,0.349491,0.0,0.984771,0.0,0.0,0.173858,0.0,0.0,-0.03,1,0,0,0,0,0
545888533,0.0,-0.0,0.349428,0.0,0.984776,0.0,0.0,0.173826,0.0,0.0,-0.03,1,0,0,0,0,0
545989155,0.0,-0.0,0.348935,0.0,0.984819,0.0,0.0,0.173584,0.0,0.0,-0.03,1,0,0,0,0,0
546089972,0.0,-0.0,0.348502,0.0,0.984857,0.0,0.0,0.173371,0.0,0.0,-0.03,1,0,0,0,0,0
546194758,0.0,-0.0,0.34813,0.0,0.984889,0.0,0.0,0.173187,0.0,0.0,-0.03,1,0,0,0,0,0
546299556,0.0,-0.0,0.347659,0.0,0.98493,0.0,0.0,0.172956,0.0,0.0,-0.03,1,0,0,0,0,0
546400357,0.0,-0.0,0.347424,0.0,0.98495,0.0,0.0,0.17284,0.0,0.0,-0.03,1,0,0,0,0,0
546501184,0.0,-0.0,0.347112,0.0,0.984977,0.0,0.0,0.172686,0.0,0.0,-0.03,1,0,0,0,0,0
