timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
795115277,0,0.0,0.0,0.0,0.0,-3.60948,-3.36639e-07,5.11897e-07,0.0,-0.00600984,0.0174257,-0.0147052,-0.0173788,-8.41493e-05,0.000127958,0.0,-0.0074173,0.0173301,-6.34887e-05,0.162323,0.0,0.1,0.0147052,0.123302,0.253706,0.102136,0.110497,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
795220076,0,0.0,0.0,0.0,0.0,-3.61181,-3.36639e-07,5.11897e-07,0.0,-0.00590953,0.0171118,-0.0155784,-0.0185323,-8.41493e-05,0.000127958,0.0,0.00461657,0.0062233,-0.0176985,0.162294,0.0,0.102189,0.0155784,0.124133,0.254597,0.102549,0.11074,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
795320871,0,0.0,0.0,0.0,0.0,-3.6105,-3.36639e-07,5.11897e-07,0.0,-0.00540711,0.0165576,-0.0149622,-0.0146551,-8.41493e-05,0.000127958,0.0,0.0311059,0.00823738,-0.0244809,0.162265,0.0,0.111711,0.0149622,0.123078,0.253474,0.101982,0.110418,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
795425676,0,0.0,0.0,0.0,0.0,-3.60663,-3.36639e-07,5.11897e-07,0.0,-0.00555762,0.0162597,-0.0140131,-0.00842031,-8.41493e-05,0.000127958,0.0,0.0678577,-0.0452349,-0.14061,0.162209,0.0,0.114434,0.0140131,0.123893,0.254389,0.102377,0.11065,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
795522478,0,0.0,0.0,0.0,0.0,-3.60204,-3.36639e-07,5.11897e-07,0.0,-0.00404585,0.0163106,-0.0108927,-0.000172459,-8.41493e-05,0.000127958,0.0,-0.15604,-0.017696,0.210658,0.162609,0.0,0.118193,0.0108927,0.12367,0.254216,0.102198,0.110643,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
795627270,0,0.0,0.0,0.0,0.0,-3.59427,-3.36639e-07,5.11897e-07,0.0,-0.00510538,0.0146778,-0.00974692,0.00835881,-8.41493e-05,0.000127958,0.0,-0.466932,-0.461396,-0.433938,0.162163,0.0,0.121139,0.00974692,0.124487,0.255132,0.102608,0.110874,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
795728079,0,0.0,0.0,0.0,0.0,-3.58664,-3.36639e-07,5.11897e-07,0.0,-0.00190524,0.0175312,-0.00576752,0.0183197,-8.41493e-05,0.000127958,0.0,0.679132,0.332925,-0.0630904,0.162161,0.0,0.11502,0.00576752,0.125288,0.256038,0.102993,0.111099,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
795824890,0,0.0,0.0,0.0,0.0,-3.58087,-3.36639e-07,5.11897e-07,0.0,-0.00490864,0.0165377,-0.00402574,0.0234053,-8.41493e-05,0.000127958,0.0,-0.11652,0.0182848,-0.384803,0.162055,0.0,0.110118,0.00402574,0.123471,0.254137,0.102039,0.110556,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
795929670,0,0.0,0.0,0.0,0.0,-3.5768,-3.36639e-07,5.11897e-07,0.0,-0.00168076,0.0174164,0.0003998,0.028768,-8.41493e-05,0.000127958,0.0,0.14117,0.329462,0.229318,0.16227,0.0,0.103458,-0.0003998,0.123891,0.254655,0.1022,0.110737,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
796034494,0,0.0,0.0,0.0,0.0,-3.57294,-3.36639e-07,5.11897e-07,0.0,-0.00512037,0.0186193,0.000360586,0.0291745,-8.41493e-05,0.000127958,0.0,0.111428,0.812543,0.029509,0.160928,0.0,0.108119,-0.000360586,0.124651,0.255531,0.10258,0.110951,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
796131274,0,0.0,0.0,0.0,0.0,-3.56708,-3.36639e-07,5.11897e-07,0.0,-0.025609,0.0270368,-0.00105709,0.030205,-8.41493e-05,0.000127958,0.0,0.0607176,7.91178,-1.53412,0.159107,0.0,0.109183,0.00105709,0.122926,0.253673,0.101691,0.110426,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
796236070,0,0.0,0.0,0.0,0.0,-3.56197,-3.36639e-07,5.11897e-07,0.0,-0.00128204,0.0106651,0.00260125,0.0347112,-8.41493e-05,0.000127958,0.0,1.42118,-4.76957,-1.07249,0.159568,0.0,0.100712,-0.00260125,0.12381,0.254616,0.102182,0.110673,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
796332877,0,0.0,0.0,0.0,0.0,-3.55998,-3.36639e-07,5.11897e-07,0.0,-0.00125747,0.015321,0.0067278,0.036803,-8.41493e-05,0.000127958,0.0,-0.990873,4.43928,0.0469541,0.158695,0.0,0.100215,-0.0067278,0.122255,0.252857,0.10141,0.110189,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
796433670,0,0.0,0.0,0.0,0.0,-3.55737,-3.36639e-07,5.11897e-07,0.0,-0.00666266,0.00774815,0.00687949,0.0353318,-8.41493e-05,0.000127958,0.0,-1.10143,-0.910159,0.471766,0.159211,0.0,0.1,-0.00687949,0.121426,0.251849,0.101055,0.109913,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
796538471,0,0.0,0.0,0.0,0.0,-3.55818,-3.36639e-07,5.11897e-07,0.0,0.00566547,0.0248574,0.00683142,0.0303755,-8.41493e-05,0.000127958,0.0,0.142947,-1.59205,0.155548,0.158849,0.0,0.1,-0.00683142,0.120692,0.250904,0.100747,0.109666,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
796643307,0,0.0,0.0,0.0,0.0,-3.55873,-3.36639e-07,5.11897e-07,0.0,0.000117329,0.00474926,0.00360859,0.023139,-8.41493e-05,0.000127958,0.0,-1.35108,-0.030011,-0.730476,0.158152,0.0,0.1,-0.00360859,0.121458,0.251632,0.101182,0.109939,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
796740071,0,0.0,0.0,0.0,0.0,-3.56096,-3.36639e-07,5.11897e-07,0.0,0.00791528,0.00942223,0.00793869,0.0226856,-8.41493e-05,0.000127958,0.0,2.11573,-5.54485,0.516859,0.158716,0.0,0.1,-0.00793869,0.123667,0.253989,0.10234,0.110578,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
796844893,0,0.0,0.0,0.0,0.0,-3.56006,-3.36639e-07,5.11897e-07,0.0,0.0101143,0.01138,0.00445879,0.0178529,-8.41493e-05,0.000127958,0.0,0.306278,0.358699,-0.274569,0.158257,0.0,0.1,-0.00445879,0.122709,0.252934,0.101826,0.110279,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
796941677,0,0.0,0.0,0.0,0.0,-3.56041,-3.36639e-07,5.11897e-07,0.0,0.0106549,0.0104562,0.00607383,0.0168735,-8.41493e-05,0.000127958,0.0,1.10239,-2.50872,-0.315775,0.158046,0.0,0.1,-0.00607383,0.122948,0.253199,0.10196,0.110337,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
