timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
67912325,0.00028248,0.000378914,0.000635442,0.0,0.0,0.0,0.0
67944339,0.000438357,-1.81536e-05,0.000163849,0.0,0.0,0.0,0.0
67977130,0.000951401,0.000962362,0.0011249,0.0,0.0,0.0,0.0
68009116,0.000754646,0.00087645,0.000856054,0.0,0.0,0.0,0.0
68041110,0.000700337,-0.000347033,0.000155933,0.0,0.0,0.0,0.0
68073898,0.000223571,0.00191792,0.000224199,0.0,0.0,0.0,0.0
68101910,0.000721436,0.000807927,0.000599675,0.0,0.0,0.0,0.0
68133931,0.0013657,-0.000571648,0.00395265,0.0,0.0,0.0,0.0
68166720,0.00103547,0.00218261,-0.00983756,0.0,0.0,0.0,0.0
68198740,-0.00097622,-0.00457598,0.0173396,0.0,0.0,0.0,0.0
68230709,0.00258992,0.000575108,-0.0144538,0.0,0.0,0.0,0.0
68259507,-0.00173352,0.000953468,-0.00749728,0.0,0.0,0.0,0.0
68291510,0.0030595,-0.00490518,0.0174735,0.0,0.0,0.0,0.0
68323513,0.00438792,0.00594793,-0.0200961,0.0,0.0,0.0,0.0
68356302,-0.00390737,-0.000893085,0.00861729,0.0,0.0,0.0,0.0
68388386,0.00197766,-0.0157116,0.0245333,0.0,0.0,0.0,0.0
68417117,0.0141562,0.00604551,-0.0506673,0.0,0.0,0.0,0.0
68449113,-0.00701243,0.00208187,0.0172792,0.0,0.0,0.0,0.0
68481117,0.00254748,-0.00271303,0.056571,0.0,0.0,0.0,0.0
68513905,0.00271546,0.0201127,-0.0825256,0.0,0.0,0.0,0.0
68545909,-0.0167356,-0.0203674,0.0338933,0.0,0.0,0.0,0.0
68577887,0.0187535,-0.0259758,0.0456164,0.0,0.0,0.0,0.0
68610721,-0.000612122,0.0260226,-0.0782652,0.0,0.0,0.0,0.0
68642708,-0.0221808,0.0107805,0.0164524,0.0,0.0,0.0,0.0
68674693,0.0262495,-0.00841933,0.0333973,0.0,0.0,0.0,0.0
68703521,0.0024093,-0.0108166,-0.0455317,0.0,0.0,0.0,0.0
68735494,-0.0281855,-0.00620313,-0.00798547,0.0,0.0,0.0,0.0
68767509,0.0191477,0.00551504,0.0415426,0.0,0.0,0.0,0.0
68800316,-0.0103628,0.0265276,0.00823624,0.0,0.0,0.0,0.0
68832317,0.000347995,-0.00671366,-0.0284883,0.0,0.0,0.0,0.0
68864308,0.00608235,-0.0648022,-0.027597,0.0,0.0,0.0,0.0
68893122,-0.0188851,-0.0560294,0.0379405,0.0,0.0,0.0,0.0
68925122,0.00990034,0.0395054,0.0683621,0.0,0.0,0.0,0.0
68957123,0.0383066,0.159769,-0.112818,0.0,0.0,0.0,0.0
68989896,-0.0176295,0.00338203,0.0425869,0.0,0.0,0.0,0.0
69021898,-0.000881542,-0.187866,-0.118665,0.0,0.0,0.0,0.0
69049905,-0.0231441,-0.0393235,-0.0448134,0.0,0.0,0.0,0.0
69082712,0.0921673,0.0860696,0.180738,0.0,0.0,0.0,0.0
69114710,0.0130704,0.0908286,0.000136941,0.0,0.0,0.0,0.0
