timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
67912077,32767,32767,32767,32767,32767,-71,32767
67916071,32767,32767,32767,32767,32767,32767,32767
67920075,32767,32767,32767,32767,-41,32767,32767
67924073,32767,32767,32767,32767,32767,32767,32767
67928071,32767,32767,32767,32767,32767,32767,32767
67932092,32767,32767,32767,32767,-54,-64,32767
67936072,32767,32767,32767,32767,32767,32767,32767
67940076,32767,32767,32767,32767,32767,32767,32767
67944082,32767,32767,32767,32767,-70,32767,32767
67948078,32767,32767,32767,32767,32767,32767,32767
67952074,32767,32767,32767,32767,32767,-55,32767
67956074,32767,32767,32767,32767,32767,32767,32767
67960872,32767,32767,32767,32767,32767,32767,32767
67964872,32767,32767,32767,32767,-75,32767,32767
67968873,32767,32767,32767,32767,32767,32767,32767
67972874,32767,32767,32767,32767,-54,-63,32767
67976884,32767,32767,32767,32767,32767,32767,32767
67980864,32767,32767,32767,32767,32767,32767,32767
67984870,32767,32767,32767,32767,-65,32767,32767
67988874,32767,32767,32767,32767,32767,32767,32767
67992874,32767,32767,32767,32767,32767,32767,32767
67996883,32767,32767,32767,32767,32767,-66,32767
68000895,32767,32767,32767,32767,32767,32767,32767
68004864,32767,32767,32767,32767,32767,32767,32767
68008864,32767,32767,32767,32767,-72,32767,32767
68012874,32767,32767,32767,32767,32767,32767,32767
68016872,32767,32767,32767,32767,32767,32767,32767
68020873,32767,32767,-51,32767,-69,-82,32767
68024888,32767,32767,32767,32767,32767,32767,32767
68028878,32767,32767,32767,32767,-49,32767,32767
68032864,32767,32767,32767,32767,32767,32767,32767
68036863,32767,32767,32767,32767,32767,32767,32767
68040868,32767,32767,32767,32767,32767,-63,32767
68044890,32767,32767,32767,32767,32767,32767,32767
68048874,32767,32767,32767,32767,32767,32767,32767
68053674,32767,32767,32767,32767,-75,32767,32767
68057673,32767,32767,32767,32767,32767,32767,32767
68061670,32767,32767,32767,32767,-42,-51,32767
68065674,32767,32767,32767,32767,32767,32767,32767
68069663,32767,32767,32767,32767,32767,32767,32767
68073671,32767,32767,32767,32767,-67,32767,32767
68077672,32767,32767,32767,32767,32767,32767,32767
68081671,32767,32767,32767,32767,32767,-51,32767
68085674,32767,32767,32767,32767,32767,32767,32767
68089671,32767,32767,32767,32767,32767,32767,32767
68093677,32767,32767,32767,32767,-67,32767,32767
68097668,32767,32767,32767,32767,32767,32767,32767
68101672,32767,32767,32767,32767,32767,32767,32767
68105671,32767,32767,32767,32767,-61,-70,32767
68109675,32767,32767,32767,32767,32767,32767,32767
68113670,32767,32767,32767,32767,32767,32767,32767
68117672,32767,32767,32767,32767,-64,32767,32767
68121680,32767,32767,32767,32767,32767,32767,32767
68125663,32767,32767,32767,32767,32767,32767,32767
68129673,32767,32767,32767,32767,32767,-70,32767
68133689,32767,32767,32767,32767,32767,32767,32767
68137671,32767,32767,32767,32767,32767,32767,32767
68142495,32767,32767,32767,32767,-71,32767,32767
68146471,32767,32767,32767,32767,32767,32767,32767
68150471,32767,32767,32767,32767,-40,-50,32767
68154477,32767,32767,32767,32767,32767,32767,32767
68158463,32767,32767,32767,32767,32767,32767,32767
68162469,32767,32767,32767,32767,-48,32767,32767
68166480,32767,32767,32767,32767,32767,32767,32767
68170471,32767,32767,32767,32767,32767,32767,32767
68174470,32767,32767,32767,32767,32767,-75,32767
68178473,32767,32767,32767,32767,32767,32767,32767
68182478,32767,32767,32767,32767,32767,32767,32767
68186464,32767,32767,32767,32767,-70,32767,32767
68190463,32767,32767,32767,32767,32767,32767,32767
68194471,32767,32767,32767,32767,32767,32767,32767
68198491,32767,32767,32767,32767,-68,-88,32767
68202472,32767,32767,32767,32767,32767,32767,32767
68206471,32767,32767,32767,32767,-45,32767,32767
68210477,32767,32767,32767,32767,32767,32767,32767
68214464,32767,32767,32767,32767,32767,32767,32767
68218464,32767,32767,32767,32767,32767,-64,32767
68222470,32767,32767,-98,32767,32767,32767,32767
68226471,32767,32767,32767,32767,32767,32767,32767
68230471,32767,32767,32767,32767,-59,32767,32767
68235271,32767,32767,32767,32767,32767,32767,32767
68239279,32767,32767,32767,32767,32767,32767,32767
68243270,32767,32767,32767,32767,-70,-87,32767
68247276,32767,32767,32767,32767,32767,32767,32767
68251262,32767,32767,32767,32767,-44,32767,32767
68255271,32767,32767,32767,32767,32767,32767,32767
