timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
412714076,0.266047,0.350067,0.00362512,0.0,0.0,-0.03
412746868,0.266082,0.350084,0.0036256,0.0,0.0,-0.03
412774796,0.266146,0.350131,0.00362688,0.0,0.0,-0.03
412806796,0.266109,0.35012,0.00362613,0.0,0.0,-0.03
412839663,0.266297,0.350143,0.00362925,0.0,0.0,-0.03
412871573,0.266361,0.350007,0.00362882,0.0,0.0,-0.03
412903587,0.266315,0.350039,0.00362841,0.0,0.0,-0.03
412935675,0.26631,0.350117,0.00362908,0.0,0.0,-0.03
412964397,0.266293,0.350205,0.0036298,0.0,0.0,-0.03
412996389,0.266269,0.350334,0.00363081,0.0,0.0,-0.03
413028531,0.266256,0.350542,0.00363275,0.0,0.0,-0.03
413061195,0.266262,0.35046,0.00363192,0.0,0.0,-0.03
413093286,0.266518,0.350386,0.00363502,0.0,0.0,-0.03
413121275,0.265947,0.349576,0.00361853,0.0,0.0,-0.03
413154069,0.265803,0.34848,0.00360519,0.0,0.0,-0.03
413185993,0.266337,0.34926,0.00362044,0.0,0.0,-0.03
413217996,0.266513,0.35126,0.00364366,0.0,0.0,-0.03
413250068,0.265589,0.350957,0.00362811,0.0,0.0,-0.03
413278792,0.266415,0.34993,0.00362863,0.0,0.0,-0.03
413310794,0.265485,0.349164,0.00360805,0.0,0.0,-0.03
413342786,0.26584,0.347775,0.00359823,0.0,0.0,-0.03
413375575,0.267215,0.351056,0.003651,0.0,0.0,-0.03
413407668,0.261775,0.349976,0.00356562,0.0,0.0,-0.03
413439590,0.262374,0.346056,0.00353403,0.0,0.0,-0.03
413467669,0.26496,0.343746,0.00354485,0.0,0.0,-0.03
413500396,0.259431,0.340721,0.00344029,0.0,0.0,-0.03
413532395,0.259009,0.335656,0.00338356,0.0,0.0,-0.03
413564388,0.261718,0.331682,0.00337817,0.0,0.0,-0.03
413597194,0.259466,0.335598,0.0033889,0.0,0.0,-0.03
413625197,0.260353,0.34282,0.0034737,0.0,0.0,-0.03
413657179,0.262469,0.346102,0.00353569,0.0,0.0,-0.03
413689991,0.262424,0.342479,0.00349795,0.0,0.0,-0.03
413721980,0.262821,0.337594,0.00345304,0.0,0.0,-0.03
413753995,0.258819,0.335172,0.00337624,0.0,0.0,-0.03
413782868,0.257013,0.333599,0.00333703,0.0,0.0,-0.03
413814791,0.255374,0.325912,0.0032391,0.0,0.0,-0.03
413846792,0.256287,0.328312,0.0032746,0.0,0.0,-0.03
413878793,0.242879,0.321669,0.00304049,0.0,0.0,-0.03
413911585,0.237328,0.296206,0.00273525,0.0,0.0,-0.03
413943591,0.22719,0.276026,0.00243982,0.0,0.0,-0.03
413971592,0.216215,0.25321,0.00213028,0.0,0.0,-0.03
414004386,0.196696,0.222499,0.00170269,0.0,0.0,-0.03
414036387,0.185823,0.185173,0.00133848,0.0,0.0,-0.03
414068532,0.179133,0.152996,0.001066,0.0,0.0,-0.03
414101265,0.180029,0.145281,0.00101748,0.0,0.0,-0.03
414129268,0.181949,0.162515,0.00115011,0.0,0.0,-0.03
414161193,0.190081,0.19087,0.00141136,0.0,0.0,-0.03
414193994,0.196385,0.215242,0.00164419,0.0,0.0,-0.03
414226074,0.219615,0.232456,0.00198578,0.0,0.0,-0.03
414257972,0.226698,0.250506,0.00220933,0.0,0.0,-0.03
414289993,0.227184,0.274795,0.00242911,0.0,0.0,-0.03
414318792,0.23372,0.276043,0.00251025,0.0,0.0,-0.03
414350790,0.235636,0.274117,0.00251313,0.0,0.0,-0.03
414382790,0.230374,0.26871,0.00240861,0.0,0.0,-0.03
414415588,0.226466,0.255479,0.00225085,0.0,0.0,-0.03
414447664,0.222986,0.244139,0.00211806,0.0,0.0,-0.03
414475598,0.219508,0.235971,0.00201504,0.0,0.0,-0.03
414507663,0.215806,0.229336,0.00192535,0.0,0.0,-0.03
414540396,0.213764,0.22388,0.00186162,0.0,0.0,-0.03
