timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
67904549,14.9762,15.2931,0.0,3.50325e-44,0.0,0.00519339,0.589779,1.059,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
68413394,15.0346,15.2412,2.8421,0.194622,0.0,0.0399777,0.571145,1.06184,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
68921364,14.8596,15.1713,7.7645,1.23701,0.0,0.272425,0.542616,1.06623,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
69417355,15.0783,15.1083,4.2192,2.79898,0.0,0.799926,0.516026,1.07035,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
69914152,14.9033,15.0765,1.172,2.33838,0.0,1.08354,0.502958,1.07239,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
70422174,15.1658,15.0773,2.344,2.06268,0.0,1.34352,0.504258,1.07218,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
70918936,15.37,15.1033,2.2268,1.99323,0.0,1.60854,0.516666,1.07025,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
71426939,15.1221,15.1211,2.1975,2.01337,0.0,1.8931,0.525164,1.06893,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
71922941,15.2242,15.155,2.051,1.99272,0.0,2.16488,0.540871,1.0665,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
72419743,15.0929,15.1661,1.6701,1.98924,0.0,2.43875,0.546049,1.0657,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
72927751,15.1512,15.179,2.2854,1.99863,0.0,2.71882,0.552062,1.06477,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
73424549,15.1658,15.1835,1.8166,2.01921,0.0,2.99988,0.554151,1.06445,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
73932555,15.2533,15.2036,2.3733,1.9995,0.0,3.27914,0.563368,1.06303,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
74429334,15.2971,15.2117,1.7873,2.01967,0.0,3.56054,0.567068,1.06247,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
74937383,15.3554,15.2157,2.0217,2.02764,0.0,3.84621,0.5689,1.06219,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
75433383,15.2096,15.2246,1.9631,2.01548,0.0,4.12218,0.572994,1.06156,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
75930176,15.1658,15.2127,2.4026,2.00629,0.0,4.39763,0.567591,1.06239,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
76438143,15.4137,15.2187,2.1389,2.02589,0.0,4.68493,0.570323,1.06197,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
76934937,15.3554,15.2148,1.9338,2.05576,0.0,4.97108,0.568524,1.06224,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
77430933,15.3116,15.2151,1.9924,2.0176,0.0,5.24528,0.56869,1.06222,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
77938948,15.1221,15.2191,1.8752,2.02626,0.0,5.53416,0.570505,1.06194,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
78435755,15.3991,15.2236,1.9045,2.04956,0.0,5.82006,0.572543,1.06163,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
78931763,15.2533,15.2224,2.051,2.03639,0.0,6.09719,0.571993,1.06171,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
79440546,15.2096,15.2216,1.9924,2.02902,0.0,6.3837,0.571616,1.06177,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
79936536,15.195,15.2245,1.9338,2.03706,0.0,6.66368,0.572936,1.06157,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
80432560,15.2971,15.2265,2.3147,2.02948,0.0,6.94237,0.573875,1.06142,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
80941359,15.1512,15.2195,1.7873,2.03866,0.0,7.23111,0.570688,1.06191,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
81437346,15.3846,15.2123,1.758,2.01082,0.0,7.50675,0.5674,1.06242,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
81933352,15.2387,15.212,2.0217,2.03149,0.0,7.78837,0.56726,1.06244,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
82442158,15.1658,15.2128,1.9924,2.03802,0.0,8.07739,0.56764,1.06238,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
82938168,15.1804,15.2093,1.8752,2.03012,0.0,8.35706,0.566059,1.06262,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
83434913,15.1075,15.2025,1.9338,2.02053,0.0,8.63463,0.562971,1.06309,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
83942963,15.3846,15.1916,2.344,2.07219,0.0,8.93225,0.55798,1.06386,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
84438936,15.1367,15.2004,2.2268,2.04899,0.0,9.21149,0.561978,1.06325,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
84935767,15.2096,15.2085,1.9338,2.01602,0.0,9.48824,0.56567,1.06268,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
85443737,15.3408,15.2123,2.1389,2.03013,0.0,9.77525,0.567421,1.06241,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
85940545,15.1221,15.2068,1.8752,2.04397,0.0,10.0594,0.564896,1.0628,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
86448628,15.2096,15.2138,1.9924,2.0644,0.0,10.3532,0.568085,1.06231,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
86944566,15.2387,15.2136,2.1096,2.03833,0.0,10.6309,0.567999,1.06232,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
87453357,15.4137,15.2287,2.0217,2.06891,0.0,10.9244,0.574849,1.06127,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
87949478,15.3554,15.2233,2.2268,2.05772,0.0,11.2059,0.572424,1.06165,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
88458192,15.37,15.217,2.3147,2.05925,0.0,11.4972,0.569525,1.06209,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
88954157,15.1658,15.219,1.9924,2.04932,0.0,11.7765,0.570471,1.06194,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
89462206,15.2825,15.2146,2.1682,2.03916,0.0,12.0628,0.568473,1.06225,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
89958951,15.2387,15.2198,2.0217,2.0415,0.0,12.3441,0.570836,1.06189,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
90466954,15.2825,15.2142,2.5198,2.06031,0.0,12.6353,0.568256,1.06228,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
90962932,15.1512,15.2213,1.9338,2.05366,0.0,12.9181,0.571486,1.06179,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
91459763,15.37,15.221,2.1682,2.05069,0.0,13.1992,0.571345,1.06181,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
91967729,15.2679,15.2169,2.051,2.0773,0.0,13.4963,0.569519,1.06209,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
92464543,15.3991,15.214,1.9338,2.07592,0.0,13.7828,0.568185,1.06229,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
92972566,15.3116,15.2097,2.1682,2.09081,0.0,14.0797,0.566205,1.0626,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
93468638,15.3116,15.2115,1.9631,2.05241,0.0,14.3571,0.567029,1.06247,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
93965356,15.1221,15.2141,2.051,2.06383,0.0,14.6411,0.568232,1.06229,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
