timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
795119264,0.000853104,0.000719186,-0.00106307,0.996474,-0.0169355,-0.0149265,0.0808056,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795151273,4.57764e-05,0.000653697,0.000177928,0.996475,-0.0169373,-0.0149252,0.0807964,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795184064,0.000787506,0.000709017,0.000213615,0.996475,-0.0169345,-0.0149301,0.0807955,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795216092,0.000168296,-0.000640798,-0.000306204,0.996475,-0.0169264,-0.0149373,0.0807953,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795244087,0.000213378,0.000931652,-0.00110132,0.996476,-0.0169243,-0.0149295,0.0807861,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795276088,-0.000249196,5.55487e-05,0.00145597,0.996476,-0.0169265,-0.0149278,0.0807833,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795308874,-0.000658259,0.000789331,0.00109921,0.996476,-0.0169243,-0.0149257,0.080783,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795340871,-0.000687986,0.00152714,-0.00245876,0.996478,-0.0169354,-0.0149188,0.0807649,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795372871,0.000912783,-0.00485127,0.00136698,0.99648,-0.0169265,-0.0149327,0.080736,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795401675,-0.00340088,-0.000629939,0.00665091,0.996478,-0.0169248,-0.0149489,0.0807572,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795433671,0.0075031,0.00481172,-0.00205751,0.99648,-0.0169212,-0.0149228,0.0807321,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795465670,0.0140128,-2.25368e-05,-0.0101946,0.99649,-0.0169247,-0.0149077,0.0806114,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795498485,0.00210366,-0.00446617,0.0350865,0.996478,-0.0169245,-0.0149527,0.0807599,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795530471,0.00526567,0.00371506,-0.0332608,0.996472,-0.0169016,-0.0149296,0.0808405,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795562471,-0.0124035,-0.00232784,-0.0169,0.99652,-0.016922,-0.0148484,0.0802594,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795590471,0.0116048,-0.0158749,0.0494935,0.996492,-0.0169733,-0.014948,0.0805712,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795623282,0.00726696,0.0101718,-0.0245319,0.996475,-0.0168425,-0.0149914,0.0808041,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795655272,-0.0125768,0.00722286,-0.0177626,0.996521,-0.0168925,-0.0148707,0.0802455,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795687298,0.00358907,-0.00615042,0.0334116,0.996499,-0.0170348,-0.0148994,0.0804841,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
795720089,-0.00753757,-0.00345005,-0.00168574,0.996479,-0.016802,-0.0149244,0.0807723,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
