timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
541626607,541626474,0.0245412,0.0214406,0.000329431,0.03,0.0,0.0,0.0,-1.0
541726631,541726490,0.0247307,0.0214771,0.000332665,0.03,0.0,0.0,0.0,-1.0
541827398,541827271,0.0254958,0.0228155,-0.000679063,0.03,0.0,0.0,0.0,-1.0
541928225,541928086,0.0255448,0.0241524,0.00139445,0.03,0.0,0.0,0.0,-1.0
542029819,542029679,0.0265236,0.0244759,-0.00300817,0.03,0.0,0.0,0.0,-1.0
542134613,542134476,0.0246306,0.0250663,-0.00372624,0.03,0.0,0.0,0.0,-1.0
542235399,542235271,0.0253857,0.0235649,-0.00378766,0.03,0.0,0.0,0.0,-1.0
542336203,542336072,0.0246695,0.0201243,-0.00531757,0.03,0.0,0.0,0.0,-1.0
542437013,542436875,0.0281428,0.0244721,-0.0082642,0.03,0.0,0.0,0.0,-1.0
542537791,542537663,0.0251102,0.0226197,-0.000545469,0.03,0.0,0.0,0.0,-1.0
542638622,542638474,0.0208385,0.0220858,-0.00860225,0.03,0.0,0.0,0.0,-1.0
542743411,542743271,0.01314,-0.0110442,-0.0161516,0.03,0.0,0.0,0.0,-1.0
542844251,542844102,0.027622,0.0320083,0.0171375,0.03,0.0,0.0,0.0,-1.0
542945000,542944870,0.0193385,0.0145485,0.0223084,0.03,0.0,0.0,0.0,-1.0
543045801,543045671,0.00945618,0.0210164,-0.0162704,0.03,0.0,0.0,0.0,-1.0
543146602,543146472,0.0219449,0.0369101,0.0111933,0.03,0.0,0.0,0.0,-1.0
543247389,543247263,0.0285791,0.0301746,0.00495809,0.03,0.0,0.0,0.0,-1.0
543352201,543352070,0.0241509,0.0217325,-0.00821669,0.03,0.0,0.0,0.0,-1.0
543453034,543452903,0.0190487,0.0165164,-0.00189323,0.03,0.0,0.0,0.0,-1.0
543553800,543553664,0.0281971,0.0164572,0.000560622,0.03,0.0,0.0,0.0,-1.0
543654602,543654470,0.0233926,0.0230284,0.00739382,0.03,0.0,0.0,0.0,-1.0
543755407,543755279,0.0267531,0.0234572,0.0038835,0.03,0.0,0.0,0.0,-1.0
543856200,543856070,0.0245669,0.0257168,-0.00208457,0.03,0.0,0.0,0.0,-1.0
543960997,543960870,0.0270906,0.0132979,-0.00436348,0.03,0.0,0.0,0.0,-1.0
544061808,544061667,0.023872,0.0205613,0.000543527,0.03,0.0,0.0,0.0,-1.0
544162607,544162478,0.0261063,0.0214956,0.00528738,0.03,0.0,0.0,0.0,-1.0
544263395,544263264,0.0284871,0.0195724,0.00282124,0.03,0.0,0.0,0.0,-1.0
544364227,544364087,0.0243851,0.019931,-0.00323225,0.03,0.0,0.0,0.0,-1.0
544469010,544468874,0.0262582,0.0255549,-0.00158229,0.03,0.0,0.0,0.0,-1.0
544569802,544569676,0.0289036,0.0238788,0.000922619,0.03,0.0,0.0,0.0,-1.0
544670604,544670471,0.0263327,0.0214522,0.00441513,0.03,0.0,0.0,0.0,-1.0
544771402,544771272,0.0263571,0.0184529,0.00325068,0.03,0.0,0.0,0.0,-1.0
544872208,544872073,0.0302532,0.0224365,-0.00281826,0.03,0.0,0.0,0.0,-1.0
544972989,544972863,0.0321727,0.0231757,-0.00236682,0.03,0.0,0.0,0.0,-1.0
545077815,545077686,0.0231284,0.0183975,0.000647962,0.03,0.0,0.0,0.0,-1.0
545178604,545178472,0.0235506,0.0216875,0.00478781,0.03,0.0,0.0,0.0,-1.0
545279406,545279277,0.0300985,0.0214094,0.00228059,0.03,0.0,0.0,0.0,-1.0
545380200,545380070,0.0306329,0.0227675,-0.00158607,0.03,0.0,0.0,0.0,-1.0
545481007,545480873,0.0284677,0.0278516,-0.00472069,0.03,0.0,0.0,0.0,-1.0
545581800,545581670,0.0280135,0.0217344,0.00134454,0.03,0.0,0.0,0.0,-1.0
545686612,545686483,0.0273754,0.0220922,0.00382386,0.03,0.0,0.0,0.0,-1.0
545787427,545787301,0.0311974,0.0177068,0.00322138,0.03,0.0,0.0,0.0,-1.0
545888223,545888074,0.0273207,0.0211084,-0.00238292,0.03,0.0,0.0,0.0,-1.0
545988994,545988864,0.0328125,0.0259738,-0.000168556,0.03,0.0,0.0,0.0,-1.0
546089807,546089672,0.0323775,0.0254374,8.56477e-05,0.03,0.0,0.0,0.0,-1.0
546194606,546194470,0.0247937,0.0220958,0.00487121,0.03,0.0,0.0,0.0,-1.0
546299393,546299263,0.0250169,0.0199258,0.00212195,0.03,0.0,0.0,0.0,-1.0
546400205,546400070,0.0277432,0.0198743,-0.00109263,0.03,0.0,0.0,0.0,-1.0
546501003,546500874,0.0292597,0.0272399,-0.00243625,0.03,0.0,0.0,0.0,-1.0
546601818,546601688,0.0299624,0.0266696,0.00169514,0.03,0.0,0.0,0.0,-1.0
546702606,546702474,0.0301176,0.0264221,0.0035493,0.03,0.0,0.0,0.0,-1.0
546803404,546803271,0.0287286,0.0201626,0.00427801,0.03,0.0,0.0,0.0,-1.0
546908201,546908070,0.0237874,0.0198412,-0.00292992,0.03,0.0,0.0,0.0,-1.0
547008988,547008862,0.0294177,0.0213486,-0.00189055,0.03,0.0,0.0,0.0,-1.0
547109804,547109672,0.0298724,0.0271516,0.000974705,0.03,0.0,0.0,0.0,-1.0
547210601,547210471,0.0299217,0.0232743,0.0042801,0.03,0.0,0.0,0.0,-1.0
547311403,547311276,0.0219369,0.0185133,0.00114194,0.03,0.0,0.0,0.0,-1.0
547412208,547412074,0.028155,0.0174192,-0.000248752,0.03,0.0,0.0,0.0,-1.0
547516997,547516870,0.0307118,0.028259,-0.00247319,0.03,0.0,0.0,0.0,-1.0
547617803,547617673,0.0330441,0.0265559,0.00150207,0.03,0.0,0.0,0.0,-1.0
547718595,547718463,0.0293319,0.0238068,0.00194946,0.03,0.0,0.0,0.0,-1.0
547819398,547819270,0.0302765,0.0185245,0.00363157,0.03,0.0,0.0,0.0,-1.0
547920241,547920090,0.0279407,0.0169003,-0.00117586,0.03,0.0,0.0,0.0,-1.0
548024990,548024864,0.0320811,0.0224245,-0.00161221,0.03,0.0,0.0,0.0,-1.0
548125839,548125704,0.026853,0.023068,8.26648e-05,0.03,0.0,0.0,0.0,-1.0
