timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
66341808,66336611,1200.0,0.366756,0.132977,1.29206,0.0,255,0,6,4,1,0,1,1,1,1,36
67349947,66336611,1200.0,0.366756,0.133334,0.928362,0.0,255,0,6,4,1,0,1,1,1,1,36
67390977,67388704,1200.0,0.366756,0.133334,0.928362,0.0,255,0,6,4,1,0,1,1,1,1,36
68338709,68331748,1200.0,0.366756,0.132797,1.12283,0.0,255,0,6,4,1,0,1,1,1,1,36
69285458,69282602,1200.0,0.366756,0.158192,1.23686,0.0,255,0,6,4,1,0,1,1,1,1,36
70290548,69282602,1200.0,0.366756,0.155588,0.897852,0.0,255,0,6,4,1,0,1,1,1,1,36
70496710,70489794,1200.0,0.366756,0.155588,0.897852,0.0,255,0,6,4,1,0,1,1,1,1,36
71420203,71413016,1200.0,0.366756,0.133244,1.32548,0.0,255,0,6,4,1,0,1,1,1,1,36
72343863,72336766,1200.0,0.366756,0.133621,0.819675,0.0,255,0,6,4,1,0,1,1,1,1,36
73350709,72336766,1200.0,0.366756,0.133342,0.975186,0.0,255,0,6,4,1,0,1,1,1,1,36
73390899,73385905,1200.0,0.366756,0.133342,0.975186,0.0,255,0,6,4,1,0,1,1,1,1,36
74322707,74320657,1200.0,0.366756,0.132937,1.16469,0.0,255,0,6,4,1,0,1,1,1,1,36
75331771,74320657,1200.0,0.366756,0.156538,0.977116,0.0,255,0,6,4,1,0,1,1,1,1,36
75341915,75335676,1200.0,0.366756,0.156538,0.977116,0.0,255,0,6,4,1,0,1,1,1,1,36
76343770,75335676,1200.0,0.366756,0.114181,0.762533,0.0,255,0,6,4,1,0,1,1,1,1,36
76384833,76384619,1200.0,0.366756,0.114181,0.762533,0.0,255,0,6,4,1,0,1,1,1,1,36
77339397,77336611,1200.0,0.366756,0.15228,1.29787,0.0,255,0,6,4,1,0,1,1,1,1,36
78342101,78333863,1200.0,0.366756,0.133378,1.24519,0.0,255,0,6,4,1,0,1,1,1,1,36
79345889,78333863,1200.0,0.366756,0.159593,1.16303,0.0,255,0,6,4,1,0,1,1,1,1,36
79457284,79453782,1200.0,0.366756,0.159593,1.16303,0.0,255,0,6,4,1,0,1,1,1,1,36
80375769,80371791,1200.0,0.366756,0.13359,0.922173,0.0,255,0,6,4,1,0,1,1,1,1,36
81337069,81333087,1200.0,0.366756,0.155683,0.898401,0.0,255,0,6,4,1,0,1,1,1,1,36
82342073,81333087,1200.0,0.366756,0.133395,1.24436,0.0,255,0,6,4,1,0,1,1,1,1,36
82392754,82383713,1200.0,0.366756,0.133395,1.24436,0.0,255,0,6,4,1,0,1,1,1,1,36
83350795,83343672,1200.0,0.366756,0.133726,0.904148,0.0,255,0,6,4,1,0,1,1,1,1,36
84335393,84326718,1200.0,0.366756,0.218085,1.63068,0.0,255,0,6,4,1,0,1,1,1,1,36
85337801,84326718,1200.0,0.366756,0.133317,1.13917,0.0,255,0,6,4,1,0,1,1,1,1,36
