timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
541447710,1608053399199674,408102350,-778706355,361469,327028,0.91,0.302373,3.878,8.005,1.05,2.04,93,13,0.122,0.064,0.104,-0.386,3.83327,0,nan,0.0,3,1,8
541647695,1608053399399674,408102351,-778706358,361651,327210,0.998,0.302463,3.885,7.985,1.05,2.04,93,13,0.041,-0.041,0.008,-0.288,3.83327,0,nan,0.0,3,1,8
541845880,1608053399599674,408102349,-778706368,361913,327473,1.147,0.302567,3.892,7.965,1.05,2.04,93,13,0.325,-0.128,-0.298,-0.39,3.83327,0,nan,0.0,3,1,8
542059706,1608053399799674,408102349,-778706377,362252,327811,1.01,0.302659,3.899,7.945,1.05,2.04,93,13,0.062,0.025,-0.057,-0.227,3.83327,0,nan,0.0,3,1,8
542244642,1608053399999675,408102348,-778706386,362553,328112,1.189,0.302766,3.904,7.926,1.05,2.04,93,12,0.205,-0.169,-0.115,-0.19,3.83327,0,nan,0.0,3,1,8
542450982,1608053400199674,408102346,-778706396,362869,328429,1.163,0.302872,3.908,7.905,1.05,2.04,93,12,0.167,-0.102,-0.132,-0.043,3.83327,0,nan,0.0,3,1,8
542647706,1608053400399674,408102346,-778706407,363279,328839,0.813,0.302945,3.911,7.882,1.05,2.04,93,12,0.17,0.147,-0.086,-0.158,3.83327,0,nan,0.0,3,1,8
542845766,1608053400599674,408102344,-778706421,363760,329320,1.056,0.303041,3.912,7.858,1.05,2.04,93,12,0.128,-0.069,-0.108,-0.326,3.83327,0,nan,0.0,3,1,8
543047687,1608053400799674,408102340,-778706435,364157,329717,1.114,0.303142,3.913,7.838,1.05,2.04,93,12,0.195,-0.106,-0.163,-0.212,3.83327,0,nan,0.0,3,1,8
543245266,1608053400999675,408102340,-778706448,364571,330131,1.059,0.303237,3.915,7.82,1.05,2.04,93,15,0.212,-0.042,-0.208,-0.393,3.83327,0,nan,0.0,3,1,8
543446270,1608053401199674,408102342,-778706455,364882,330441,1.003,0.303328,3.92,7.803,1.05,2.04,93,15,0.119,0.025,-0.116,-0.399,3.83327,0,nan,0.0,3,1,8
543644639,1608053401399674,408102346,-778706457,365036,330596,1.133,0.303431,3.927,7.789,1.05,2.04,93,15,0.189,-0.116,-0.15,-0.289,3.83327,0,nan,0.0,3,1,8
543845187,1608053401599674,408102348,-778706459,365189,330749,1.096,0.30353,3.934,7.776,1.05,2.04,93,15,0.065,-0.054,-0.037,-0.135,3.83327,0,nan,0.0,3,1,8
544062957,1608053401799674,408102348,-778706462,365327,330887,1.082,0.303627,3.942,7.762,1.05,2.04,93,15,0.23,-0.227,-0.034,-0.085,3.83327,0,nan,0.0,3,1,8
544248737,1608053401999675,408102351,-778706463,365493,331053,0.644,0.303685,3.95,7.749,1.05,2.04,93,13,0.054,-0.043,0.032,-0.027,3.83327,0,nan,0.0,3,1,8
544446565,1608053402199674,408102353,-778706466,365688,331248,1.152,0.303789,3.957,7.736,1.05,2.04,93,13,0.152,-0.143,-0.051,-0.036,3.83327,0,nan,0.0,3,1,8
544647815,1608053402399674,408102352,-778706472,365947,331507,1.142,0.303892,3.964,7.721,1.05,2.04,93,13,0.204,-0.192,-0.067,-0.049,3.83327,0,nan,0.0,3,1,8
544841870,1608053402599674,408102353,-778706474,366127,331687,0.953,0.303978,3.97,7.705,1.05,2.04,93,13,0.003,0.003,0.001,-0.212,3.83327,0,nan,0.0,3,1,8
545043798,1608053402799674,408102358,-778706472,366301,331860,0.769,0.304048,3.976,7.691,1.05,2.04,93,13,0.101,-0.002,0.101,-0.092,3.83327,0,nan,0.0,3,1,8
545244631,1608053402999675,408102363,-778706469,366455,332015,0.915,0.30413,3.983,7.679,1.05,2.04,93,14,0.062,0.037,0.05,-0.085,3.83327,0,nan,0.0,3,1,8
545446630,1608053403199674,408102368,-778706465,366572,332132,0.81,0.304203,3.988,7.664,1.05,2.04,93,14,0.057,-0.048,0.031,-0.069,3.83327,0,nan,0.0,3,1,8
545649062,1608053403399674,408102372,-778706464,366767,332327,0.886,0.304283,3.993,7.65,1.05,2.04,93,14,0.055,0.018,0.052,-0.158,3.83327,0,nan,0.0,3,1,8
545849387,1608053403599674,408102374,-778706465,366868,332428,1.202,0.304392,3.999,7.637,1.05,2.04,93,14,0.236,-0.193,-0.135,-0.097,3.83327,0,nan,0.0,3,1,8
546063713,1608053403799674,408102379,-778706462,366926,332486,1.001,0.304482,4.004,7.62,1.6,2.35,93,14,0.159,-0.159,-0.014,-0.028,3.83327,0,nan,0.0,3,1,7
546244684,1608053403999675,408102382,-778706460,367046,332606,0.98,0.30457,4.009,7.603,1.6,2.35,93,14,0.115,-0.115,0.008,-0.197,3.83327,0,nan,0.0,3,1,7
546445915,1608053404199674,408102385,-778706461,367143,332702,0.976,0.304658,4.014,7.587,1.6,2.35,93,14,0.092,-0.026,-0.088,0.007,3.83327,0,nan,0.0,3,1,7
546643415,1608053404399674,408102388,-778706463,367230,332790,1.124,0.304759,4.019,7.571,1.6,2.35,93,14,0.034,-0.027,-0.021,-0.045,3.83327,0,nan,0.0,3,1,7
546845932,1608053404599674,408102392,-778706461,367385,332944,1.033,0.304852,4.026,7.56,1.6,2.35,93,14,0.237,0.157,0.177,-0.13,3.83327,0,nan,0.0,3,1,7
547042750,1608053404799674,408102396,-778706464,367528,333088,0.967,0.304939,4.033,7.55,1.6,2.35,93,14,0.162,0.053,-0.153,-0.236,3.83327,0,nan,0.0,3,1,7
547243687,1608053404999675,408102399,-778706465,367625,333185,0.916,0.305021,4.04,7.54,1.6,2.35,93,11,0.104,0.082,0.064,-0.218,3.83327,0,nan,0.0,3,1,7
547441778,1608053405199674,408102399,-778706468,367763,333323,0.927,0.305104,4.048,7.53,1.6,2.35,93,11,0.061,0.053,-0.029,-0.132,3.83327,0,nan,0.0,3,1,7
547644631,1608053405399674,408102397,-778706475,367855,333415,1.162,0.305209,4.055,7.52,1.6,2.35,93,11,0.197,-0.079,-0.18,-0.146,3.83327,0,nan,0.0,3,1,7
547844626,1608053405599674,408102395,-778706481,367945,333505,1.078,0.305306,4.062,7.511,1.6,2.35,93,11,0.177,-0.023,-0.176,-0.212,3.83327,0,nan,0.0,3,1,7
548056726,1608053405799674,408102392,-778706489,368007,333567,1.19,0.305413,4.069,7.501,1.6,2.35,93,11,0.251,-0.14,-0.208,-0.215,3.83327,0,nan,0.0,3,1,7
548244669,1608053405999675,408102389,-778706495,368113,333673,1.115,0.305513,4.075,7.488,1.6,2.35,93,19,0.194,-0.115,-0.156,-0.346,3.83327,0,nan,0.0,3,1,7
548449797,1608053406199674,408102386,-778706498,368226,333785,1.087,0.30561,4.082,7.48,1.6,2.35,93,19,0.129,-0.118,-0.051,-0.24,3.83327,0,nan,0.0,3,1,7
548647729,1608053406399674,408102385,-778706498,368257,333816,1.048,0.305704,4.088,7.471,1.6,2.35,93,19,0.065,-0.043,-0.05,-0.225,3.83327,0,nan,0.0,3,1,7
548844636,1608053406599674,408102382,-778706505,368382,333941,1.189,0.305811,4.094,7.459,1.05,2.04,93,19,0.206,-0.128,-0.161,-0.177,3.83327,0,nan,0.0,3,1,8
549051432,1608053406799674,408102380,-778706511,368467,334027,1.177,0.305916,4.099,7.448,1.05,2.04,93,19,0.179,-0.12,-0.132,-0.176,3.83327,0,nan,0.0,3,1,8
549249774,1608053406999675,408102378,-778706516,368550,334110,1.15,0.306019,4.105,7.436,1.05,2.04,93,13,0.129,-0.058,-0.116,-0.132,3.83327,0,nan,0.0,3,1,8
549449914,1608053407199674,408102378,-778706521,368635,334195,0.893,0.3061,4.111,7.425,1.6,2.35,93,13,0.127,0.032,-0.123,-0.083,3.83327,0,nan,0.0,3,1,7
549648699,1608053407399674,408102376,-778706530,368773,334333,1.097,0.306198,4.116,7.414,1.6,2.35,93,13,0.216,-0.044,-0.212,-0.208,3.83327,0,nan,0.0,3,1,7
549844676,1608053407599674,408102374,-778706540,368923,334482,1.126,0.306298,4.122,7.403,1.6,2.35,93,13,0.209,-0.065,-0.198,-0.19,3.83327,0,nan,0.0,3,1,7
550055500,1608053407799674,408102372,-778706547,369064,334624,1.036,0.306391,4.128,7.393,1.6,2.35,93,13,0.083,-0.065,-0.052,-0.308,3.83327,0,nan,0.0,3,1,7
550247732,1608053407999675,408102369,-778706556,369236,334796,1.079,0.306488,4.133,7.383,1.6,2.35,93,23,0.213,-0.034,-0.21,-0.27,3.83327,0,nan,0.0,3,1,7
550446672,1608053408199674,408102368,-778706563,369403,334962,1.005,0.306578,4.138,7.373,1.6,2.35,93,23,0.06,-0.01,-0.059,-0.319,3.83327,0,nan,0.0,3,1,7
550644641,1608053408399674,408102365,-778706566,369527,335087,1.034,0.30667,4.144,7.363,1.62,2.36,93,23,0.138,-0.137,-0.015,-0.219,3.83327,0,nan,0.0,3,1,6
550845764,1608053408599674,408102362,-778706570,369663,335223,1.161,0.306774,4.149,7.354,1.62,2.36,93,23,0.12,-0.092,-0.077,-0.14,3.83327,0,nan,0.0,3,1,6
551042630,1608053408799674,408102359,-778706576,369843,335403,1.018,0.306865,4.153,7.341,1.62,2.36,93,23,0.059,-0.001,-0.059,-0.162,3.83327,0,nan,0.0,3,1,6
551243706,1608053408999675,408102357,-778706578,369933,335492,0.943,0.306949,4.158,7.332,1.62,2.36,93,16,0.035,-0.007,0.034,0.028,3.83327,0,nan,0.0,3,1,6
551438704,1608053409199674,408102356,-778706580,370011,335570,1.017,0.30704,4.163,7.323,1.62,2.36,93,16,0.053,-0.014,-0.052,-0.001,3.83327,0,nan,0.0,3,1,6
