timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
795118220,5.05957,3.32739,1,0,3,0,1,0,0
795618238,4.93872,3.32578,1,0,3,0,1,0,0
796128222,4.92422,3.33062,1,0,3,0,1,0,0
796628228,5.02573,3.32578,1,0,3,0,1,0,0
797128220,4.94033,3.32578,1,0,3,0,1,0,0
797628220,5.03701,3.32739,1,0,3,0,1,0,0
798138220,5.04346,3.32739,1,0,3,0,1,0,0
799138220,5.02734,3.32739,1,0,3,0,1,0,0
799648247,5.04346,3.32417,1,0,3,0,1,0,0
800148220,5.03057,3.32417,1,0,3,0,1,0,0
800648252,5.0499,3.32578,1,0,3,0,1,0,0
801148220,5.03379,3.32739,1,0,3,0,1,0,0
801648224,4.99834,3.32256,1,0,3,0,1,0,0
802148220,5.04185,3.32739,1,0,3,0,1,0,0
802648220,5.05796,3.33223,1,0,3,0,1,0,0
803158220,5.00801,3.32739,1,0,3,0,1,0,0
803658220,5.04023,3.33062,1,0,3,0,1,0,0
804158220,5.02251,3.32578,1,0,3,0,1,0,0
804658220,5.02895,3.32578,1,0,3,0,1,0,0
805158220,5.02734,3.32578,1,0,3,0,1,0,0
805658220,5.05474,3.33384,1,0,3,0,1,0,0
806158220,5.00801,3.32739,1,0,3,0,1,0,0
806658220,5.05474,3.32578,1,0,3,0,1,0,0
807158220,5.03862,3.32578,1,0,3,0,1,0,0
807668220,5.03862,3.32739,1,0,3,0,1,0,0
808168220,5.05474,3.32739,1,0,3,0,1,0,0
808668220,5.02895,3.32578,1,0,3,0,1,0,0
809168220,5.00317,3.32578,1,0,3,0,1,0,0
809668220,5.05312,3.32578,1,0,3,0,1,0,0
810178253,5.06118,3.32739,1,0,3,0,1,0,0
810678220,5.05796,3.32256,1,0,3,0,1,0,0
811178220,5.0354,3.33062,1,0,3,0,1,0,0
811678220,5.02895,3.32578,1,0,3,0,1,0,0
812178220,5.04507,3.32739,1,0,3,0,1,0,0
812678220,5.04185,3.32578,1,0,3,0,1,0,0
813188239,5.05474,3.329,1,0,3,0,1,0,0
813688238,5.04829,3.32417,1,0,3,0,1,0,0
814188225,5.03379,3.32578,1,0,3,0,1,0,0
814688220,5.02573,3.32739,1,0,3,0,1,0,0
815188220,5.05474,3.32739,1,0,3,0,1,0,0
815688221,4.99189,3.33223,1,0,3,0,1,0,0
816188230,5.04346,3.32578,1,0,3,0,1,0,0
816688233,5.03379,3.32578,1,0,3,0,1,0,0
817188221,5.03862,3.32739,1,0,3,0,1,0,0
