timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
541626474,0.00464776,0.0132799,0.000827061,0.982679,-0.0170095,-0.0224839,0.183161,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
541658473,0.0042017,0.0105716,0.00154732,0.982697,-0.0169839,-0.0222831,0.183092,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
541686473,0.00312971,0.00901887,-0.000386998,0.982713,-0.0169712,-0.0221445,0.183023,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
541718472,0.00302368,0.00787468,0.00028075,0.982729,-0.0169657,-0.022022,0.18295,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
541751271,0.000662329,0.00288129,0.000530361,0.982744,-0.0169763,-0.0219447,0.182878,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
541783265,-0.00159992,0.000908999,-0.00112527,0.982762,-0.0169793,-0.0219159,0.182785,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
541815270,0.000726266,-0.00470334,0.00322497,0.982777,-0.0170066,-0.0219542,0.182697,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
541844088,-0.000122725,-0.00907387,-0.00053248,0.982777,-0.01706,-0.0220414,0.182679,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
541876071,-0.00364711,-0.0144243,0.0056781,0.982799,-0.0170945,-0.0221594,0.182544,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
541908072,-0.00803296,-0.00577227,-0.00701469,0.982805,-0.0171624,-0.0223266,0.182489,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
541940856,-0.0087791,-0.00580577,0.00560286,0.982823,-0.0172115,-0.0225155,0.182363,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
541972874,-0.0110528,-0.00441649,-0.00434416,0.982845,-0.0172985,-0.0227073,0.182213,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542004875,-0.0115045,-0.0160752,0.000267027,0.982855,-0.0174004,-0.0229523,0.182117,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542033672,0.000768674,-0.0270081,0.0185231,0.982822,-0.0174417,-0.0232182,0.18226,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542065671,-0.0102866,-0.00973367,-0.0532921,0.982925,-0.0174871,-0.023406,0.181673,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542097675,-0.00677845,-0.0122199,0.0181881,0.982948,-0.0175912,-0.023656,0.181504,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542129665,0.00730985,-0.0160393,0.0232812,0.982889,-0.0177391,-0.0238423,0.181785,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542162477,-0.0110208,0.00445994,-0.0557366,0.982962,-0.0176874,-0.0239394,0.181384,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542190476,0.00037015,-0.00963259,0.00308535,0.983048,-0.0177486,-0.0239833,0.180902,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542222478,-0.00697882,-0.00414898,0.0300334,0.982976,-0.0179475,-0.0239939,0.181276,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542255275,0.0153718,0.0100265,-0.00714314,0.982971,-0.0177984,-0.02391,0.181329,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542287290,0.0107792,0.0306215,-0.0196244,0.983083,-0.0176856,-0.0235581,0.180776,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542319264,-0.0034653,0.0114118,0.0278875,0.98308,-0.0177623,-0.0231845,0.180833,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542348094,0.0189887,0.0202082,0.000896849,0.983045,-0.0176888,-0.0228448,0.181073,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542380064,0.0251093,0.0362251,-0.0459894,0.983174,-0.0174844,-0.0223584,0.18045,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542412063,0.00801442,0.014457,0.0269712,0.983198,-0.0174745,-0.0220134,0.180366,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542444882,0.0181501,-0.019756,0.0350774,0.983097,-0.0176262,-0.0221156,0.180886,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542476863,-0.00966665,0.0324321,-0.00639768,0.983099,-0.0175123,-0.0218639,0.180922,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542508870,0.0102535,0.0144831,-0.0170086,0.98317,-0.0172907,-0.0214263,0.180607,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542537663,-0.00196036,-1.20526e-05,-0.00572108,0.983213,-0.0171018,-0.0212913,0.180405,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542569663,-0.0495195,-0.0339899,-0.0167017,0.983219,-0.0175647,-0.0218792,0.180257,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542601675,-0.0171674,-0.00313702,-0.000436466,0.983215,-0.0180765,-0.0223445,0.180174,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542634464,0.0290629,0.00447395,0.0653096,0.98323,-0.0177116,-0.0221802,0.180146,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542666470,0.096008,0.172467,-0.0616154,0.983092,-0.0163673,-0.0205298,0.181222,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542694471,0.0556748,0.195658,0.0142024,0.983288,-0.0160356,-0.0184346,0.180408,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542726472,0.0233535,0.162986,-0.047476,0.983592,-0.0166629,-0.0153522,0.17898,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542759272,0.0671475,0.214173,0.00143683,0.983505,-0.0167875,-0.012131,0.179692,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
542791265,0.0158439,-0.00440824,0.0101503,0.983326,-0.0156493,-0.0106957,0.180862,0.999999,-4.5808e-05,4.85593e-05,-0.00162717,2
