timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
669359278,-0.0100031,-0.00168411,0.000418976,3999,0,-0.296823,0.254541,-9.70267,3999
669364076,-0.011632,-0.00166337,0.00100981,4798,0,-0.349536,0.262691,-9.69691,4798
669368062,-0.00982709,-0.00294038,0.00110986,3986,0,-0.316555,0.267762,-9.72381,3986
669372079,-0.0102276,-0.000189512,0.000678319,4017,0,-0.287255,0.261385,-9.70011,4017
669376073,-0.0108905,-0.001414,-0.00102414,3994,0,-0.294944,0.256373,-9.69325,3994
669380071,-0.0112457,-0.00212978,-0.000272549,3998,0,-0.335411,0.261334,-9.68749,3998
669384089,-0.010088,-0.00169892,-1.00147e-05,4018,0,-0.341062,0.268315,-9.696,4018
669388079,-0.0109962,-0.00144575,0.00110385,3990,0,-0.317921,0.271443,-9.71334,3990
669392078,-0.00924494,-0.00158638,0.000240099,3999,0,-0.31332,0.266739,-9.71372,3999
669396063,-0.0100904,-0.00318852,3.61957e-05,3985,0,-0.298227,0.23713,-9.69228,3985
669400071,-0.0102267,-0.00253025,0.000645679,4008,0,-0.305746,0.245978,-9.67184,4008
669404072,-0.010342,-0.00199108,0.000730999,4001,0,-0.315851,0.25353,-9.69044,4001
669408082,-0.010742,-0.00232453,0.000292778,4010,0,-0.307485,0.231518,-9.71895,4010
669412092,-0.00949587,-0.00205748,-0.00103634,4010,0,-0.299973,0.251712,-9.7126,4010
669416094,-0.00920558,-0.00257334,-0.000787228,4002,0,-0.292682,0.229947,-9.70617,4002
669420077,-0.0110759,-0.00114387,0.000561556,3983,0,-0.300547,0.244681,-9.68567,3983
669424062,-0.0116877,-0.00141357,0.00213664,3985,0,-0.32116,0.237873,-9.68682,3985
669428065,-0.00972307,-0.00166448,0.0010725,4003,0,-0.331032,0.242087,-9.70127,4003
669432075,-0.00969372,-0.00263262,0.000680115,4010,0,-0.313181,0.23585,-9.7179,4010
669436074,-0.010369,-0.000977354,-0.000797337,3999,0,-0.291054,0.239783,-9.71415,3999
669440091,-0.010919,9.79929e-05,-0.000432273,4017,0,-0.307615,0.258305,-9.69009,4017
669444072,-0.0101139,-0.000399767,0.000585941,3981,0,-0.33439,0.24394,-9.70887,3981
669448076,-0.00897512,4.13393e-05,0.00116035,4004,0,-0.34486,0.252061,-9.69369,4004
669452066,-0.00972604,-0.00165386,0.00128521,3990,0,-0.308717,0.234134,-9.71387,3990
669456064,-0.0107694,-0.00220519,0.000824233,3998,0,-0.305992,0.232453,-9.72925,3998
669460084,-0.0106997,-0.00224801,-0.000556501,4020,0,-0.332723,0.248722,-9.72269,4020
669464873,-0.0111809,-0.00228679,0.00097104,4789,0,-0.323318,0.245006,-9.69573,4789
669468873,-0.0108922,-0.00251171,0.00114694,4000,0,-0.309238,0.249663,-9.72105,4000
669472874,-0.00996404,-0.000963758,-0.000349313,4001,0,-0.289634,0.24926,-9.73413,4001
669476872,-0.0105063,-0.00138443,-0.000151724,3998,0,-0.286771,0.228638,-9.71773,3998
669480873,-0.0107757,-0.00272851,0.000943682,4001,0,-0.307857,0.249037,-9.69408,4001
669484892,-0.010471,-0.000765637,-0.000805404,4019,0,-0.335626,0.246988,-9.70294,4019
669488863,-0.0112521,-0.00159766,-0.000179634,3971,0,-0.338481,0.234548,-9.70041,3971
669492872,-0.0116007,-0.00168516,0.000338275,4009,0,-0.295134,0.244687,-9.70985,4009
669496870,-0.0115967,-0.00189776,0.000344499,3998,0,-0.305315,0.249421,-9.69822,3998
669500872,-0.0104216,-0.00147659,0.000282395,4002,0,-0.324332,0.259593,-9.6976,4002
669504876,-0.0107871,-0.00283234,0.00116133,4004,0,-0.329901,0.249606,-9.67867,4004
669508872,-0.00909127,-0.00155323,0.0013103,3996,0,-0.320378,0.257676,-9.68311,3996
669512876,-0.0102174,-0.000934942,0.000491891,4004,0,-0.319363,0.264146,-9.70448,4004
