timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
793329841,792317651,1200.0,0.366756,0.155782,1.13314,0.0,255,0,6,4,1,0,1,1,1,1,36
793380714,793371721,1200.0,0.366756,0.155782,1.13314,0.0,255,0,6,4,1,0,1,1,1,1,36
794318570,794308706,1200.0,0.366756,0.132936,0.915671,0.0,255,0,6,4,1,0,1,1,1,1,36
795326190,795316610,1200.0,0.366756,0.13353,0.957632,0.0,255,0,6,4,1,0,1,1,1,1,36
796331814,795316610,1200.0,0.366756,0.155686,1.38233,0.0,255,0,6,4,1,0,1,1,1,1,36
796382590,796376699,1200.0,0.366756,0.155686,1.38233,0.0,255,0,6,4,1,0,1,1,1,1,36
797315779,797314648,1200.0,0.366756,0.110663,0.780624,0.0,255,0,6,4,1,0,1,1,1,1,36
799321932,798309796,1200.0,0.366756,0.15968,1.16267,0.0,255,0,6,4,1,0,1,1,1,1,36
799361839,799354701,1200.0,0.366756,0.15968,1.16267,0.0,255,0,6,4,1,0,1,1,1,1,36
800341834,800339717,1200.0,0.366756,0.133877,0.96811,0.0,255,0,6,4,1,0,1,1,1,1,36
801326877,801320621,1200.0,0.366756,0.133534,1.53962,0.0,255,0,6,4,1,0,1,1,1,1,36
802330708,801320621,1200.0,0.366756,0.133629,0.888534,0.0,255,0,6,4,1,0,1,1,1,1,36
802370754,802364840,1200.0,0.366756,0.133629,0.888534,0.0,255,0,6,4,1,0,1,1,1,1,36
803314707,803306643,1200.0,0.366756,0.155622,0.849478,0.0,255,0,6,4,1,0,1,1,1,1,36
804316540,803306643,1200.0,0.366756,0.133739,1.23958,0.0,255,0,6,4,1,0,1,1,1,1,36
804325843,804323954,1200.0,0.366756,0.133739,1.23958,0.0,255,0,6,4,1,0,1,1,1,1,36
805325985,804323954,1200.0,0.366756,0.132783,0.887863,0.0,255,0,6,4,1,0,1,1,1,1,36
805376863,805372662,1200.0,0.366756,0.132783,0.887863,0.0,255,0,6,4,1,0,1,1,1,1,36
806305849,806299866,1200.0,0.366756,0.133385,0.890891,0.0,255,0,6,4,1,0,1,1,1,1,36
807316240,807312618,1200.0,0.366756,0.133289,1.33588,0.0,255,0,6,4,1,0,1,1,1,1,36
808323807,807312618,1200.0,0.366756,0.132951,0.887994,0.0,255,0,6,4,1,0,1,1,1,1,36
808415770,808412510,1200.0,0.366756,0.132951,0.887994,0.0,255,0,6,4,1,0,1,1,1,1,36
809407480,809397643,1200.0,0.366756,0.182453,0.871386,0.0,255,0,6,4,1,0,1,1,1,1,36
810316826,810311782,1200.0,0.366756,0.133961,1.24664,0.0,255,0,6,4,1,0,1,1,1,1,36
811323769,810311782,1200.0,0.366756,0.133758,1.106,0.0,255,0,6,4,1,0,1,1,1,1,36
811375818,811371673,1200.0,0.366756,0.133758,1.106,0.0,255,0,6,4,1,0,1,1,1,1,36
812298709,812298326,1200.0,0.366756,0.133989,1.34289,0.0,255,0,6,4,1,0,1,1,1,1,36
813308025,812298326,1200.0,0.366756,0.132692,0.84269,0.0,255,0,6,4,1,0,1,1,1,1,36
813318624,813310133,1200.0,0.366756,0.132692,0.84269,0.0,255,0,6,4,1,0,1,1,1,1,36
814324708,813310133,1200.0,0.366756,0.133127,0.933879,0.0,255,0,6,4,1,0,1,1,1,1,36
814365976,814356646,1200.0,0.366756,0.133127,0.933879,0.0,255,0,6,4,1,0,1,1,1,1,36
815305837,815303661,1200.0,0.366756,0.156899,1.21222,0.0,255,0,6,4,1,0,1,1,1,1,36
816307775,815303661,1200.0,0.366756,0.133746,0.855376,0.0,255,0,6,4,1,0,1,1,1,1,36
816318630,816317279,1200.0,0.366756,0.133746,0.855376,0.0,255,0,6,4,1,0,1,1,1,1,36
817325971,816317279,1200.0,0.366756,0.133198,0.845908,0.0,255,0,6,4,1,0,1,1,1,1,36
817470909,817462647,1200.0,0.366756,0.133198,0.845908,0.0,255,0,6,4,1,0,1,1,1,1,36
818300711,818297786,1200.0,0.366756,0.133198,1.33496,0.0,255,0,6,4,1,0,1,1,1,1,36
819302966,818297786,1200.0,0.366756,0.159345,0.985949,0.0,255,0,6,4,1,0,1,1,1,1,36
819312836,819305774,1200.0,0.366756,0.159345,0.985949,0.0,255,0,6,4,1,0,1,1,1,1,36
820316711,819305774,1200.0,0.366756,0.133583,1.38168,0.0,255,0,6,4,1,0,1,1,1,1,36
820367514,820359719,1200.0,0.366756,0.133583,1.38168,0.0,255,0,6,4,1,0,1,1,1,1,36
821310707,821308750,1200.0,0.366756,0.133462,0.961127,0.0,255,0,6,4,1,0,1,1,1,1,36
822320382,822318599,1200.0,0.366756,0.155452,0.775281,0.0,255,0,6,4,1,0,1,1,1,1,36
823325809,822318599,1200.0,0.366756,0.133518,1.36707,0.0,255,0,6,4,1,0,1,1,1,1,36
823376708,823372326,1200.0,0.366756,0.133518,1.36707,0.0,255,0,6,4,1,0,1,1,1,1,36
824305809,824303580,1200.0,0.366756,0.156678,0.820314,0.0,255,0,6,4,1,0,1,1,1,1,36
825309894,825307689,1200.0,0.366756,0.110895,0.968086,0.0,255,0,6,4,1,0,1,1,1,1,36
826312710,825307689,1200.0,0.366756,0.155908,1.17577,0.0,255,0,6,4,1,0,1,1,1,1,36
826364238,826355872,1200.0,0.366756,0.155908,1.17577,0.0,255,0,6,4,1,0,1,1,1,1,36
827304709,827301653,1200.0,0.366756,0.133866,0.968033,0.0,255,0,6,4,1,0,1,1,1,1,36
828312826,827301653,1200.0,0.366756,0.133596,0.736772,0.0,255,0,6,4,1,0,1,1,1,1,36
828322965,828315867,1200.0,0.366756,0.133596,0.736772,0.0,255,0,6,4,1,0,1,1,1,1,36
829324753,828315867,1200.0,0.366756,0.159358,1.35853,0.0,255,0,6,4,1,0,1,1,1,1,36
