timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
412709793,412709673,0.026707,0.0349948,0.000841568,0.03,0.0,0.0,0.0,-1.0
412814613,412814477,0.0267361,0.0351324,0.000694762,0.03,0.0,0.0,0.0,-1.0
412915391,412915264,0.0265951,0.0350817,0.000829325,0.03,0.0,0.0,0.0,-1.0
413016227,413016082,0.0271811,0.0348599,0.000321143,0.03,0.0,0.0,0.0,-1.0
413121001,413120874,0.027728,0.0340292,0.00121895,0.03,0.0,0.0,0.0,-1.0
413221833,413221702,0.026352,0.034971,0.00133322,0.03,0.0,0.0,0.0,-1.0
413322598,413322471,0.0258667,0.0336732,0.00915386,0.03,0.0,0.0,0.0,-1.0
413423400,413423271,0.0304655,0.0320841,0.00659227,0.03,0.0,0.0,0.0,-1.0
413524209,413524073,0.0264821,0.0288233,-0.00165377,0.03,0.0,0.0,0.0,-1.0
413624992,413624864,0.027412,0.0389101,-0.00330527,0.03,0.0,0.0,0.0,-1.0
413729811,413729670,0.0241615,0.0330699,-0.00621083,0.03,0.0,0.0,0.0,-1.0
413830630,413830472,0.0243484,0.0383622,-0.00160259,0.03,0.0,0.0,0.0,-1.0
413931405,413931276,0.0160415,0.0254289,-0.0181985,0.03,0.0,0.0,0.0,-1.0
414032201,414032070,0.0206538,-0.000746125,-0.00224994,0.03,0.0,0.0,0.0,-1.0
414132999,414132873,0.0200512,0.0335902,-0.0066588,0.03,0.0,0.0,0.0,-1.0
414233796,414233671,0.0156134,0.0415332,-0.0151015,0.03,0.0,0.0,0.0,-1.0
414338605,414338471,0.0318759,0.0172494,0.00115696,0.03,0.0,0.0,0.0,-1.0
414439396,414439271,0.0216754,0.0174938,-0.000461033,0.03,0.0,0.0,0.0,-1.0
414540216,414540074,0.0214088,0.0210765,0.0013933,0.03,0.0,0.0,0.0,-1.0
414641005,414640877,0.0225485,0.0210797,-0.000331592,0.03,0.0,0.0,0.0,-1.0
414741824,414741683,0.0234683,0.0316009,-0.00149534,0.03,0.0,0.0,0.0,-1.0
414846612,414846471,0.0221448,0.0291612,0.00288344,0.03,0.0,0.0,0.0,-1.0
414947390,414947264,0.017389,0.0172834,-0.000898289,0.03,0.0,0.0,0.0,-1.0
415048201,415048070,0.0238208,0.0234463,-0.000444973,0.03,0.0,0.0,0.0,-1.0
415149001,415148873,0.0285631,0.0267482,-0.00330862,0.03,0.0,0.0,0.0,-1.0
415249004,415248877,0.029418,0.0323451,0.00308182,0.03,0.0,0.0,0.0,-1.0
415349809,415349679,0.0182731,0.0200977,0.00189859,0.03,0.0,0.0,0.0,-1.0
415454598,415454464,0.0239353,0.0215909,0.00204741,0.03,0.0,0.0,0.0,-1.0
415555403,415555276,0.023883,0.0287521,-0.00119253,0.03,0.0,0.0,0.0,-1.0
415656205,415656065,0.0253199,0.0244551,-0.0031664,0.03,0.0,0.0,0.0,-1.0
415757023,415756879,0.022439,0.0193174,0.000714137,0.03,0.0,0.0,0.0,-1.0
415857813,415857680,0.0208855,0.0253359,0.000971108,0.03,0.0,0.0,0.0,-1.0
415962601,415962469,0.0234781,0.0338555,0.00333129,0.03,0.0,0.0,0.0,-1.0
416063398,416063271,0.0233842,0.0190712,-0.00270132,0.03,0.0,0.0,0.0,-1.0
416164214,416164070,0.023268,0.0238365,-0.00269981,0.03,0.0,0.0,0.0,-1.0
416265006,416264878,0.0229718,0.027969,0.00344718,0.03,0.0,0.0,0.0,-1.0
416365786,416365665,0.0203954,0.0247906,0.00100293,0.03,0.0,0.0,0.0,-1.0
416470608,416470472,0.0246026,0.0245857,0.000752233,0.03,0.0,0.0,0.0,-1.0
416571405,416571273,0.0254086,0.0299316,-0.0036557,0.03,0.0,0.0,0.0,-1.0
