timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
67908074,0,0.0,0.0,0.0,0.0,-1.99676,-3.36639e-07,5.11897e-07,0.0,-0.0139669,0.0401107,-0.0333573,-0.0391015,-8.41493e-05,0.000127958,0.0,0.0172242,0.0126158,0.00426327,0.318226,0.0,0.1,0.0333573,0.125765,0.256202,0.103479,0.110404,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
68012874,0,0.0,0.0,0.0,0.0,-2.00186,-3.36639e-07,5.11897e-07,0.0,-0.0132724,0.0398473,-0.033747,-0.0403742,-8.41493e-05,0.000127958,0.0,-0.00717035,0.0283929,0.0102928,0.318213,0.0,0.107209,0.033747,0.124494,0.254893,0.102761,0.110035,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
68117672,0,0.0,0.0,0.0,0.0,-2.00372,-3.36639e-07,5.11897e-07,0.0,-0.0139038,0.0400952,-0.0335357,-0.0377224,-8.41493e-05,0.000127958,0.0,-0.18452,0.128242,0.00880021,0.318159,0.0,0.112802,0.0335357,0.125219,0.255691,0.103094,0.110239,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
68214464,0,0.0,0.0,0.0,0.0,-2.00503,-3.36639e-07,5.11897e-07,0.0,-0.0147659,0.0389888,-0.0316451,-0.0335077,-8.41493e-05,0.000127958,0.0,-0.138197,-0.05809,0.154217,0.318274,0.0,0.11063,0.0316451,0.12522,0.255751,0.103043,0.110238,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
68315274,0,0.0,0.0,0.0,0.0,-2.0052,-3.36639e-07,5.11897e-07,0.0,-0.0141503,0.0371794,-0.0299394,-0.0286449,-8.41493e-05,0.000127958,0.0,-0.254717,-0.432404,0.545188,0.318045,0.0,0.110355,0.0299394,0.125952,0.256582,0.103385,0.110435,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
68420876,0,0.0,0.0,0.0,0.0,-2.00564,-3.36639e-07,5.11897e-07,0.0,-0.013326,0.0386616,-0.0313933,-0.0275526,-8.41493e-05,0.000127958,0.0,-0.557851,1.20293,0.0318699,0.317104,0.0,0.112497,0.0313933,0.126215,0.256951,0.10343,0.110576,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
68521669,0,0.0,0.0,0.0,0.0,-2.00922,-3.36639e-07,5.11897e-07,0.0,-0.0105568,0.0358958,-0.0310314,-0.0281366,-8.41493e-05,0.000127958,0.0,-0.0487252,0.428526,0.0762131,0.316518,0.0,0.103478,0.0310314,0.124889,0.255602,0.102714,0.110193,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
68626471,0,0.0,0.0,0.0,0.0,-2.01342,-3.36639e-07,5.11897e-07,0.0,-0.0158622,0.0349123,-0.0322885,-0.0306867,-8.41493e-05,0.000127958,0.0,-0.434646,0.465129,0.198759,0.316054,0.0,0.10942,0.0322885,0.123702,0.254327,0.102108,0.10984,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
68723272,0,0.0,0.0,0.0,0.0,-2.01509,-3.36639e-07,5.11897e-07,0.0,-0.0113822,0.034058,-0.0312114,-0.0285367,-8.41493e-05,0.000127958,0.0,-0.445828,0.295932,0.106379,0.31592,0.0,0.111373,0.0312114,0.123562,0.254138,0.102029,0.109851,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
68828072,0,0.0,0.0,0.0,0.0,-2.01629,-3.36639e-07,5.11897e-07,0.0,-0.0117037,0.0345946,-0.0301228,-0.0258977,-8.41493e-05,0.000127958,0.0,0.388677,0.256781,-0.650237,0.316746,0.0,0.102774,0.0301228,0.122563,0.25298,0.101565,0.109541,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
68924874,0,0.0,0.0,0.0,0.0,-2.01821,-3.36639e-07,5.11897e-07,0.0,-0.0276531,0.0512381,-0.0302367,-0.0256072,-8.41493e-05,0.000127958,0.0,-0.440215,1.37779,-0.0995104,0.3175,0.0,0.107975,0.0302367,0.122843,0.253202,0.10176,0.109607,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
