timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
67912370,0.0,-0.0,0.318226,0.0,0.987368,0.0,0.0,0.158442,0.0,0.0,-0.03,1,0,0,0,0,0
68017172,0.0,-0.0,0.318213,0.0,0.987369,0.0,0.0,0.158436,0.0,0.0,-0.03,1,0,0,0,0,0
68117958,0.0,-0.0,0.318152,0.0,0.987374,0.0,0.0,0.158406,0.0,0.0,-0.03,1,0,0,0,0,0
68218748,0.0,-0.0,0.318274,0.0,0.987364,0.0,0.0,0.158466,0.0,0.0,-0.03,1,0,0,0,0,0
68319552,0.0,-0.0,0.318045,0.0,0.987383,0.0,0.0,0.158353,0.0,0.0,-0.03,1,0,0,0,0,0
68421161,0.0,-0.0,0.317423,0.0,0.987432,0.0,0.0,0.158046,0.0,0.0,-0.03,1,0,0,0,0,0
68521955,0.0,-0.0,0.316777,0.0,0.987483,0.0,0.0,0.157727,0.0,0.0,-0.03,1,0,0,0,0,0
68626755,0.0,-0.0,0.316149,0.0,0.987532,0.0,0.0,0.157417,0.0,0.0,-0.03,1,0,0,0,0,0
68727558,0.0,-0.0,0.31592,0.0,0.98755,0.0,0.0,0.157304,0.0,0.0,-0.03,1,0,0,0,0,0
68828508,0.0,-0.0,0.316863,0.0,0.987476,0.0,0.0,0.15777,0.0,0.0,-0.03,1,0,0,0,0,0
68929155,0.0,-0.0,0.3175,0.0,0.987426,0.0,0.0,0.158084,0.0,0.0,-0.03,1,0,0,0,0,0
69029954,0.0,-0.0,0.31255,0.0,0.987814,0.0,0.0,0.15564,0.0,0.0,-0.03,1,0,0,0,0,0
69130758,0.0,-0.0,0.314038,0.0,0.987698,0.0,0.0,0.156375,0.0,0.0,-0.03,1,0,0,0,0,0
69235561,0.0,-0.0,0.314898,0.0,0.987631,0.0,0.0,0.156799,0.0,0.0,-0.03,1,0,0,0,0,0
69336363,0.0,-0.0,0.312189,0.0,0.987842,0.0,0.0,0.155461,0.0,0.0,-0.03,1,0,0,0,0,0
69437945,0.0,-0.0,0.306372,0.0,0.98829,0.0,0.0,0.152587,0.0,0.0,-0.03,1,0,0,0,0,0
69538753,0.0,-0.0,0.303781,0.0,0.988487,0.0,0.0,0.151307,0.0,0.0,-0.03,1,0,0,0,0,0
69639548,0.0,-0.0,0.301405,0.0,0.988666,0.0,0.0,0.150133,0.0,0.0,-0.03,1,0,0,0,0,0
69740357,0.0,-0.0,0.299883,0.0,0.98878,0.0,0.0,0.14938,0.0,0.0,-0.03,1,0,0,0,0,0
69841166,0.0,-0.0,0.299372,0.0,0.988818,0.0,0.0,0.149128,0.0,0.0,-0.03,1,0,0,0,0,0
69945961,0.0,-0.0,0.296144,0.0,0.989057,0.0,0.0,0.147531,0.0,0.0,-0.03,1,0,0,0,0,0
70046766,0.0,-0.0,0.29174,0.0,0.98938,0.0,0.0,0.145353,0.0,0.0,-0.03,1,0,0,0,0,0
70147558,0.0,-0.0,0.291136,0.0,0.989424,0.0,0.0,0.145054,0.0,0.0,-0.03,1,0,0,0,0,0
70248504,0.0,-0.0,0.289904,0.0,0.989513,0.0,0.0,0.144445,0.0,0.0,-0.03,1,0,0,0,0,0
70349171,0.0,-0.0,0.287589,0.0,0.989679,0.0,0.0,0.1433,0.0,0.0,-0.03,1,0,0,0,0,0
70450757,0.0,-0.0,0.284746,0.0,0.989882,0.0,0.0,0.141893,0.0,0.0,-0.03,1,0,0,0,0,0
70551550,0.0,-0.0,0.283388,0.0,0.989978,0.0,0.0,0.141221,0.0,0.0,-0.03,1,0,0,0,0,0
70656360,0.0,-0.0,0.282934,0.0,0.99001,0.0,0.0,0.140996,0.0,0.0,-0.03,1,0,0,0,0,0
70757263,0.0,-0.0,0.281027,0.0,0.990144,0.0,0.0,0.140052,0.0,0.0,-0.03,1,0,0,0,0,0
70857949,0.0,-0.0,0.279072,0.0,0.990281,0.0,0.0,0.139084,0.0,0.0,-0.03,1,0,0,0,0,0
70958752,0.0,-0.0,0.278137,0.0,0.990346,0.0,0.0,0.13862,0.0,0.0,-0.03,1,0,0,0,0,0
71059555,0.0,-0.0,0.277988,0.0,0.990356,0.0,0.0,0.138547,0.0,0.0,-0.03,1,0,0,0,0,0
71164387,0.0,-0.0,0.276061,0.0,0.990489,0.0,0.0,0.137593,0.0,0.0,-0.03,1,0,0,0,0,0
71265169,0.0,-0.0,0.275118,0.0,0.990554,0.0,0.0,0.137126,0.0,0.0,-0.03,1,0,0,0,0,0
71365981,0.0,-0.0,0.273795,0.0,0.990644,0.0,0.0,0.136471,0.0,0.0,-0.03,1,0,0,0,0,0
71467533,0.0,-0.0,0.274385,0.0,0.990604,0.0,0.0,0.136763,0.0,0.0,-0.03,1,0,0,0,0,0
71568534,0.0,-0.0,0.272526,0.0,0.990731,0.0,0.0,0.135842,0.0,0.0,-0.03,1,0,0,0,0,0
71669163,0.0,-0.0,0.272558,0.0,0.990728,0.0,0.0,0.135858,0.0,0.0,-0.03,1,0,0,0,0,0
71769950,0.0,-0.0,0.272034,0.0,0.990764,0.0,0.0,0.135598,0.0,0.0,-0.03,1,0,0,0,0,0
71874752,0.0,-0.0,0.273175,0.0,0.990686,0.0,0.0,0.136163,0.0,0.0,-0.03,1,0,0,0,0,0
71975542,0.0,-0.0,0.272377,0.0,0.990741,0.0,0.0,0.135768,0.0,0.0,-0.03,1,0,0,0,0,0
72076368,0.0,-0.0,0.272184,0.0,0.990754,0.0,0.0,0.135672,0.0,0.0,-0.03,1,0,0,0,0,0
72177182,0.0,-0.0,0.271894,0.0,0.990773,0.0,0.0,0.135529,0.0,0.0,-0.03,1,0,0,0,0,0
72277942,0.0,-0.0,0.271882,0.0,0.990774,0.0,0.0,0.135523,0.0,0.0,-0.03,1,0,0,0,0,0
72378762,0.0,-0.0,0.271539,0.0,0.990797,0.0,0.0,0.135353,0.0,0.0,-0.03,1,0,0,0,0,0
72480371,0.0,-0.0,0.271756,0.0,0.990783,0.0,0.0,0.13546,0.0,0.0,-0.03,1,0,0,0,0,0
